"","Topic 1","Topic 2","Topic 3","Topic 4","Topic 5","Topic 6","Topic 7","Topic 8","Topic 9","Topic 10","Topic 11","Topic 12","Topic 13","Topic 14"
"71","silicon","beitritt","wasserstoff","management","westlichen","veraenderungen","lebensversicherung","cdu","lesen","dienstag","zwei","deflation","aussichten","landtagswahl"
"72","job","partei","landwirte","knapp","osten","gefuehl","produkte","bdi","all","new","platz","athen","folge","kandidaten"
"73","thema","wahlen","kuenast","analyst","wto","laesst","investments","umsetzung","wissen","notenbanken","bau","ezbrat","wirtschaftliche","rotgruen"
"74","kollegen","de","gruene","abschreibungen","frieden","gesellschaftliche","institut","einfuehrung","reden","verluste","team","portugal","konjunkturelle","buendnis"
"75","haeufig","bruesseler","energiewirtschaft","uebernahmen","teheran","interessen","wert","mrd","gern","stimmung","sponsoren","laender","einzelhandel","abgeordneten"
"76","heute","londoner","shell","gm","kongress","schaffen","laufzeit","kritik","essen","goldpreis","wohnungen","federal","einbruch","politiker"
"77","wettbewerb","tuerkischen","atomkraftwerke","stieg","mexiko","ueberhaupt","ikb","gutachten","art","verloren","semester","euros","studie","politische"
"78","arbeitgeber","iwf","fleisch","erwartet","kim","jahrhunderts","deutsche","beitraege","kennt","erwarten","sommer","massnahmen","konsumenten","regieren"
"79","kunde","aussenminister","bundesregierung","finanzvorstand","regime","falsch","miete","rechtsunsicherheit","the","stieg","stadion","liquiditaet","volkswirtschaft","rede"
"80","bereich","madrid","mengen","weltweit","saudiarabien","probleme","verkauf","erhalten","wort","bonds","schulen","irland","volkswirte","bundesregierung"
"81","chefs","opposition","e","kosten","militaer","gerechtigkeit","jain","darf","gesagt","mittwoch","frankfurt","mario","erwartungen","helmut"
"82","maschinen","italiens","stromerzeugung","insgesamt","militaerischen","fuehrt","portfolio","hartz","freunde","duerften","rund","geldpolitischen","produktion","debatte"
"83","valley","franzoesische","emissionshandel","gestern","suedkorea","forschung","bonitaet","kuendigungsschutz","augen","unsicherheit","olympischen","lagarde","wachsen","buergermeister"
"84","mittelstaendische","juncker","iea","verkauft","krieges","herausforderungen","hohe","aerzte","schueler","duerfte","studierenden","erholung","staerker","wirtschaftsminister"
"85","produkt","binnenmarkt","betreiber","teilte","politischen","oekonomische","landesbanken","wirtschaftsminister","glueck","oelpreis","drei","schaeuble","zuwachs","fischer"
"86","media","reformen","kohlekraftwerke","fahrzeuge","demokratie","wissenschaftler","transaktionen","millionen","kleine","stand","veranstaltung","uswirtschaft","haushalte","berliner"
"87","innovation","wirtschaft","kernkraftwerke","finanzchef","usregierung","weise","geldhaeuser","vorgaben","gesicht","zaehlern","nuernberg","griechen","steigende","konservativen"
"88","bertelsmann","russen","investitionen","gut","jinping","dinge","immobilienmarkt","hans","geld","zehnjaehrigen","schalke","senken","oecd","kabinett"
"89","vorstand","boris","stream","loescher","westliche","ungleichheit","aktienfonds","fordern","erzaehlen","marke","galerie","reformen","einschaetzung","themen"
"90","it","neuwahlen","mill","manager","obamas","fortschritt","finanzierung","minister","stolz","uswirtschaft","berlins","eurolaender","diw","nordrheinwestfalen"
"91","aufsichtsrat","tories","nord","airlines","saddam","glauben","makler","fall","familien","geldpolitik","duesseldorf","weidmann","bruttoinlandsprodukts","wulff"
"92","sap","putins","erneuerbarer","fluggesellschaft","nationen","wandel","kauf","forderungen","los","wert","galerien","glaeubiger","leicht","ruettgers"
"93","startup","england","fass","chrysler","islamischen","problem","beispiel","kritisiert","gemacht","markets","urlaub","geldmenge","privaten","wolfgang"
"94","geraete","monti","fukushima","steuern","asien","neue","regel","bundesagentur","ddr","knapp","polizei","reserve","zahlen","schroeders"
"95","gmbh","stimmen","klima","marken","afrika","idee","kosten","behoerden","lehrer","indizes","thomas","notenbankchef","sank","parlament"
"96","geht","europaeer","weltweit","muenchener","aegypten","werte","wohnung","rentner","wusste","montag","kunstmarkt","unsicherheit","optimismus","mueller"
"97","anbieten","korruption","teyssen","audi","pakistan","einzelnen","milliarden","beschlossen","arbeiten","gestiegen","hamburgs","eurostaaten","vormonat","franz"
"98","buero","auslaendische","rohoel","laufenden","verbuendeten","moderne","konditionen","arbeitslosen","draussen","vermoegensverwalter","tuerkei","zinserhoehung","ausland","spdchef"
"99","arbeitet","kontinent","stromversorgung","monaten","iranischen","bedeutet","quadratmeter","ministerium","maennern","kursen","gebaeude","finanzsystem","ausgaben","buerger"
"100","stellen","brown","atomkraft","deutlich","moskau","mensch","grossbanken","industrie","irgendwann","china","spiel","anleihekaeufe","preise","muesse"
"101","fragen","parteien","pflanzen","marke","konflikt","fehler","gibt","staat","schoen","kursgewinne","pro","japans","dihk","pds"
"102","weltweit","kreml","versorgungssicherheit","absatz","partei","politisch","krediten","vorhaben","buero","stanley","meter","gefahr","abschwung","koch"
"103","digital","finanzminister","energieagentur","prognose","kampf","mag","muenchen","solle","publikum","strategen","hauptstadt","vertrauen","laut","bundespraesident"
"104","gute","verfassung","saudiarabien","bilanz","nation","bundesrepublik","kunde","klage","schriftsteller","york","leipzig","investoren","experten","waehlen"
"105","technischen","irland","energietraeger","rechnet","john","aengste","westlb","behoerde","jahren","hsbc","champions","euroland","beschaeftigung","roesler"
"106","umsatz","abstimmung","strompreise","drei","japan","entwicklung","verluste","haushalt","arbeitet","konjunktur","professoren","maerkten","instituts","csuchef"
"107","post","mrd","china","belegschaft","taiwan","sozialer","hohen","zusaetzliche","zwei","sachs","studiengaenge","volkswirte","krise","rotgruenen"
"108","belegschaft","konservative","betrieb","ebit","internationalen","realitaet","zehn","beschaeftigung","abend","deutsche","ausbildung","esm","konjunkturellen","kritik"
"109","betrieb","ankara","meter","erwirtschaftet","internationale","sinne","wohnen","foerderung","ersten","nachmittag","a","oekonom","durchschnitt","landtagswahlen"
"110","kuenstliche","ministerpraesident","kupfer","wettbewerber","aussenpolitik","antwort","landesbank","staatliche","mag","usdollar","sammler","verschuldung","gegenueber","wolle"
"111","schnell","umfragen","fossilen","general","truppen","bedeutung","basel","steuer","alter","stoxx","borussia","wechselkurs","dritten","gegner"
"112","wirtschaftspruefer","deal","fahrzeuge","wegen","iranische","umgang","lebensversicherungen","krankenkassen","generation","nasdaq","studieren","waehrungen","trend","abgeordnete"
"113","gut","blair","gruenen","aktionaeren","vereinten","eigene","dresdner","vorliegt","freund","gestern","bundesweit","washington","steigenden","beck"
"114","geschaeftsmodelle","kiew","produzieren","minus","li","leute","gebuehren","koalitionsvertrag","laesst","stark","barcelona","basispunkte","branche","sigmar"
"115","meist","staatspraesident","produkte","marktfuehrer","waffen","art","versicherungswirtschaft","zahlen","heimat","s","spanien","institute","milliarden","lafontaine"
"116","geschaeftsmodell","mitgliedstaaten","reaktoren","monsanto","abkommen","strukturen","rating","wolfgang","gott","anstieg","besuchern","italiens","naechsten","koehler"
"117","mittelstaendischen","staaten","anlage","umsatzes","israels","geworden","verkaufen","hoehe","tun","steigende","abgesagt","amerikanische","prozentpunkte","fraktionschef"
"118","datenschutz","schottland","stahl","produktion","pekings","fuehren","verkauft","bundeswirtschaftsminister","sitzen","kursverluste","teams","amerikanischen","laufenden","reformen"
"119","netzwerk","beziehungen","klimawandels","zukaeufe","volk","fluechtlinge","kreditinstitute","vorschriften","dinge","merrill","bewerber","billionen","lag","thema"
"120","sat","lateinamerika","vattenfall","henkel","demokratischen","wirklichkeit","mrd","iv","tochter","steigen","stattfinden","wirtschaftsleistung","ausfuhren","legislaturperiode"
"121","wissen","moskauer","kilowattstunde","laufende","september","oekonomie","equity","arbeitslosengeld","minuten","lag","reiseveranstalter","italienische","vierten","grosse"
"122","branchen","abgeordneten","gentechnik","vorjahreszeitraum","uspraesidenten","besteht","haeuser","arbeitslose","kollegen","p","mio","ezbchef","stieg","finanzminister"
"123","rtl","barroso","zehn","kuendigte","strafzoelle","zeiten","investmentfonds","schmidt","journalisten","asset","flaeche","japanische","prognostiziert","kandidat"
"124","verlage","david","windkraft","autoindustrie","anschlaege","diskussion","einlagen","steuerreform","lebens","zugelegt","st","italienischen","kurzarbeit","frau"
"125","hersteller","gazprom","jaehrlich","marktanteil","zoelle","mittelschicht","anlage","richter","steht","legte","teilnehmer","jeanclaude","unsicherheiten","guido"
"126","kleine","labour","autofahrer","nettogewinn","auslaendische","sinn","estate","hundt","gerade","investment","staedte","wirtschaftswachstum","maschinenbau","ruecktritt"
"127","konkurrenz","einigung","produzenten","erloese","bushs","erfolg","anlegen","gesetzlich","findet","lynch","koelner","of","zulegen","aussenminister"
"128","angebote","  ","hektar","winterkorn","weisse","fehlt","erwirtschaften","steuern","lieber","monaten","plaetze","tsipras","weltkonjunktur","gesagt"
"129","erfolg","medwedjew","wald","milliarde","anschlaegen","reformen","anteil","aenderungen","fand","schwellenlaendern","buergermeister","zinsschritt","optimistisch","vorsitzenden"
"130","arbeit","spanischen","energy","steigern","reich","weit","vermoegensverwaltung","lohn","buecher","fielen","gebaut","geldpolitische","laendern","land"
"131","roland","griechenland","umweltminister","angaben","amerikanern","all","lebensversicherer","pruefen","fernsehen","wochen","kiel","staatsverschuldung","sechs","waehlern"
"132","service","rumaenien","energiekonzerne","anteile","haus","chance","niedrigen","beschaeftigte","klingt","nachrichten","vereins","schuldenkrise","jahren","generalsekretaer"
"133","ideen","rom","sonne","hiess","bevoelkerung","ideen","jahre","streit","nacht","steigenden","arena","finanzpolitik","binnennachfrage","badenwuerttemberg"
"134","produkten","wahl","kraftwerken","dritten","hussein","oeffentlichkeit","jahr","verdi","deutsch","talfahrt","werder","kreditvergabe","ifoinstitut","reihen"
"135","ki","slowakei","schiffe","mitarbeitern","chinesischer","form","finanzbranche","bundesverband","kurz","gemeinschaftswaehrung","projekt","japanischen","einkommen","innenminister"
"136","standort","josé","atomausstieg","metro","westens","genau","haus","buerger","bild","finanzmaerkten","angebot","land","wachstums","nrw"
"137","genau","parlamentswahlen","gebaut","kapitalerhoehung","bagdad","verhalten","hoehere","bundeslaender","tage","meint","premiere","niedrigen","zeigt","hessen"
"138","konkurrenten","nordirland","teurer","autohersteller","israelischen","wettbewerb","ubs","erbschaftsteuer","leuten","stiegen","deutschen","eurokrise","bundesregierung","christdemokraten"
"139","bietet","brexits","region","angekuendigt","russischen","herausforderung","liquiditaet","zeitarbeit","kultur","notiert","flaechen","gesenkt","daten","regiert"
"140","knowhow","euaustritt","winter","boeing","hauptstadt","antworten","papiere","wirtschaft","geworden","yen","ag","schuldenschnitt","belebung","runde"
"141","befragten","investoren","gigawatt","verkaufen","polizei","medien","objekte","klagen","bruder","bundesanleihe","fach","alan","knapp","niederlage"
"142","qualitaet","tschechien","opel","sank","korruption","loesen","verbraucherschuetzer","antrag","polizei","unten","stiftung","lage","gewachsen","juergen"
"143","team","vereinigte","preisen","groesste","kabul","erleben","erzielen","kompromiss","verlag","dz","ausstellungen","internationalen","angesichts","bayerische"
"144","gegruendet","sanktionen","eegumlage","groessten","demokratische","vielmehr","vermoegensverwalter","hiess","lange","fonds","abitur","strukturreformen","positive","volkspartei"
"145","homeoffice","nationalen","teuer","geplant","sieg","gegenteil","geldhaus","altmaier","welt","positive","ort","erhoehen","gfk","huber"
"146","plattform","polnischen","oekologischen","plus","russische","erkennen","verbraucherzentrale","loesung","kennen","handel","jahr","volkswirtschaften","duerften","fluechtlinge"
"147","vertrieb","waehrung","pipeline","continental","kerry","generationen","versicherung","einnahmen","dorf","rezession","fifa","folgen","arbeitslosenquote","bund"
"148","konzern","italienische","milch","lag","fuehrer","laendern","real","gesetzes","begann","waehrungen","zahl","sitzung","bundesamt","regierungschef"
"149","dienstleistungen","vertrag","afrika","umsaetze","yuan","sozial","langfristig","ausgaben","sprache","unternehmensanleihen","business","stabilitaet","sinken","wowereit"
"150","marketing","schweiz","bse","neun","pekinger","solidaritaet","beteiligungen","plaene","erste","investmentbank","bewerbung","niedrig","september","liberale"
"151","entwickeln","minister","atomenergie","kerngeschaeft","irakischen","grosse","riesterrente","recht","auto","juengsten","zuschauer","probleme","stagnation","sachsen"
"152","beschaeftigten","unterhaus","nordsee","bosch","republikanischen","funktioniert","anlagen","betonte","faehrt","feinunze","van","defizit","aktuelle","frage"
"153","taetig","zollunion","anteil","trotz","bedrohung","erfahrungen","gesellschaften","gefordert","jugend","kletterte","schleswigholstein","null","statistische","links"
"154","investieren","nicolas","technologien","zweiten","russen","fuehlen","aktionaere","gebe","studiert","tecdax","uldall","efsf","unsicherheit","reden"
"155","beschaeftigt","le","windparks","allianz","sicherheit","parteien","anleihe","verordnung","hoert","waehrung","arbeiten","stark","wachstumsraten","kurt"
"156","ingenieure","waehrungsfonds","golf","ende","amerikanischer","geben","zins","zahl","ort","notenbank","qualitaet","bundesbankpraesident","positiven","vorsitzende"
"157","managern","italiener","kunden","legte","angriff","diejenigen","geschaeftsfuehrer","moeglich","erlebt","landesbank","cook","staatsschulden","zuversicht","volksparteien"
"158","springer","unabhaengigkeit","windenergie","eads","laender","entwickeln","summe","abschaffung","dachte","vortag","vertrag","pleite","unten","krampkarrenbauer"
"159","bitkom","woche","erderwaermung","holding","kalten","land","mietendeckel","arbeitnehmern","spricht","marktteilnehmer","halle","preise","laufende","guttenberg"
"160","erfolgreich","westen","oekostrom","geschaefte","uhr","oeffentlichen","kreditvergabe","warnte","geschrieben","zentralbank","studiums","politik","statistischen","fluechtlingspolitik"
"161","erfahrung","silvio","handel","kauf","schanghai","armut","angebot","ba","wohnung","schwankungen","start","steigen","april","sozialdemokratischen"
"162","unternehmensberater","mexiko","mio","konkurrenz","konflikte","stimmt","hoehe","bruessel","wirkt","schwellenlaender","reisewarnung","spielraum","institute","neuwahlen"
"163","kirch","verbleib","klimapolitik","konnte","demonstranten","politischer","rund","einkommen","herum","inflation","professor","schwellenlaender","zew","bayerischen"
"164","eigene","françois","studie","abgelaufenen","islamisten","wirtschaftlichen","postbank","gelten","schrieb","quartalszahlen","christian","donnerstag","kraeftig","schwarzgelb"
"165","prozesse","osteuropa","gefoerdert","konkurrent","transatlantischen","natur","raet","steuereinnahmen","fotos","rechnen","geld","zins","iw","anhaenger"
"166","entwickelt","athen","meer","fuenf","millionen","theorie","frankfurter","erhoehung","moechte","management","berichtet","volkswirtschaft","drei","agenda"
"167","plattformen","la","kernkraft","handelsblatt","treffen","professor","meist","vorstoss","leser","erwartungen","museen","fedchef","schwache","beust"
"168","moeglichkeiten","italienischen","kanada","konzerne","wall","themen","alter","erklaerte","ziemlich","positiv","region","krediten","positiv","stimme"
"169","dienstleister","auslaendischen","automobilindustrie","oracle","indonesien","jahrzehnte","aufseher","sprecherin","gehoert","stratege","kostet","fiskalpolitik","wachstumsprognose","verantwortung"
"170","mckinsey","unsicherheit","fossile","eon","aussenminister","these","depot","bundesverfassungsgericht","sah","zehnjaehrige","foto","lockerung","januar","clement"
"171","technische","warschau","mais","erklaerte","diktator","loesungen","fuenf","dihk","gelernt","legten","olympia","vereinigten","hohe","nachfolger"
"172","innovative","mays","kueste","beteiligung","irans","verstaendnis","gewinne","betrieben","machte","eurozone","angaben","chefoekonom","auswirkungen","genossen"
"173","bieten","harten","energieversorger","ebitda","shanghai","lassen","gerade","csu","morgen","bewertet","hafen","hoehere","gesamtjahr","nahles"
"174","personal","bulgarien","venezuela","gewinnwarnung","hillary","vergangenheit","fall","praxis","satz","kgv","adidas","kurs","jahreshaelfte","kanzlerkandidat"
"175","muenchen","laender","oelpreise","diesel","buergerkrieg","perspektive","privatkundengeschaeft","entscheidung","lernen","capital","studierende","anstieg","oelpreis","konservative"
"176","handelsblatt","waehler","stadtwerke","zetsche","scharon","funktionieren","experten","beschluss","spass","europaeischen","spielern","issing","handelsblatt","friedrich"
"177","dienste","istanbul","produziert","kurs","handelskrieg","wahrheit","vergangenen","arbeiten","stunde","depot","dresden","franken","liegt","delegierten"
"178","krise","politisch","verbrauch","motors","weltkrieg","letztlich","kreditwirtschaft","steinbrueck","literatur","gaben","uhr","lehman","handel","niedersachsen"
"179","marken","amt","kapazitaeten","airline","israelische","wirtschaft","sparkasse","verbaende","liess","hoeher","dfb","verhindern","anteil","roettgen"
"180","zukunft","eugipfel","japan","umbau","tuerkei","gesellschaften","deutlich","arbeitgebern","traegt","groessten","reisebueros","risiko","index","streit"
"181","fuehrungskraeften","eumitgliedschaft","projekt","toyota","globalen","entsteht","emittenten","schaeuble","her","edelmetall","bvb","kapital","hohen","koalitionsverhandlungen"
"182","app","vereinigten","angaben","group","irakkrieg","sprache","zertifikate","bundeshaushalt","hoeren","usboersen","madrid","bankensystem","iwf","peer"
"183","consulting","berlusconis","netzbetreiber","flugzeuge","israelis","leisten","leasing","vorgesehen","morgens","bewertungen","architekten","prozentpunkt","hierzulande","grossen"
"184","arbeitsplatz","polnische","welt","margen","islam","modernen","laut","leistungen","geschichten","ausblick","art","tokio","wegen","demokratie"
"185","wettbewerber","maerz","bauen","aufsichtsratschef","wahl","zweitens","vergleich","mitarbeiter","stimme","emerging","walter","turbulenzen","gewerbe","bayerns"
"186","finden","parlaments","neue","verluste","wahlen","thema","policen","vorsitzende","abends","korrektur","brandenburg","rom","impulse","zustimmung"
"187","brauchen","rubel","windraeder","groesster","trade","gehoert","vorstand","vereinbart","wollten","kraeftig","fliegen","europaeer","zurueckgegangen","spahn"
"188","verdienen","sieg","rohstoffen","mercedes","arabische","stellen","verdienen","gemeinden","fahren","ubs","sothebys","erwartet","dynamik","fluechtlingskrise"
"189","duesseldorf","internationalen","energiebranche","jahres","geschichte","richtige","tabelle","aenderung","wasser","gefallen","stadien","wim","private","bundeswehr"
"190","zeit","region","gentechnisch","ausblick","freihandel","debatten","aufsicht","faellen","schaut","notierten","buchungen","sparer","juli","wahlergebnis"
"191","lieferanten","spaniens","nutzung","chef","palaestinenser","europas","regulierung","ii","beginnt","erneut","reise","bruttoinlandsprodukts","aussenhandel","republik"
