"","Topic 1: Corporate Culture","Topic 2: EU Conflicts","Topic 3: Energy & Climate Change Mitigation","Topic 4: Companies & Markets","Topic 5: Geopolitics","Topic 6: Society","Topic 7: Financial Markets I","Topic 8: German Politics I","Topic 9: Miscellaneous","Topic 10: Financial Markets II","Topic 11: Leisure & Hospitality","Topic 12: Central banks","Topic 13: German Economy","Topic 14: German Politics II"
"63","konzerne","regierungschefs","megawatt","aktienkurs","militaerische","oekonomischen","beispielsweise","kassen","namen","goldman","wm","bundesbank","jahres","horst"
"64","deutsche","chirac","markt","autobauer","gewalt","begriff","lebensversicherung","arbeitsplaetze","lang","donnerstag","muenchner","zentralbanken","trotz","parteitag"
"65","unternehmensberatung","franzoesischen","jahren","markt","weissen","kultur","institut","koenne","tod","konjunkturdaten","league","griechischen","usa","linkspartei"
"66","cloud","sozialisten","benzin","gesamtjahr","westlichen","debatte","geschaeft","kritisierte","karriere","rund","master","lagarde","niveau","landtag"
"67","siemens","europas","kernenergie","kaeser","fuehrung","integration","ackermann","einfuehrung","wissen","maerkten","schueler","preisstabilitaet","insgesamt","edmund"
"68","ag","wladimir","versorger","sparte","nordkorea","institutionen","anlegern","umsetzung","maedchen","notenbanken","hsv","waehrungshueter","punkte","wahlen"
"69","kommunikation","spanien","mengen","opel","nahen","ordnung","kapitalmarkt","arbeitsmarkt","geboren","unternehmen","zwei","griechenlands","gesunken","landtagswahl"
"70","studie","partei","autos","tochter","w","veraenderungen","geldanlage","bdi","essen","bundesanleihen","stuttgart","griechische","preise","koalitionspartner"
"71","startup","beitritt","atomkraftwerke","management","politische","gefuehl","immobilienmarkt","eukommission","musik","jp","sommer","ezbpraesident","aussichten","kandidaten"
"72","sap","de","eeg","knapp","taliban","laesst","geldhaeuser","erhalten","glueck","goldpreis","team","ezbrat","folge","bundesregierung"
"73","silicon","tuerkische","erwaermung","abschreibungen","terror","gesellschaftliche","wertpapiere","wirtschaftsminister","roman","dienstag","uni","deflation","wirtschaftliche","buendnis"
"74","job","boris","energiepolitik","stieg","terroristen","interessen","transaktionen","geplanten","all","verluste","platz","athen","volkswirtschaft","abgeordneten"
"75","haeufig","londoner","lebensmittel","analyst","frieden","ueberhaupt","deutsche","rechtsunsicherheit","kennt","stimmung","urlaub","geldpolitischen","export","politiker"
"76","thema","bruesseler","tiere","uebernahmen","militaer","jahrhunderts","investments","darf","reden","erwarten","rund","laender","konjunkturelle","politische"
"77","kollegen","wahlen","landwirte","finanzvorstand","militaerischen","falsch","quadratmeter","finanzminister","gesagt","verloren","frankfurt","portugal","produktion","steinmeier"
"78","bereich","franzoesische","winter","gm","westliche","finden","wert","cdu","geld","stieg","bau","euros","steigende","rotgruen"
"79","kunde","aussenminister","kilometer","erwartet","osten","schaffen","verkauf","gutachten","kleine","bonds","stadion","mario","einbruch","helmut"
"80","arbeitgeber","iwf","gruenen","weltweit","jinping","wissenschaftler","finanzierung","vorgaben","freunde","wert","olympischen","federal","einzelhandel","regieren"
"81","heute","tuerkischen","stromerzeugung","fahrzeuge","regime","gerechtigkeit","miete","kritik","gern","duerfte","sponsoren","liquiditaet","studie","kabinett"
"82","wettbewerb","binnenmarkt","kohlekraftwerke","kosten","kongress","weise","unternehmen","mrd","schueler","duerften","nuernberg","zinserhoehung","haushalte","debatte"
"83","maschinen","madrid","shell","insgesamt","terrorismus","fuehrt","produkte","hartz","the","new","semester","massnahmen","erwartungen","rede"
"84","produkt","opposition","energietraeger","finanzchef","wto","forschung","wohnung","beitraege","lesen","mittwoch","wohnungen","eurolaender","wachsen","buergermeister"
"85","chefs","juncker","investitionen","verkauft","politischen","herausforderungen","ikb","millionen","art","zehnjaehrigen","drei","irland","konsumenten","wirtschaftsminister"
"86","valley","italiens","energiewirtschaft","gestern","mexiko","probleme","portfolio","fall","wort","unsicherheit","veranstaltung","erholung","staerker","konservativen"
"87","innovation","tories","fleisch","gut","truppen","glauben","jain","ministerium","gesicht","oelpreis","galerien","reformen","volkswirte","themen"
"88","mittelstaendische","wirtschaft","klima","manager","taiwan","dinge","kosten","aerzte","augen","stand","thomas","eurostaaten","einschaetzung","berliner"
"89","digital","england","erneuerbarer","marken","teheran","oekonomische","milliarden","kuendigungsschutz","erzaehlen","geldpolitik","schulen","weidmann","zuwachs","fischer"
"90","media","le","versorgungssicherheit","teilte","usregierung","fortschritt","bonitaet","minister","los","zaehlern","schalke","senken","zahlen","nordrheinwestfalen"
"91","vorstand","neuwahlen","atomkraft","audi","demokratie","problem","laufzeit","fordern","gemacht","marke","duesseldorf","schaeuble","oecd","wolfgang"
"92","buero","reformen","betreiber","steuern","kim","ungleichheit","makler","hans","arbeiten","knapp","galerie","uswirtschaft","leicht","buerger"
"93","geschaeftsmodelle","nordirland","kuenast","laufenden","konflikt","neue","landesbanken","bundesagentur","maennern","gestiegen","meter","unsicherheit","diw","parlament"
"94","arbeitet","russen","kernkraftwerke","muenchener","saudiarabien","werte","kauf","forderungen","familien","indizes","studierenden","griechen","sank","wulff"
"95","it","kontinent","weltweit","produktion","nationen","wandel","hohe","kritisiert","draussen","vermoegensverwalter","leipzig","anleihekaeufe","bruttoinlandsprodukts","ruettgers"
"96","anbieten","mitgliedstaaten","betrieb","marke","krieges","politisch","konditionen","behoerde","stolz","markets","pro","notenbankchef","laut","muesse"
"97","stellen","irland","e","loescher","suedkorea","idee","aktienfonds","behoerden","lehrer","uswirtschaft","polizei","reserve","milliarden","schroeders"
"98","fragen","stimmen","fossilen","wettbewerber","verbuendeten","mag","regel","klage","irgendwann","montag","spiel","glaeubiger","steigenden","mueller"
"99","gut","auslaendische","produzieren","monaten","partei","mensch","beispiel","rentner","wusste","strategen","champions","geldmenge","optimismus","bundespraesident"
"100","kuenstliche","monti","strompreise","airlines","asien","einzelnen","krediten","beschlossen","schoen","kursen","berlins","gefahr","ausgaben","franz"
"101","bertelsmann","parteien","stromversorgung","absatz","pakistan","fehler","grossbanken","zusaetzliche","ddr","sachs","abgesagt","finanzsystem","krise","spdchef"
"102","geraete","korruption","emissionshandel","deutlich","islamischen","bundesrepublik","muenchen","staat","generation","s","tuerkei","verschuldung","instituts","pds"
"103","gmbh","europaeer","rohoel","drei","obamas","moderne","wohnen","solle","zwei","stark","kunstmarkt","oekonom","vormonat","waehlen"
"104","aufsichtsrat","brown","kupfer","prognose","saddam","sinne","haeuser","arbeitslosen","buero","p","hauptstadt","japans","privaten","koch"
"105","gute","putins","iea","chrysler","internationale","art","zehn","steuer","jahren","kursgewinne","borussia","vertrauen","experten","kritik"
"106","geht","finanzminister","mill","fluggesellschaft","japan","aengste","landesbank","industrie","alter","steigende","hamburgs","maerkten","ausland","habeck"
"107","ki","abstimmung","fukushima","ebit","russlands","antwort","gibt","foerderung","publikum","stanley","gebaeude","esm","dihk","csuchef"
"108","umsatz","kreml","energieagentur","bilanz","waffen","bedeutet","kunde","vorhaben","abend","usdollar","stattfinden","staatsverschuldung","abschwung","finanzminister"
"109","weltweit","ministerpraesident","stahl","umsatzes","aussenpolitik","realitaet","lebensversicherungen","beschaeftigung","schriftsteller","konjunktur","sammler","italienischen","beschaeftigung","roesler"
"110","geschaeftsmodell","verfassung","diesel","milliarde","afrika","sozialer","gebuehren","vorliegt","ersten","china","barcelona","italienische","durchschnitt","landtagswahlen"
"111","belegschaft","konservative","fass","rechnet","internationalen","entwicklung","hohen","haushalt","arbeitet","inflation","bundesweit","euroland","prozentpunkte","rotgruenen"
"112","technischen","mrd","gigawatt","aktionaeren","aegypten","umgang","verluste","hoehe","heimat","stoxx","a","italiens","naechsten","olaf"
"113","branchen","deal","kilowattstunde","erwirtschaftet","nation","leute","westlb","staatliche","mag","nasdaq","professoren","investoren","lag","wolle"
"114","schnell","beziehungen","teurer","belegschaft","kampf","medien","kreditinstitute","koalitionsvertrag","tun","york","studiengaenge","volkswirte","konjunkturellen","abgeordnete"
"115","betrieb","ankara","teyssen","autoindustrie","iranischen","strukturen","verkaufen","krankenkassen","freund","fonds","ausbildung","preise","branche","fraktionschef"
"116","arbeit","schottland","pflanzen","minus","westens","bedeutung","einlagen","vorschriften","gerade","hsbc","reiseveranstalter","billionen","dritten","lafontaine"
"117","mittelstaendischen","blair","teuer","marktfuehrer","john","eigene","dresdner","zahlen","sitzen","nachmittag","zuschauer","wirtschaftsleistung","gegenueber","thema"
"118","netzwerk","gazprom","klimawandels","laufende","li","wirklichkeit","basel","beschaeftigte","laesst","anstieg","besuchern","wechselkurs","laufenden","gegner"
"119","post","staaten","jaehrlich","henkel","vereinten","fuehren","rating","richter","gott","steigen","st","basispunkte","kurzarbeit","sigmar"
"120","homeoffice","umfragen","windkraft","general","russen","geworden","versicherungswirtschaft","iv","minuten","kursverluste","spanien","waehrungen","trend","beck"
"121","team","einigung","fossile","vorjahreszeitraum","pekings","oekonomie","verkauft","bundesverband","dinge","deutsche","studieren","zinsschritt","unsicherheiten","koehler"
"122","wirtschaftspruefer","staatspraesident","fahrzeuge","wegen","wladimir","fluechtlinge","mrd","wolfgang","polizei","rezession","teams","finanzpolitik","vierten","legislaturperiode"
"123","datenschutz","slowakei","verbrauch","zukaeufe","auslaendische","sinn","lebensversicherer","bundeswirtschaftsminister","tochter","steigenden","deutschen","washington","stieg","reformen"
"124","wissen","kiew","saudiarabien","nettogewinn","demokratischen","weit","estate","gesetzlich","welt","lag","buergermeister","eurokrise","prognostiziert","kandidat"
"125","angebote","  ","meter","monsanto","iranische","diskussion","haus","arbeitslose","kurz","investment","angebot","institute","zulegen","ruecktritt"
"126","plattform","david","anlage","erloese","abkommen","zeiten","finanzbranche","arbeitslosengeld","leuten","gestern","koelner","amerikanische","ifoinstitut","frau"
"127","meist","abgeordneten","produkte","anteile","uspraesidenten","oeffentlichkeit","jahr","lohn","kollegen","asset","branche","geldpolitische","ausfuhren","aussenminister"
"128","erfolg","lateinamerika","pipeline","steigern","volk","genau","jahre","pruefen","steht","zugelegt","teilnehmer","amerikanischen","zeigt","badenwuerttemberg"
"129","konkurrenz","labour","sonne","kuendigte","israels","all","equity","bundeslaender","journalisten","legte","ort","erhoehen","sechs","baerbock"
"130","kleine","moskauer","reaktoren","marktanteil","putins","erfolg","investmentfonds","klagen","fernsehen","monaten","bewerber","of","angesichts","vorsitzenden"
"131","ideen","barroso","preisen","autohersteller","bevoelkerung","besteht","geldhaus","aenderungen","lieber","merrill","premiere","wirtschaftswachstum","bundesregierung","runde"
"132","verlage","tschechien","hektar","mitarbeitern","chinesischer","ideen","anlage","steuerreform","deutsch","dz","staedte","ezbchef","hohen","waehlern"
"133","hersteller","griechenland","energiekonzerne","winterkorn","strafzoelle","antworten","anteil","steuern","lebens","schwellenlaendern","vereins","niedrigen","duerften","grosse"
"134","qualitaet","rumaenien","china","umsaetze","weisse","erleben","erwirtschaften","verdi","fand","fielen","zahl","schuldenkrise","maschinenbau","land"
"135","knowhow","spanischen","gebaut","continental","reich","mittelschicht","anlegen","schmidt","tage","stiegen","mio","jeanclaude","optimistisch","gesagt"
"136","service","nationalen","energy","kapitalerhoehung","anschlaege","herausforderung","hoehere","hundt","klingt","meint","start","japanische","weltkonjunktur","innenminister"
"137","bietet","medwedjew","wald","verkaufen","zoelle","reformen","vermoegensverwaltung","streit","nacht","notiert","ausstellungen","sitzung","knapp","guido"
"138","produkten","wahl","technologien","bosch","september","chance","niedrigen","wirtschaft","findet","lynch","kiel","tsipras","laendern","generalsekretaer"
"139","sat","rom","russland","geplant","amerikanern","verhalten","objekte","antrag","bruder","wochen","gebaut","steigen","auswirkungen","links"
"140","rtl","parlamentswahlen","vattenfall","angaben","bushs","gegenteil","verbraucherzentrale","buerger","geworden","nachrichten","plaetze","land","unsicherheit","nrw"
"141","entwickeln","schweiz","produzenten","metro","kalten","fehlt","verbraucherschuetzer","gelten","buecher","gemeinschaftswaehrung","flaeche","kreditvergabe","statistische","bund"
"142","befragten","pen","kraftwerken","konzerne","haus","sozial","ubs","verordnung","bild","bundesanleihe","arena","gesenkt","daten","regiert"
"143","gegruendet","brexits","erderwaermung","dritten","angriff","loesen","rund","hiess","lange","finanzmaerkten","berichtet","folgen","institute","niederlage"
"144","investieren","euaustritt","schiffe","hiess","anschlaegen","erkennen","papiere","gesetzes","dorf","talfahrt","oesterreich","niedrig","laufende","reihen"
"145","standort","josé","autofahrer","zweiten","sicherheit","geben","liquiditaet","zahl","kultur","juengsten","region","japanischen","einkommen","regierungschef"
"146","roland","vereinigte","region","ende","sieg","wettbewerb","frankfurter","altmaier","begann","unten","jahr","lage","wachstums","christian"
"147","entwickelt","investoren","umweltminister","kerngeschaeft","laender","vielmehr","hoehe","recht","hoert","positive","angaben","volkswirtschaften","arbeitslosenquote","christdemokraten"
"148","eigene","waehrung","zehn","boeing","hauptstadt","form","erzielen","erbschaftsteuer","geschrieben","waehrungen","ag","alan","gewachsen","juergen"
"149","genau","vertrag","oekologischen","angekuendigt","schanghai","solidaritaet","real","zeitarbeit","studiert","investmentbank","werder","schuldenschnitt","bundesamt","volkspartei"
"150","konkurrenten","unterhaus","atomausstieg","plus","joe","land","versicherung","loesung","verlag","schwankungen","reise","strukturreformen","sinken","hessen"
"151","beschaeftigten","italienische","gentechnik","groessten","kabul","generationen","riesterrente","kompromiss","kennen","waehrung","stiftung","internationalen","binnennachfrage","bayerische"
"152","erfahrung","minister","gefoerdert","mercedes","demokratische","laendern","vermoegensverwalter","moeglich","erste","yen","projekt","null","april","fluechtlinge"
"153","dienstleistungen","zollunion","windraeder","sank","hussein","natur","gesellschaften","erklaerte","erlebt","depot","buchungen","stabilitaet","hohe","sachsen"
"154","plattformen","la","kanada","trotz","bagdad","thema","beteiligungen","arbeitnehmern","dachte","unternehmensanleihen","flaechen","hoehere","iw","reden"
"155","erfolgreich","polnischen","produziert","lag","treffen","grosse","aktionaere","gefordert","auto","rechnen","museen","staatsschulden","belebung","vorsitzende"
"156","vertrieb","nicolas","nordsee","neun","korruption","fuehlen","zins","betonte","jugend","management","flughaefen","stark","gfk","frage"
"157","konzern","verbleib","stadtwerke","groesste","fuehrer","funktioniert","angebot","gebe","wohnung","feinunze","vertrag","defizit","positive","krampkarrenbauer"
"158","taetig","waehrungsfonds","eegumlage","konnte","israelischen","politischer","anlagen","dihk","ort","kletterte","arbeiten","fedchef","wegen","friedrich"
"159","prozesse","unabhaengigkeit","windparks","abgelaufenen","polizei","oeffentlichen","geschaeftsfuehrer","erhoehung","sprache","bewertet","olympia","bundesbankpraesident","iwf","liberale"
"160","marketing","silvio","habeck","geschaefte","yuan","themen","summe","betrieben","faehrt","handel","fach","zins","statistischen","anhaenger"
"161","bitkom","warschau","bauen","handelsblatt","aussenminister","parteien","alter","einnahmen","fotos","schwellenlaender","abitur","spielraum","handelsblatt","wowereit"
"162","ingenieure","woche","anteil","legte","pekinger","lassen","postbank","bundesverfassungsgericht","ziemlich","notenbank","airlines","anstieg","jahren","huber"
"163","beschaeftigt","italienischen","atomenergie","holding","bedrohung","wahrheit","langfristig","vorstoss","moechte","landesbank","reisebueros","prozentpunkt","stagnation","kurt"
"164","managern","italiener","klimapolitik","group","irakischen","professor","laut","ausgaben","herum","bewertungen","museum","efsf","aktuelle","verantwortung"
"165","finden","bulgarien","milch","ebitda","republikanischen","entwickeln","anleihe","sprecherin","morgen","kgv","coronavirus","fiskalpolitik","wachstumsraten","agenda"
"166","dienstleister","vereinigten","netzbetreiber","beteiligung","kerry","armut","kreditvergabe","plaene","spricht","positiv","fliegen","probleme","unten","bundeswehr"
"167","unternehmensberater","françois","hohen","kauf","amerikanischer","stimmt","wohnimmobilien","warnte","gelernt","capital","halle","verhindern","kraeftig","fluechtlingspolitik"
"168","innovative","sanktionen","windenergie","fuenf","globalen","erfahrungen","meist","entscheidung","gehoert","quartalszahlen","samstag","pleite","wachstumsprognose","volksparteien"
"169","handelsblatt","westen","energieversorger","konkurrenz","konflikte","perspektive","fuenf","abschaffung","machte","edelmetall","winter","politik","schwache","neuwahlen"
"170","zukunft","mexiko","verbraucht","allianz","diktator","diejenigen","ey","beschluss","wirkt","tecdax","qualitaet","inflationsraten","aktuellen","stimme"
"171","consulting","osteuropa","kapazitaeten","erklaerte","sowjetunion","loesungen","mietendeckel","mitarbeiter","sah","vortag","bewerbung","rom","september","nachfolger"
"172","bieten","harten","ausstoss","konkurrent","wall","wirtschaftlichen","aufseher","einkommen","lernen","erwartungen","fifa","schwellenlaender","gesamtjahr","sozialdemokratischen"
"173","app","auslaendischen","opel","oracle","weltkrieg","vergangenheit","privatkundengeschaeft","arbeiten","schrieb","marktteilnehmer","business","erwartet","zuversicht","niedersachsen"
"174","fuehrungskraeften","waehler","afrika","eads","eskalation","letztlich","raet","pflicht","leser","zehnjaehrige","schleswigholstein","donnerstag","handel","guttenberg"
"175","kirch","unsicherheit","oekostrom","zulieferer","islamisten","jahrzehnte","experten","ba","spass","zentralbank","woche","lira","positiven","konservative"
"176","springer","polens","menge","margen","transatlantischen","these","depot","faellen","stunde","gefallen","gaesten","volkswirtschaft","zew","bayerischen"
"177","personal","laender","bundesnetzagentur","jahres","demonstranten","theorie","gewinne","praxis","hoeren","groessten","uldall","zinserhoehungen","jahreshaelfte","genossen"
"178","marken","athen","mais","werk","uhr","richtige","vergangenen","bruessel","fahren","eurozone","lesen","chefoekonom","gewerbe","spahn"
"179","krise","politisch","bse","eon","shanghai","modernen","aufsicht","leistungen","satz","stratege","bvb","kurs","drei","schwarzgelb"
"180","muenchen","istanbul","nutzung","kurs","millionen","gesellschaften","vorstand","arbeitgebern","geschichten","hoeher","kostet","krediten","positiv","roettgen"
"181","angestellten","mays","energieeffizienz","telekom","militaerisch","erkenntnis","pro","geben","morgens","ubs","cook","risiko","juli","zustimmung"
"182","mckinsey","eugipfel","oekologisch","gewinnwarnung","indonesien","sprache","kreditwirtschaft","steuereinnahmen","abends","legten","van","lockerung","januar","beust"
"183","schneller","rubel","studie","zetsche","tuerkei","verstaendnis","deutlich","csu","wollten","niveau","geld","sparer","anteil","bayerns"
"184","brauchen","sieg","meer","aufsichtsratschef","irans","entsteht","gerade","kraft","liess","europaeischen","reisewarnung","vereinigten","hoehere","kanzlerkandidat"
"185","lieferanten","amt","rohstoffen","groesster","hillary","funktionieren","sparkasse","verbaende","literatur","gaben","tage","kapital","bundesbank","streit"
"186","technische","koenigreichs","kunden","chef","vietnam","scheint","fall","grundsaetzlich","stimme","kaufen","oktober","franken","zurueckgegangen","clement"
"187","moeglichkeiten","eumitgliedschaft","golf","umbau","buergerkrieg","stellen","policen","steinbrueck","traegt","ausblick","dresden","issing","index","republik"
"188","suchen","parlaments","automobilindustrie","airline","handelskrieg","gemeinsame","zertifikate","vorgesehen","tuer","volatilitaet","studiums","prozentpunkte","deutschlands","delegierten"
