"","2001-01-01","2001-04-01","2001-07-01","2001-10-01","2002-01-01","2002-04-01","2002-07-01","2002-10-01","2003-01-01","2003-04-01","2003-07-01","2003-10-01","2004-01-01","2004-04-01","2004-07-01","2004-10-01","2005-01-01","2005-04-01","2005-07-01","2005-10-01","2006-01-01","2006-04-01","2006-07-01","2006-10-01","2007-01-01","2007-04-01","2007-07-01","2007-10-01","2008-01-01","2008-04-01","2008-07-01","2008-10-01","2009-01-01","2009-04-01","2009-07-01","2009-10-01","2010-01-01","2010-04-01","2010-07-01","2010-10-01","2011-01-01","2011-04-01","2011-07-01","2011-10-01","2012-01-01","2012-04-01","2012-07-01","2012-10-01","2013-01-01","2013-04-01","2013-07-01","2013-10-01","2014-01-01","2014-04-01","2014-07-01","2014-10-01","2015-01-01","2015-04-01","2015-07-01","2015-10-01","2016-01-01","2016-04-01","2016-07-01","2016-10-01","2017-01-01","2017-04-01","2017-07-01","2017-10-01","2018-01-01","2018-04-01","2018-07-01","2018-10-01","2019-01-01","2019-04-01","2019-07-01","2019-10-01","2020-01-01","2020-04-01","2020-07-01","2020-10-01"
"15","bedeutung","recht","tun","wirtschaft","politik","buerger","wirtschaft","recht","frage","wissen","entwicklung","tun","veraenderungen","glaube","sozialen","deutschen","zukunft","frage","brauchen","politischen","heute","beispiel","heute","schaffen","gibt","mag","heute","marktwirtschaft","gerechtigkeit","marktwirtschaft","tun","freiheit","gesellschaft","dalai","marktwirtschaft","verhalten","skidelsky","prozess","staat","vertrauen","welt","wohlstand","soziale","soziale","leben","demokratie","fragen","welt","buch","brauchen","verantwortung","politischen","brauchen","wohlstand","geschichte","tirole","hartz","tun","herr","politischen","gibt","fluechtlinge","wohlstand","sicherheit","buerger","gibt","angst","migration","rechts","europa","leute","buch","gibt","zukunft","frage","gibt","buerger","politischen","pandemie","tun"
"16","politischen","gibt","fragen","zukunft","zukunft","fragen","rolle","land","entscheidungen","globalisierung","system","beispiel","wohlstand","sicherheit","politischen","wissen","arbeit","zukunft","reformen","bevoelkerung","verstehen","weise","frage","gibt","sicherheit","sozialen","system","oekonomischen","agenda","soziale","buerger","system","wissen","freiheit","verhalten","moisi","system","gibt","ostdeutschen","angst","buerger","heute","heute","beispiel","buerger","beispiel","keynes","arbeit","autor","politiker","leben","hayek","braucht","fuehrt","oekonomen","frage","fluechtlinge","welt","welt","mag","fluechtlingen","dinge","aengste","gibt","freiheit","integration","lernen","heute","gibt","gibt","leben","ordnung","ordnung","werte","westen","zukunft","demokratie","gibt","demokratie","herr"
"17","entwicklung","zukunft","sicherheit","bedeutung","buerger","sicherheit","laesst","wirtschaft","zeiten","buerger","wissen","darf","recht","recht","frage","fragen","buerger","brauchen","wissen","fragen","forschung","probleme","entscheidungen","beispiel","bildung","chance","macht","zukunft","system","macht","ebene","gigerenzer","fehler","europa","leben","staat","buerger","welt","vertrauen","autor","ostdeutschen","wirklichkeit","handelsblatt","bildung","gibt","bildung","gibt","sozialen","welt","politischen","gerechtigkeit","wissen","all","sozialen","y","iv","buch","risiken","wissen","integration","lernen","schaffen","angst","marktwirtschaft","brauchen","leben","deutschland","brauchen","staat","migranten","herr","liberalismus","frage","leben","aengste","muendigkeit","sozialen","solidaritaet","buch","heute"
"18","wissen","wirtschaft","gesellschaft","sicherheit","politischen","sozialen","probleme","beispiel","bevoelkerung","politiker","wirtschaft","fragen","frage","soziale","land","politische","wirtschaft","bevoelkerung","leben","reformen","staat","wirtschaftlichen","sinne","staat","form","opfer","verantwortung","gibt","freiheit","modernen","wohlstand","kirchen","krise","system","zukunft","falsch","ackermann","judt","zukunft","sicherheit","wissen","erfahrungen","medizin","disziplin","zukunft","politischen","buch","buschmann","gibt","fragen","generation","deutschland","soziale","freiheit","oekonomie","denken","verstehen","wissen","autor","glaube","sozialen","politik","gibt","heute","realitaet","welt","tun","generation","zukunft","deutschland","angst","heute","sicherheit","herausforderungen","politische","kapitalismus","buch","macht","tun","klimawandel"
"19","zuwanderung","tun","bevoelkerung","recht","erkennen","wissen","entwicklung","frage","brauchen","fuehrt","bevoelkerung","frage","staat","staat","zukunft","gesellschaft","arbeitsplaetze","verantwortung","sozialen","beispiel","darf","politische","bedeutung","oekonomischen","wandel","heute","wirtschaftliche","wohlstand","mag","brauchen","jullien","brauchen","wissenschaft","theorie","globalisierung","skeptiker","oekonomie","thielen","buerger","bildung","brauchen","natur","system","tun","gerechtigkeit","theorie","fach","marktwirtschaft","beispiel","ordnung","entscheidungen","einzelnen","idee","aufgabe","staat","deutschland","fortschritt","gehirn","kohl","wohlstand","soziale","bevoelkerung","demokratie","bevoelkerung","dinge","fortschritt","dinge","glaube","system","frage","gefuehl","guilluy","politischen","freiheit","deutschland","deutschland","staat","virus","zukunft","kultur"
"20","zukunft","debatte","entwicklung","deutschen","fragen","soziale","zukunft","soziale","recht","leben","politischen","bildung","darf","wissen","freiheit","sozialen","soziale","soziale","laesst","forschung","tun","wissen","beispiel","fragen","deutschland","zukunft","beispiel","wissen","politiker","system","macht","sozialen","buch","tun","oekonomie","buch","globalisierung","marktwirtschaft","wissenschaft","nachhaltigkeit","politiker","globalisierung","epilepsie","richtig","komlos","fragen","soziale","gemeinsame","wissen","demokratie","politischen","liberalismus","staat","sicherheit","universitaet","richtig","ordnung","buch","asyl","wissen","grenzen","frage","soziale","wohlstand","migranten","politischen","welt","armut","globalisierung","heute","wohlstand","revolution","tun","gefuehl","europa","tun","oekonomischen","gerade","krise","erleben"
"21","staat","globalisierung","dfg","buerger","chance","laesst","tun","gerade","institutionen","beispiel","land","herr","europa","zukunft","beispiel","verantwortung","bundesrepublik","tun","frage","frage","zeit","kultur","sicherheit","angst","marktwirtschaft","beispiel","deutschland","europa","marktwirtschaft","moral","gibt","zukunft","begriff","keynes","freiheit","politische","soziale","rolle","autor","gigerenzer","deutschland","handeln","wohlstand","stephan","fehler","vertrauen","staat","politik","demokratie","leben","herr","gerechtigkeit","gefuehl","recht","leben","gesellschaftliche","europa","bildung","erleben","grenzen","angst","autor","generation","fluechtlinge","bevoelkerung","arbeit","fehler","bevoelkerung","marktwirtschaft","rechte","bevoelkerung","staat","zukunft","deutschland","kapitalismus","denken","politischen","medien","angst","geschichte"
"22","leben","system","probleme","rolle","europaeischen","bevoelkerung","deutschen","sicherheit","bundesrepublik","politische","staat","probleme","wissenschaft","politiker","europa","land","ueberhaupt","politischen","fragen","gerade","bevoelkerung","frage","umweltpolitik","tun","modell","wettbewerb","laender","demokratie","ilias","gibt","grenzen","kultur","system","begriff","buerger","leben","wort","heute","jahrzehnte","marktwirtschaft","richtig","wagner","einzelnen","politik","globalisierung","erkenntnisse","buerger","buerger","arbeit","buerger","brauchen","recht","regierungen","geworden","begriff","verantwortung","wissen","fluechtlinge","professor","schaffen","staat","angst","glaube","angst","medien","laendern","integration","gesellschaftliche","revolution","denken","europa","zukunft","institutionen","identitaet","leute","globalisierung","generation","generation","dinge","politischen"
"23","buerger","land","politischen","zeiten","gerade","rolle","frage","bevoelkerung","frankreich","laendern","politische","land","soziale","neuen","politiker","grenzen","laesst","globalisierung","zukunft","globalisierung","laesst","bildung","freiheit","heute","sozialen","wandel","sicherheit","interessen","fragen","herausforderungen","staat","buerger","sicherheit","veraenderungen","welt","rolle","zeit","bildung","oekonomischen","demokratie","zukunft","finden","zukunft","intellektuellen","brauchen","europa","verstehen","braucht","geschichte","welt","gibt","erfolg","herr","wirtschaft","ueberhaupt","bildung","debatte","demokratie","herausforderung","darf","welt","beispiel","fluechtlingen","ungleichheit","arbeit","geschichte","schulen","angst","bildung","brauchen","aengste","mitte","deutschland","wohlstand","marktwirtschaft","gesellschaftliche","bevoelkerung","beispiel","gesehen","frage"
"24","arbeit","politiker","wissen","tun","deutschen","politische","sozialen","laesst","handeln","bildung","brauchen","gesellschaft","politiker","interessen","sicherheit","muschg","bofinger","kapitalismus","litvyn","europas","globalisierung","oekonomie","verstehen","freiheit","tun","jahrhunderts","frage","frage","west","kirchhof","system","denken","kapitalismus","dahrendorf","gibt","zukunft","politischen","system","werte","interessen","kern","tun","tech","denken","system","theisohn","denken","herr","handeln","geschichte","wissenschaft","debatte","welt","regeln","wandel","soziale","fuehrt","lernen","recht","lernen","tun","herr","bevoelkerung","populisten","tun","these","bevoelkerung","einkommen","herausforderungen","politischen","brauchen","marktwirtschaft","osten","sicherheit","autor","buerger","migranten","sozialen","gibt","morris"
"25","sicherheit","pid","zellen","bevoelkerung","darf","europaeischen","darf","buerger","vertrauen","recht","europa","zukunft","gerade","laesst","gerade","deutsche","glaube","staat","tun","leben","system","entwicklung","leben","frankreich","einkommen","verantwortung","ueberhaupt","laender","laesst","buerger","interessen","soziale","keynes","fehler","spirits","mensch","rifkin","brauchen","gesellschaftlichen","begriff","system","vergangenheit","brauchen","demokratie","politischen","darf","zeit","europa","debatte","handeln","deutschland","misstrauen","perspektive","jahrhunderts","lindau","brauchen","leben","angst","generation","tun","asyl","freiheit","lernen","leben","wohlstand","migranten","soziale","braucht","generationen","welt","zuwanderung","liberalen","ungleichheit","tun","brauchen","fragen","zukunft","brauchen","politische","zeit"
"26","kultur","beispiel","zuwanderung","oekonomischen","politische","wirtschaft","arbeit","kultur","beispiel","bevoelkerung","laesst","wissenschaft","zeiten","richtig","tun","buerger","politische","politische","verstehen","interessen","frankreich","verstehen","angst","finden","forscher","fragen","politischen","jahrhundert","bildung","europa","wandel","rolle","zukunft","sozialstaat","darf","gibt","begriff","aufgabe","leben","vielmehr","krisen","gibt","tun","wirken","gerade","recht","welt","antwort","kapitalismus","entscheidungen","recht","sozialen","bildung","ordnung","selbststaendigkeit","europa","recht","denken","darf","buch","freiheit","grenzen","herr","schaffen","politischen","tun","brauchen","dinge","beispiel","bevoelkerung","junge","politischen","leben","bevoelkerung","buerger","frage","gibt","heute","denken","buch"
"27","deutschen","oeffentlichkeit","zukunft","handeln","staaten","frage","politische","bundesrepublik","macht","fehlt","gerecht","dfg","akademie","sinne","religion","reformen","zeit","leben","europa","vertrauen","kaufmann","universitaeten","integration","leisten","brauchen","system","veraenderungen","reformen","autor","verstehen","kapitalismus","regeln","frage","denken","reformen","wissenschaftler","innovation","beispiel","westdeutschen","deutschland","demokratie","zukunft","staat","fehler","verantwortung","welt","entscheidungen","gesellschaftliche","oeffentlichen","verantwortung","fragen","bildung","bulgaren","leisten","arbeit","universitaet","glaube","marktwirtschaft","europa","autoren","identitaet","deutschland","leben","aufgabe","populismus","bildung","sozialen","kulturelle","status","probleme","migranten","denken","welt","fragen","tun","sicherheit","handeln","glaube","frage","islam"
"28","verstehen","darf","ueberhaupt","gerade","laesst","politisch","wissen","forschung","probleme","agenda","buerger","reformen","kultur","wirtschaft","brauchen","brauchen","freiheit","beispiel","probleme","tun","debatte","veraendert","sozialen","beust","leben","weise","handeln","zweitens","dichter","einfluss","autor","wohlstand","weise","mensch","heute","oekonomen","bildung","umgang","generation","jahrhunderts","denken","buerger","verstehen","herausforderungen","welt","heute","mut","natur","verstehen","braucht","geworden","sicherheit","politischen","autor","herausforderung","glaube","deutschland","revolution","idee","helfen","migranten","europas","freiheit","brauchen","glaube","schaffen","probleme","freiheit","issing","land","migration","gesellschaftliche","debatte","europas","soziale","zeiler","identitaet","corona","erleben","heinrich"
"29","form","diskussion","bundesrepublik","bundesrepublik","ordnung","leben","bevoelkerung","tun","sicherheit","probleme","aufgabe","entwicklung","politischen","sozialen","politische","europas","sozialen","finden","laender","bildung","brauchen","modell","wissen","kultur","ueberhaupt","frage","politiker","bildung","gerade","veraenderungen","europa","deutschland","politische","zivilisation","wissenschaft","smith","kapitalismus","wissenschaftler","system","einsicht","entscheidungen","verantwortung","handeln","themen","wissenschaftler","politische","system","gerechtigkeit","wege","falsche","institutionen","aufgaben","gibt","verantwortung","wissenschaftler","lernen","sozialen","wohlstand","freiheit","kapitalismus","bundesrepublik","grundeinkommen","beispiel","geht","frage","angst","braucht","glauben","ordnung","jahrhundert","sicherheit","welt","mensch","staat","sozialen","politischen","krise","verantwortung","umgang","bevoelkerung"
"30","politische","rolle","buerger","entwicklung","entwicklung","land","zeiten","fehlt","system","zeit","frage","politiker","gegenteil","neue","geht","recht","klima","macht","soziale","deutschen","deutschen","oekonomischen","brauchen","arbeit","funktioniert","marktwirtschaft","werte","tun","jahrhunderts","buch","wissenschaft","tun","politischen","fragen","denken","entsteht","funktioniert","handeln","sicherheit","sozialen","verantwortung","fragen","kompetenz","buerger","oekonomie","grenzen","glaube","system","richtig","wissen","braucht","vielmehr","generation","darf","herr","system","wissenschaft","universitaet","konsequent","europa","ordnung","brauchen","fragen","recht","recht","gefuehl","staat","bildung","gesellschaftliche","loesen","staat","sozialen","leute","gibt","angst","leute","krisen","pandemie","virus","resilienz"
"31","gerade","macht","grenzen","politische","europaeische","europas","deutsche","politischen","rolle","setzen","beispiel","deutschen","sozialen","leben","neue","staat","interessen","europas","land","falsch","problem","marktwirtschaft","rolle","gerade","veraenderungen","autor","zeigen","gefuehl","buerger","reformen","sennett","snower","gibt","handeln","oekonomen","lernen","arbeit","oekonomen","jahrhunderts","wort","revolution","buch","technologie","globalisierung","beispiel","idee","tun","marx","weise","weise","weise","gegenteil","funktionieren","persoenlichen","fuehrt","heutigen","staat","eigene","weit","arbeit","integration","sozialen","schaffen","tun","idee","populisten","bildung","aufgabe","medien","marina","sozialen","parteien","sozialen","europaeer","gefuehl","medien","angst","frage","geht","globalisierung"
"32","oeffentlichkeit","interessen","forschung","laesst","denken","laengst","ordnung","brauchen","deutschen","geht","tun","gerade","wissen","politische","richtig","bevoelkerung","veraenderungen","sennett","beck","brauchen","europas","lernen","analyse","journalismus","grosse","arbeit","sozialstaat","braucht","tun","schavan","herausforderungen","wissen","jahrhundert","verstehen","frage","geschehen","modelle","soziale","modernen","aufgabe","lohstroh","staat","entscheidungen","leben","westlichen","finden","brauchen","krisen","oekonomen","verstehen","antwort","kultur","ordnung","gegenueber","autor","recht","brauchen","gedanken","politischer","fragen","geht","erleben","gesellschaftlichen","frage","institutionen","richtige","beispiel","gesellschaftlichen","globale","herfried","frage","volk","richtig","politiker","bevoelkerung","buch","geschichte","deutschland","macht","debatte"
