"","Topic 1: Corporate Culture","Topic 2: EU Conflicts","Topic 3: Energy & Climate Change Mitigation","Topic 4: Companies & Markets","Topic 5: Geopolitics","Topic 6: Society","Topic 7: Financial Markets I","Topic 8: German Politics I","Topic 9: Miscellaneous","Topic 10: Financial Markets II","Topic 11: Leisure & Hospitality","Topic 12: Central banks","Topic 13: German Economy","Topic 14: German Politics II"
"22","arbeiten","europa","industrie","daimler","israel","fragen","immobilie","clement","tag","rendite","kunst","usa","nachfrage","seehofer"
"23","telekom","russische","landwirtschaft","bayer","regierung","marktwirtschaft","kapital","gesetzlichen","kind","aktienmaerkte","liga","schulden","erholung","bundestag"
"24","gruender","referendum","bauern","volkswagen","donald","bevoelkerung","commerzbank","gewerkschaft","jungen","experten","euro","waehrungsunion","weltwirtschaft","bundestagswahl"
"25","produkte","polen","foerderung","vw","uspraesident","beispiel","renditen","fordert","geschichte","woche","hotels","finanzmaerkte","firmen","opposition"
"26","unternehmer","johnson","anlagen","aktionaere","putin","brauchen","sparer","betriebe","zeit","quartal","besucher","rezession","bip","berlin"
"27","geschaeft","praesident","erneuerbare","verkauf","afghanistan","sicherheit","mieter","duerfen","schule","leitindex","koeln","zinssenkung","befragten","scholz"
"28","beispiel","landes","klimawandel","lufthansa","demokraten","denken","bafin","vorschlag","sohn","maerkte","reisen","kredite","anstieg","gabriel"
"29","chef","union","erdgas","dollar","amerikanischen","verantwortung","mieten","bahn","kindern","wall","mark","krise","kommenden","liberalen"
"30","berater","austritt","liter","ersten","new","wissenschaft","wirecard","regelungen","macht","plus","touristen","oekonomen","rechnet","merkels"
"31","markt","italien","jahr","konzernchef","republikaner","recht","risiko","verfahren","hause","morgan","sport","maerkte","verbraucher","amt"
"32","facebook","koenigreich","ausbau","ergebnis","sanktionen","politische","institute","entwurf","alt","gewinne","hotel","wachstum","plus","linken"
"33","amazon","ukraine","nachfrage","bmw","welt","wohlstand","frankfurt","regierung","job","dow","veranstalter","staaten","vorjahr","gerhard"
"34","geschaeftsfuehrer","berlusconi","kosten","sap","xi","zeit","anleihen","handelsblatt","sitzt","renditen","klubs","leitzinsen","prognosen","bayern"
"35","familienunternehmen","premierminister","wasser","thyssenkrupp","westen","gerade","private","bundestag","arbeit","street","fans","anleihen","rechnen","politik"
"36","deutschland","sarkozy","oelpreis","operative","dollar","bildung","kaeufer","betroffenen","uhr","markt","universitaeten","wirtschaft","zahl","mehrheit"
"37","mittelstand","cameron","wasserstoff","konkurrenten","soldaten","macht","immobilienfonds","urteil","alten","freitag","bundesliga","waehrungsfonds","gestiegen","gruene"
"38","management","russlands","branche","branche","chinesen","herr","deutschen","sprecher","bisschen","usnotenbank","geschaeftsfuehrer","leitzins","monaten","regierung"
"39","nutzer","grossbritanniens","bau","hersteller","ukraine","system","finanzkrise","deutschland","gibt","zinsen","hochschule","geld","umfrage","soeder"
"40","informationen","insel","dollar","vorjahr","nato","arbeit","versicherungen","kosten","liebe","anlegern","universitaet","regierung","exporte","westerwelle"
"41","intelligenz","europaeische","emissionen","kunden","hongkong","geht","investieren","koalition","kirche","boersianer","quadratmeter","finanzmaerkten","erwarten","linke"
"42","nutzen","argentinien","umwelt","operativen","york","glaube","banker","gesetzentwurf","konnte","staatsanleihen","tourismus","europa","bruttoinlandsprodukt","ministerpraesidenten"
"43","computer","ungarn","energieversorgung","boersengang","amerikanische","verstehen","branche","bundes","film","haendler","aussteller","japan","china","umfragen"
"44","technik","politische","cent","autos","george","politiker","allianz","massnahmen","stunden","aktienkurse","veranstaltungen","yen","zweiten","kohl"
"45","apple","kommission","gold","boerse","amerikas","angst","investment","union","frueher","fiel","hannover","finanzminister","stark","bundeskanzlerin"
"46","gibt","frankreichs","deutschland","vergangenen","region","buch","vermieter","mindestlohn","alte","fondsmanager","  ","konjunktur","duerfte","bundeskanzler"
"47","microsoft","verhandlungen","grad","zahlen","biden","vertrauen","hedgefonds","forderung","haus","aktienindex","klub","trichet","stimmung","muentefering"
"48","berger","eustaaten","wind","ag","russischen","richtig","anbieter","geplante","beruf","aktienmaerkten","spiele","bank","minus","macron"
"49","innovationen","paris","hersteller","basf","landes","gesellschaftlichen","investiert","milliarden","geht","titel","senat","risiken","vergangenen","stimmen"
"50","netz","eukommission","bp","unternehmens","syrien","rolle","kredit","gesetzgeber","gut","vergangenen","flughafen","weltwirtschaft","vergleich","laschet"
"51","business","erdogan","rund","aufsichtsrat","vereinigten","generation","ertraege","forderte","lebt","notierte","dortmund","notenbanker","halbjahr","lindner"
"52","technologie","brasilien","rohstoffe","vorstand","europaeer","autor","investmentbanking","gericht","kunst","commerzbank","hoeness","bernanke","arbeitslosigkeit","schaeuble"
"53","neuen","praesidenten","netz","hauptversammlung","barack","entscheidungen","jahren","laender","gefuehl","erwartet","bachelor","spanien","lage","merz"
"54","werbung","konservativen","erdoel","fusion","russische","kapitalismus","kaufen","bundesrat","mensch","mdax","hansestadt","inflationsrate","wirtschaftsforschung","kanzleramt"
"55","gerade","theresa","millionen","bank","volksrepublik","darf","kfw","gesetzliche","gerne","euro","urlauber","greenspan","ersten","minister"
"56","technologien","regierungschef","erde","halbjahr","indien","grenzen","eigentuemer","bundesfinanzminister","kopf","analyst","bremen","regierungen","wirtschaftswachstum","politischen"
"57","partner","franzosen","tonne","mitarbeiter","clinton","aufgabe","darlehen","rentenversicherung","angst","verlor","kuenstler","finanzkrise","wirtschaftsleistung","fraktion"
"58","industrie","abkommen","kohlendioxid","verlust","arabischen","braucht","privaten","regeln","fragt","jones","gmbh","milliarden","steigen","steinbrueck"
"59","beratung","hollande","nord","dividende","beziehungen","geschichte","preise","vorschlaege","ging","zaehler","tui","duisenberg","eurozone","schulz"
"60","deutschen","mehrheit","markt","air","moskau","jahrhundert","bieten","patienten","bilder","erholung","absolventen","usnotenbank","branchen","gewaehlt"
"61","deutsche","politischen","megawatt","airbus","armee","handeln","privatanleger","heisst","strasse","kurs","spielen","chefvolkswirt","institut","horst"
"62","konzerne","regierungschefs","bundesregierung","porsche","europa","kultur","beispielsweise","kassen","erinnert","donnerstag","vereine","zinssenkungen","rund","parteichef"
"63","online","chirac","jahren","aktienkurs","militaerische","lernen","finanzaufsicht","oeffentlichen","namen","konjunkturdaten","wm","bundesbank","jahres","sonntag"
"64","unternehmensberatung","premierministerin","gruene","autobauer","weissen","oekonomischen","lebensversicherung","arbeitsplaetze","lang","goldman","muenchner","griechischen","trotz","parteitag"
"65","siemens","sozialisten","kernenergie","markt","gewalt","begriff","anlegern","kritisierte","tod","deutlich","league","zentralbanken","usa","linkspartei"
"66","beispielsweise","franzoesischen","stream","kaeser","westlichen","debatte","geschaeft","koenne","karriere","rund","master","griechenlands","punkte","landtag"
"67","ag","europas","versorger","sparte","fuehrung","integration","ackermann","arbeitsmarkt","wissen","maerkten","schueler","preisstabilitaet","insgesamt","edmund"
"68","cloud","wladimir","benzin","gesamtjahr","nordkorea","institutionen","kapitalmarkt","umsetzung","maedchen","unternehmen","hsv","lagarde","niveau","wahlen"
"69","kommunikation","spanien","mengen","opel","nahen","veraenderungen","geldanlage","bdi","geboren","notenbanken","stuttgart","waehrungshueter","gesunken","landtagswahl"
"70","studie","partei","autos","tochter","w","ordnung","institut","einfuehrung","essen","bundesanleihen","zwei","griechische","aussichten","koalitionspartner"
"71","silicon","beitritt","eeg","management","politische","laesst","wertpapiere","eukommission","roman","jp","uni","ezbpraesident","folge","kandidaten"
"72","job","tuerkische","erwaermung","knapp","terror","gefuehl","transaktionen","finanzminister","musik","goldpreis","platz","ezbrat","wirtschaftliche","abgeordneten"
"73","haeufig","de","atomkraftwerke","analyst","terroristen","gesellschaftliche","investments","geplanten","glueck","dienstag","sommer","deflation","export","buendnis"
"74","sap","boris","tiere","abschreibungen","taliban","interessen","deutsche","erhalten","all","stimmung","team","athen","konjunkturelle","bundesregierung"
"75","kollegen","wahlen","energiepolitik","stieg","frieden","jahrhunderts","geldhaeuser","cdu","kennt","erwarten","rund","portugal","volkswirtschaft","politiker"
"76","thema","bruesseler","lebensmittel","uebernahmen","militaer","falsch","unternehmen","darf","reden","verluste","urlaub","geldpolitischen","preise","steinmeier"
"77","arbeitgeber","londoner","kilometer","gm","osten","ueberhaupt","wert","rechtsunsicherheit","geld","stieg","olympischen","laender","produktion","politische"
"78","heute","franzoesische","landwirte","finanzvorstand","regime","finden","immobilienmarkt","wirtschaftsminister","freunde","verloren","frankfurt","euros","einbruch","rotgruen"
"79","kunde","aussenminister","gruenen","erwartet","militaerischen","schaffen","miete","mrd","gesagt","bonds","stadion","federal","einzelhandel","helmut"
"80","bereich","iwf","stromerzeugung","weltweit","westliche","wissenschaftler","verkauf","gutachten","gern","new","bau","mario","steigende","regieren"
"81","wettbewerb","tuerkischen","kohlekraftwerke","kosten","kongress","gerechtigkeit","produkte","kritik","lesen","duerften","sponsoren","liquiditaet","studie","debatte"
"82","chefs","binnenmarkt","shell","fahrzeuge","jinping","fuehrt","finanzierung","vorgaben","schueler","duerfte","nuernberg","massnahmen","erwartungen","kabinett"
"83","produkt","madrid","investitionen","finanzchef","terrorismus","weise","quadratmeter","hartz","the","mittwoch","semester","eurolaender","wachsen","rede"
"84","startup","opposition","energiewirtschaft","insgesamt","wto","forschung","ikb","beitraege","kleine","wert","wohnungen","irland","haushalte","buergermeister"
"85","maschinen","juncker","fleisch","verkauft","politischen","probleme","portfolio","millionen","art","unsicherheit","drei","zinserhoehung","volkswirte","wirtschaftsminister"
"86","valley","italiens","energietraeger","gestern","mexiko","herausforderungen","wohnung","aerzte","wort","oelpreis","galerien","erholung","konsumenten","themen"
"87","media","tories","klima","manager","teheran","dinge","jain","kuendigungsschutz","gesicht","zehnjaehrigen","schulen","weidmann","staerker","konservativen"
"88","vorstand","wirtschaft","erneuerbarer","teilte","truppen","glauben","laufzeit","fordern","augen","geldpolitik","veranstaltung","eurostaaten","zuwachs","berliner"
"89","mittelstaendische","neuwahlen","winter","gut","kim","oekonomische","bonitaet","fall","erzaehlen","zaehlern","thomas","schaeuble","einschaetzung","fischer"
"90","innovation","reformen","kuenast","marken","usregierung","fortschritt","milliarden","minister","gemacht","stand","schalke","senken","oecd","nordrheinwestfalen"
"91","buero","england","weltweit","audi","demokratie","problem","landesbanken","ministerium","arbeiten","marke","duesseldorf","uswirtschaft","leicht","wolfgang"
"92","digital","le","versorgungssicherheit","laufenden","saudiarabien","ungleichheit","kosten","hans","stolz","knapp","galerie","reformen","diw","buerger"
"93","it","nordirland","betreiber","loescher","konflikt","neue","hohe","forderungen","familien","indizes","meter","griechen","zahlen","ruettgers"
"94","arbeitet","russen","atomkraft","muenchener","krieges","werte","makler","bundesagentur","maennern","gestiegen","studierenden","unsicherheit","bruttoinlandsprodukts","wulff"
"95","anbieten","kontinent","e","marke","suedkorea","idee","kauf","kritisiert","lehrer","uswirtschaft","pro","anleihekaeufe","sank","parlament"
"96","stellen","irland","kernkraftwerke","steuern","nationen","wandel","aktienfonds","behoerden","los","markets","berlins","notenbankchef","optimismus","schroeders"
"97","fragen","mitgliedstaaten","emissionshandel","produktion","verbuendeten","mag","konditionen","klage","irgendwann","vermoegensverwalter","polizei","reserve","ausgaben","muesse"
"98","bertelsmann","stimmen","fossilen","airlines","asien","politisch","regel","rentner","draussen","montag","champions","geldmenge","milliarden","mueller"
"99","geschaeftsmodelle","auslaendische","betrieb","monaten","partei","mensch","beispiel","beschlossen","wusste","strategen","spiel","glaeubiger","krise","bundespraesident"
"100","aufsichtsrat","monti","kupfer","chrysler","obamas","einzelnen","grossbanken","behoerde","ddr","kursen","leipzig","finanzsystem","vormonat","franz"
"101","geraete","parteien","stromversorgung","fluggesellschaft","saddam","fehler","krediten","zusaetzliche","generation","sachs","kunstmarkt","gefahr","laut","spdchef"
"102","gut","korruption","iea","wettbewerber","islamischen","moderne","wohnen","arbeitslosen","buero","stark","abgesagt","verschuldung","privaten","pds"
"103","gmbh","europaeer","produzieren","drei","taiwan","bundesrepublik","muenchen","staat","zwei","kursgewinne","tuerkei","japans","steigenden","koch"
"104","kuenstliche","brown","fukushima","absatz","pakistan","sinne","zehn","solle","schoen","s","borussia","oekonom","instituts","waehlen"
"105","gute","putins","mill","deutlich","afrika","art","gibt","industrie","jahren","stanley","hamburgs","vertrauen","ausland","csuchef"
"106","geht","abstimmung","rohoel","prognose","japan","bedeutet","haeuser","foerderung","alter","china","hauptstadt","esm","dihk","kritik"
"107","umsatz","finanzminister","energieagentur","bilanz","internationale","aengste","kunde","vorhaben","publikum","konjunktur","gebaeude","maerkten","beschaeftigung","roesler"
"108","belegschaft","kreml","fass","ebit","aussenpolitik","antwort","landesbank","beschaeftigung","schriftsteller","usdollar","sammler","euroland","abschwung","landtagswahlen"
"109","weltweit","verfassung","stahl","belegschaft","aegypten","entwicklung","verluste","steuer","arbeitet","stoxx","stattfinden","investoren","experten","finanzminister"
"110","technischen","ministerpraesident","strompreise","rechnet","waffen","realitaet","hohen","vorliegt","abend","p","professoren","volkswirte","durchschnitt","rotgruenen"
"111","geschaeftsmodell","konservative","teyssen","aktionaeren","nation","sozialer","gebuehren","haushalt","heimat","nasdaq","barcelona","staatsverschuldung","naechsten","wolle"
"112","schnell","mrd","pflanzen","umsatzes","internationalen","umgang","westlb","krankenkassen","mag","york","bundesweit","billionen","dritten","lafontaine"
"113","ki","beziehungen","gigawatt","erwirtschaftet","kampf","leute","lebensversicherungen","staatliche","ersten","steigende","a","italienischen","konjunkturellen","abgeordnete"
"114","branchen","deal","klimawandels","minus","iranischen","strukturen","dresdner","vorschriften","freund","hsbc","studiengaenge","italiens","gegenueber","gegner"
"115","netzwerk","ankara","jaehrlich","marktfuehrer","russlands","eigene","kreditinstitute","hoehe","tun","nachmittag","ausbildung","wechselkurs","branche","fraktionschef"
"116","post","schottland","teurer","autoindustrie","john","bedeutung","verkaufen","zahlen","sitzen","anstieg","reiseveranstalter","wirtschaftsleistung","prozentpunkte","thema"
"117","betrieb","umfragen","anlage","general","li","wirklichkeit","basel","koalitionsvertrag","laesst","deutsche","zuschauer","italienische","lag","sigmar"
"118","mittelstaendischen","blair","saudiarabien","milliarde","vereinten","fuehren","rating","beschaeftigte","gerade","inflation","st","waehrungen","laufenden","beck"
"119","arbeit","gazprom","meter","laufende","westens","fluechtlinge","verkauft","iv","gott","kursverluste","spanien","washington","kurzarbeit","olaf"
"120","wirtschaftspruefer","staaten","fahrzeuge","wegen","pekings","geworden","versicherungswirtschaft","richter","dinge","gestern","besuchern","basispunkte","trend","koehler"
"121","homeoffice","staatspraesident","teuer","monsanto","russen","oekonomie","lebensversicherer","wolfgang","minuten","steigen","studieren","finanzpolitik","vierten","reformen"
"122","datenschutz","einigung","windkraft","henkel","demokratischen","sinn","einlagen","bundeswirtschaftsminister","kollegen","fonds","teams","preise","stieg","kandidat"
"123","wissen","kiew","kilowattstunde","zukaeufe","auslaendische","medien","mrd","bundesverband","tochter","lag","buergermeister","amerikanische","unsicherheiten","legislaturperiode"
"124","angebote","abgeordneten","diesel","nettogewinn","iranische","diskussion","estate","arbeitslosengeld","polizei","investment","deutschen","institute","prognostiziert","ruecktritt"
"125","meist","david","china","vorjahreszeitraum","abkommen","zeiten","jahre","arbeitslose","welt","steigenden","teilnehmer","eurokrise","zulegen","frau"
"126","team","labour","produkte","erloese","wladimir","weit","equity","gesetzlich","kurz","asset","koelner","amerikanischen","ifoinstitut","aussenminister"
"127","ideen","lateinamerika","reaktoren","kuendigte","volk","all","anlage","lohn","fernsehen","zugelegt","bewerber","geldpolitische","ausfuhren","grosse"
"128","konkurrenz","  ","hektar","anteile","israels","oeffentlichkeit","investmentfonds","pruefen","steht","legte","angebot","zinsschritt","maschinenbau","vorsitzenden"
"129","kleine","moskauer","sonne","marktanteil","uspraesidenten","erfolg","jahr","steuerreform","journalisten","monaten","staedte","wirtschaftswachstum","sechs","waehlern"
"130","erfolg","slowakei","energiekonzerne","steigern","strafzoelle","genau","anteil","bundeslaender","lebens","merrill","ort","ezbchef","bundesregierung","runde"
"131","verlage","barroso","fossile","autohersteller","weisse","besteht","haus","aenderungen","lieber","rezession","vereins","jeanclaude","zeigt","badenwuerttemberg"
"132","knowhow","griechenland","gebaut","mitarbeitern","chinesischer","ideen","finanzbranche","steuern","leuten","dz","mio","japanische","angesichts","land"
"133","sat","rumaenien","pipeline","winterkorn","anschlaege","antworten","erwirtschaften","schmidt","deutsch","lynch","premiere","schuldenkrise","optimistisch","gesagt"
"134","produkten","tschechien","verbrauch","continental","bevoelkerung","mittelschicht","anlegen","hundt","fand","fielen","zahl","of","weltkonjunktur","guido"
"135","rtl","medwedjew","vattenfall","kapitalerhoehung","reich","reformen","geldhaus","klagen","findet","schwellenlaendern","branche","tsipras","duerften","baerbock"
"136","hersteller","spanischen","preisen","verkaufen","september","erleben","vermoegensverwaltung","verdi","nacht","stiegen","kiel","erhoehen","knapp","generalsekretaer"
"137","plattform","rom","energy","bosch","zoelle","chance","hoehere","streit","klingt","notiert","gebaut","niedrigen","laendern","innenminister"
"138","service","wahl","autofahrer","angaben","amerikanern","herausforderung","niedrigen","buerger","tage","meint","flaeche","sitzung","wachstums","nrw"
"139","qualitaet","nationalen","zehn","metro","putins","verhalten","verbraucherschuetzer","wirtschaft","buecher","nachrichten","ausstellungen","land","einkommen","reihen"
"140","bietet","parlamentswahlen","produzenten","geplant","bushs","fehlt","verbraucherzentrale","antrag","kultur","wochen","plaetze","kreditvergabe","auswirkungen","links"
"141","befragten","schweiz","wald","hiess","haus","gegenteil","ubs","gelten","bild","gemeinschaftswaehrung","arena","gesenkt","statistische","niederlage"
"142","standort","brexits","schiffe","dritten","anschlaegen","wettbewerb","objekte","hiess","bruder","finanzmaerkten","werder","steigen","hohen","regiert"
"143","roland","pen","umweltminister","umsaetze","kalten","sozial","papiere","altmaier","geworden","bundesanleihe","ag","folgen","unsicherheit","bund"
"144","gegruendet","euaustritt","oekologischen","boeing","sieg","vielmehr","liquiditaet","erbschaftsteuer","lange","talfahrt","start","japanischen","daten","habeck"
"145","entwickeln","josé","kraftwerken","groessten","sicherheit","loesen","erzielen","gesetzes","dorf","positive","jahr","lage","binnennachfrage","regierungschef"
"146","investieren","vereinigte","technologien","plus","angriff","erkennen","real","zeitarbeit","verlag","unten","oesterreich","niedrig","gewachsen","christdemokraten"
"147","eigene","investoren","region","sank","hauptstadt","form","rund","zahl","hoert","juengsten","berichtet","alan","laufende","hessen"
"148","genau","waehrung","gentechnik","angekuendigt","demokratische","geben","versicherung","recht","geschrieben","waehrungen","projekt","schuldenschnitt","sinken","juergen"
"149","konkurrenten","vertrag","erderwaermung","groesste","schanghai","solidaritaet","frankfurter","loesung","studiert","investmentbank","angaben","volkswirtschaften","arbeitslosenquote","volkspartei"
"150","dienstleistungen","italienische","gefoerdert","ende","hussein","land","riesterrente","kompromiss","kennen","yen","flaechen","strukturreformen","bundesamt","bayerische"
"151","beschaeftigten","unterhaus","atomausstieg","konzerne","laender","generationen","gesellschaften","verordnung","jugend","handel","stiftung","internationalen","institute","fluechtlinge"
"152","erfahrung","minister","russland","kerngeschaeft","bagdad","natur","vermoegensverwalter","arbeitnehmern","begann","schwankungen","museen","stabilitaet","belebung","sachsen"
"153","plattformen","zollunion","windparks","neun","korruption","fuehlen","beteiligungen","moeglich","erlebt","waehrung","region","null","april","reden"
"154","vertrieb","polnischen","produziert","lag","kabul","funktioniert","aktionaere","betonte","dachte","feinunze","buchungen","staatsschulden","iw","liberale"
"155","erfolgreich","la","anteil","zweiten","polizei","laendern","hoehe","gefordert","wohnung","kletterte","arbeiten","hoehere","positive","frage"
"156","entwickelt","nicolas","eegumlage","trotz","israelischen","grosse","anlagen","erklaerte","auto","unternehmensanleihen","olympia","defizit","jahren","vorsitzende"
"157","konzern","verbleib","stadtwerke","konnte","joe","politischer","summe","einnahmen","erste","rechnen","fach","stark","gfk","huber"
"158","taetig","waehrungsfonds","atomenergie","abgelaufenen","treffen","parteien","zins","dihk","ort","management","abitur","bundesbankpraesident","hohe","wowereit"
"159","marketing","woche","milch","geschaefte","aussenminister","oeffentlichen","langfristig","gebe","sprache","schwellenlaender","reisebueros","fedchef","stagnation","krampkarrenbauer"
"160","bitkom","unabhaengigkeit","nordsee","legte","pekinger","themen","postbank","betrieben","moechte","depot","halle","zins","aktuelle","christian"
"161","prozesse","italiener","klimapolitik","handelsblatt","bedrohung","thema","geschaeftsfuehrer","ausgaben","faehrt","notenbank","reise","spielraum","unten","kurt"
"162","ingenieure","warschau","kanada","holding","yuan","entwickeln","angebot","erhoehung","herum","bewertet","museum","probleme","iwf","verantwortung"
"163","beschaeftigt","bulgarien","windraeder","beteiligung","fuehrer","professor","anleihe","warnte","spricht","landesbank","coronavirus","efsf","wachstumsraten","anhaenger"
"164","managern","sanktionen","windenergie","allianz","republikanischen","armut","alter","plaene","ziemlich","tecdax","vertrag","anstieg","statistischen","friedrich"
"165","dienstleister","westen","bauen","group","irakischen","stimmt","laut","vorstoss","gehoert","quartalszahlen","qualitaet","prozentpunkt","handelsblatt","fluechtlingspolitik"
"166","unternehmensberater","françois","energieversorger","kauf","kerry","wahrheit","kreditvergabe","bundesverfassungsgericht","fotos","kgv","bewerbung","pleite","kraeftig","agenda"
"167","innovative","italienischen","opel","konkurrenz","amerikanischer","lassen","fuenf","abschaffung","wirkt","vortag","fifa","politik","wegen","volksparteien"
"168","handelsblatt","silvio","afrika","mercedes","konflikte","wirtschaftlichen","mietendeckel","entscheidung","gelernt","edelmetall","business","fiskalpolitik","september","bundeswehr"
"169","finden","mexiko","netzbetreiber","fuenf","diktator","erfahrungen","meist","beschluss","morgen","bewertungen","schleswigholstein","verhindern","wachstumsprognose","stimme"
"170","springer","vereinigten","ausstoss","erklaerte","globalen","diejenigen","wohnimmobilien","sprecherin","sah","positiv","uldall","donnerstag","zew","guttenberg"
"171","consulting","harten","kapazitaeten","ebitda","wall","loesungen","ey","mitarbeiter","machte","marktteilnehmer","fliegen","schwellenlaender","positiven","sozialdemokratischen"
"172","kirch","osteuropa","oekostrom","konkurrent","islamisten","perspektive","aufseher","einkommen","leser","capital","flughaefen","lira","schwache","konservative"
"173","zukunft","waehler","bse","oracle","weltkrieg","jahrzehnte","raet","bruessel","schrieb","erwartungen","bvb","volkswirtschaft","gesamtjahr","neuwahlen"
"174","bieten","auslaendischen","hohen","eads","uhr","theorie","depot","pflicht","spass","zentralbank","van","chefoekonom","zuversicht","nachfolger"
"175","personal","unsicherheit","mais","werk","demonstranten","letztlich","privatkundengeschaeft","faellen","lernen","zehnjaehrige","cook","kurs","drei","bayerischen"
"176","fuehrungskraeften","athen","studie","eon","transatlantischen","vergangenheit","gewinne","ba","stunde","stratege","kostet","krediten","handel","genossen"
"177","krise","laender","nutzung","kurs","sowjetunion","these","experten","praxis","satz","groessten","gaesten","erwartet","aktuellen","schwarzgelb"
"178","mckinsey","polens","meer","jahres","millionen","gesellschaften","vergangenen","arbeiten","fahren","eurozone","reisewarnung","lockerung","gewerbe","spahn"
"179","marken","mays","rohstoffen","margen","eskalation","modernen","vorstand","steuereinnahmen","morgens","hoeher","samstag","zinserhoehungen","positiv","roettgen"
"180","muenchen","politisch","verbraucht","gewinnwarnung","shanghai","entsteht","gerade","arbeitgebern","hoeren","gefallen","dresden","risiko","januar","niedersachsen"
"181","angestellten","eugipfel","oekologisch","zulieferer","indonesien","verstaendnis","sparkasse","csu","geschichten","legten","geld","rom","jahreshaelfte","beust"
"182","technische","istanbul","golf","zetsche","tuerkei","richtige","kreditwirtschaft","leistungen","literatur","europaeischen","studiums","sparer","anteil","kanzlerkandidat"
"183","schneller","rubel","automobilindustrie","aufsichtsratschef","militaerisch","funktionieren","fall","geben","wollten","ubs","airlines","vereinigten","zurueckgegangen","clement"
"184","brauchen","amt","kunden","motors","irans","erkenntnis","aufsicht","verbaende","abends","gaben","oktober","inflationsraten","bundesbank","streit"
"185","moeglichkeiten","eumitgliedschaft","energieeffizienz","groesster","hillary","sprache","deutlich","steinbrueck","liess","niveau","madrid","kapital","hoehere","zustimmung"
"186","lieferanten","sieg","menge","toyota","buergerkrieg","stellen","policen","kraft","stimme","usboersen","studierende","franken","liegt","bayerns"
"187","suchen","parlaments","kueste","umbau","handelskrieg","gehoert","pro","grundsaetzlich","traegt","ausblick","stadien","issing","oelpreis","koalitionsverhandlungen"
"188","arbeitsplatz","berlusconis","ziele","airline","scharon","scheint","zertifikate","vorsitzende","her","kaufen","spielern","lehman","index","delegierten"
