"","Topic 1: Corporate Culture","Topic 2: EU Conflicts","Topic 3: Energy & Climate Change Mitigation","Topic 4: Companies & Markets","Topic 5: Geopolitics","Topic 6: Society","Topic 7: Financial Markets I","Topic 8: German Politics I","Topic 9: Miscellaneous","Topic 10: Financial Markets II","Topic 11: Leisure & Hospitality","Topic 12: Central banks","Topic 13: German Economy","Topic 14: German Politics II"
"21","telekom","russische","produktion","geschaeftsjahr","trumps","wissen","kredite","rente","junge","index","messen","waehrung","oekonomen","afd"
"22","software","pfund","landwirtschaft","daimler","israel","fragen","immobilie","clement","kind","aktienmaerkte","kunst","usa","nachfrage","wahlkampf"
"23","arbeiten","europa","bauern","bayer","regierung","marktwirtschaft","kapital","gesetzlichen","tag","rendite","liga","waehrungsunion","erholung","bundestag"
"24","unternehmer","referendum","foerderung","vw","donald","bevoelkerung","renditen","gewerkschaft","geschichte","experten","euro","schulden","weltwirtschaft","bundestagswahl"
"25","produkte","ukraine","klimawandel","volkswagen","uspraesident","beispiel","commerzbank","fordert","jungen","quartal","koeln","finanzmaerkte","bip","opposition"
"26","geschaeft","polen","industrie","aktionaere","afghanistan","brauchen","sparer","duerfen","zeit","woche","besucher","zinssenkung","firmen","berlin"
"27","chef","praesident","erneuerbare","verkauf","demokraten","sicherheit","mieter","betriebe","schule","maerkte","hotels","rezession","befragten","gabriel"
"28","gruender","landes","anlagen","lufthansa","amerikanischen","denken","bafin","vorschlag","sohn","leitindex","mark","kredite","anstieg","liberalen"
"29","berater","union","liter","dollar","new","verantwortung","mieten","regelungen","kindern","wall","reisen","krise","kommenden","merkels"
"30","beispiel","austritt","jahr","ersten","republikaner","wissenschaft","risiko","verfahren","macht","plus","touristen","maerkte","rechnet","amt"
"31","markt","johnson","nachfrage","konzernchef","welt","recht","wirecard","bahn","hause","morgan","klubs","wachstum","verbraucher","bayern"
"32","amazon","italien","kosten","ergebnis","xi","politische","institute","regierung","alt","dow","sport","oekonomen","plus","gerhard"
"33","facebook","koenigreich","ausbau","thyssenkrupp","dollar","bildung","anleihen","entwurf","job","freitag","veranstalter","staaten","vorjahr","linken"
"34","deutschland","berlusconi","oelpreis","sap","chinesen","zeit","private","handelsblatt","alten","street","hotel","leitzinsen","prognosen","politik"
"35","geschaeftsfuehrer","premierminister","erdgas","bmw","soldaten","wohlstand","frankfurt","bundestag","uhr","markt","universitaeten","waehrungsfonds","rechnen","mehrheit"
"36","mittelstand","sarkozy","wasser","branche","hongkong","gerade","immobilienfonds","deutschland","sitzt","gewinne","geschaeftsfuehrer","wirtschaft","gestiegen","westerwelle"
"37","management","russlands","dollar","konkurrenten","york","macht","kaeufer","betroffenen","arbeit","boersianer","bundesliga","anleihen","zahl","regierung"
"38","familienunternehmen","cameron","branche","operative","amerikanische","herr","investieren","urteil","bisschen","anlegern","fans","geld","monaten","gruene"
"39","nutzer","grossbritanniens","gold","hersteller","george","system","finanzkrise","kosten","kirche","usnotenbank","universitaet","regierung","umfrage","soeder"
"40","informationen","insel","umwelt","vorjahr","sanktionen","arbeit","versicherungen","koalition","liebe","renditen","hochschule","leitzins","exporte","scholz"
"41","computer","europaeische","bau","operativen","amerikas","glaube","deutschen","union","gibt","staatsanleihen","quadratmeter","japan","erwarten","ministerpraesidenten"
"42","nutzen","argentinien","cent","kunden","nato","geht","banker","sprecher","konnte","haendler","veranstaltungen","finanzmaerkten","bruttoinlandsprodukt","linke"
"43","intelligenz","ungarn","wind","boersengang","westen","verstehen","branche","mindestlohn","film","zinsen","  ","europa","china","umfragen"
"44","technik","politische","bp","boerse","region","rolle","investment","gesetzentwurf","alte","aktienkurse","tourismus","yen","zweiten","kohl"
"45","apple","frankreichs","energieversorgung","autos","putin","vertrauen","allianz","bundes","frueher","fiel","aussteller","trichet","stimmung","bundeskanzlerin"
"46","berger","verhandlungen","emissionen","zahlen","biden","politiker","hedgefonds","massnahmen","stunden","aktienindex","klub","finanzminister","vergangenen","muentefering"
"47","gibt","eustaaten","grad","ag","syrien","angst","vermieter","geplante","haus","fondsmanager","hannover","konjunktur","minus","laschet"
"48","microsoft","kommission","rund","vergangenen","vereinigten","gesellschaftlichen","investiert","milliarden","beruf","titel","senat","bank","stark","bundeskanzler"
"49","netz","paris","hersteller","unternehmens","barack","buch","anbieter","gesetzgeber","geht","aktienmaerkten","spiele","risiken","duerfte","schaeuble"
"50","business","erdogan","rohstoffe","aufsichtsrat","landes","richtig","ertraege","bundesrat","kunst","vergangenen","bachelor","weltwirtschaft","vergleich","stimmen"
"51","innovationen","brasilien","millionen","vorstand","europaeer","generation","kredit","forderung","gut","notierte","dortmund","bernanke","halbjahr","macron"
"52","neuen","eukommission","wasserstoff","fusion","clinton","autor","jahren","forderte","lebt","commerzbank","hoeness","notenbanker","arbeitslosigkeit","merz"
"53","werbung","konservativen","erdoel","basf","indien","entscheidungen","investmentbanking","bundesfinanzminister","gefuehl","euro","hansestadt","spanien","lage","kanzleramt"
"54","technologien","theresa","netz","hauptversammlung","arabischen","kapitalismus","kaufen","laender","kopf","erwartet","bremen","greenspan","ersten","minister"
"55","gerade","praesidenten","markt","bank","volksrepublik","aufgabe","privaten","gesetzliche","gerne","mdax","flughafen","inflationsrate","wirtschaftsforschung","politischen"
"56","deutschen","regierungschef","erde","verlust","beziehungen","darf","privatanleger","gericht","angst","analyst","gmbh","duisenberg","wirtschaftswachstum","steinbrueck"
"57","technologie","abkommen","kohlendioxid","halbjahr","armee","braucht","kfw","rentenversicherung","bilder","verlor","kuenstler","finanzkrise","eurozone","fraktion"
"58","industrie","franzosen","tonne","mitarbeiter","weissen","kultur","bieten","vorschlaege","fragt","jones","absolventen","milliarden","wirtschaftsleistung","schulz"
"59","deutsche","hollande","megawatt","air","gewalt","geschichte","beispielsweise","patienten","mensch","zaehler","urlauber","regierungen","steigen","horst"
"60","beratung","politischen","kernenergie","dividende","nordkorea","jahrhundert","anlegern","kassen","ging","erholung","spielen","zinssenkungen","institut","parteichef"
"61","partner","regierungschefs","jahren","airbus","europa","oekonomischen","preise","regeln","namen","donnerstag","vereine","griechischen","branchen","gewaehlt"
"62","siemens","mehrheit","eeg","porsche","w","lernen","ackermann","heisst","strasse","konjunkturdaten","tui","usnotenbank","usa","parteitag"
"63","online","premierministerin","deutschland","aktienkurs","nahen","grenzen","darlehen","arbeitsplaetze","erinnert","kurs","master","chefvolkswirt","jahres","lindner"
"64","ag","chirac","autos","kaeser","fuehrung","debatte","kapitalmarkt","oeffentlichen","maedchen","goldman","wm","bundesbank","punkte","linkspartei"
"65","konzerne","sozialisten","versorger","autobauer","militaerische","handeln","finanzaufsicht","koenne","lang","bundesanleihen","muenchner","zentralbanken","trotz","sonntag"
"66","unternehmensberatung","wladimir","erwaermung","opel","terror","integration","eigentuemer","kritisierte","tod","deutlich","schueler","preisstabilitaet","rund","edmund"
"67","kommunikation","europas","benzin","markt","politische","begriff","geschaeft","arbeitsmarkt","karriere","unternehmen","league","griechenlands","insgesamt","wahlen"
"68","beispielsweise","franzoesischen","tiere","gesamtjahr","terroristen","institutionen","geldanlage","finanzminister","roman","rund","hsv","griechische","niveau","landtag"
"69","job","spanien","lebensmittel","sparte","westlichen","ordnung","lebensversicherung","geplanten","geboren","maerkten","stuttgart","waehrungshueter","gesunken","koalitionspartner"
"70","studie","beitritt","energiepolitik","tochter","taliban","veraenderungen","wertpapiere","bdi","musik","jp","uni","ezbpraesident","aussichten","landtagswahl"
"71","silicon","tuerkische","kilometer","management","kongress","gefuehl","unternehmen","einfuehrung","wissen","notenbanken","zwei","deflation","export","kandidaten"
"72","cloud","partei","landwirte","knapp","moskau","laesst","investments","umsetzung","all","dienstag","platz","ezbrat","wirtschaftliche","steinmeier"
"73","haeufig","de","gruene","analyst","frieden","interessen","institut","eukommission","essen","goldpreis","team","athen","folge","buendnis"
"74","thema","wahlen","atomkraftwerke","abschreibungen","osten","finden","wert","cdu","reden","erwarten","bau","portugal","konjunkturelle","abgeordneten"
"75","kollegen","bruesseler","mengen","uebernahmen","terrorismus","gesellschaftliche","produkte","mrd","kennt","verluste","sommer","lagarde","einzelhandel","rotgruen"
"76","wettbewerb","londoner","bundesregierung","stieg","wto","ueberhaupt","deutsche","wirtschaftsminister","gern","stimmung","sponsoren","laender","produktion","politische"
"77","arbeitgeber","iwf","shell","gm","teheran","falsch","geldhaeuser","erhalten","lesen","new","olympischen","geldpolitischen","volkswirtschaft","politiker"
"78","heute","aussenminister","kuenast","erwartet","regime","schaffen","ikb","kritik","gesagt","verloren","stadion","federal","einbruch","helmut"
"79","kunde","tuerkischen","energiewirtschaft","finanzvorstand","militaerischen","jahrhunderts","transaktionen","rechtsunsicherheit","art","stieg","wohnungen","euros","studie","bundesregierung"
"80","bereich","franzoesische","stromerzeugung","weltweit","mexiko","gerechtigkeit","laufzeit","darf","geld","duerften","rund","liquiditaet","volkswirte","regieren"
"81","maschinen","boris","fleisch","kosten","militaer","probleme","miete","vorgaben","glueck","bonds","semester","massnahmen","konsumenten","rede"
"82","chefs","madrid","investitionen","insgesamt","kim","fuehrt","verkauf","hartz","the","mittwoch","frankfurt","mario","wachsen","buergermeister"
"83","mittelstaendische","opposition","e","gestern","saudiarabien","wissenschaftler","portfolio","beitraege","freunde","duerfte","urlaub","irland","erwartungen","debatte"
"84","produkt","binnenmarkt","kohlekraftwerke","verkauft","jinping","weise","jain","gutachten","schueler","unsicherheit","nuernberg","erholung","haushalte","wirtschaftsminister"
"85","valley","italiens","weltweit","fahrzeuge","krieges","forschung","bonitaet","millionen","wort","oelpreis","drei","schaeuble","steigende","berliner"
"86","innovation","juncker","betreiber","finanzchef","usregierung","herausforderungen","hohe","aerzte","augen","zehnjaehrigen","schulen","weidmann","staerker","fischer"
"87","media","wirtschaft","erneuerbarer","teilte","westliche","oekonomische","immobilienmarkt","kuendigungsschutz","gesicht","zaehlern","schalke","uswirtschaft","zuwachs","kabinett"
"88","vorstand","reformen","nord","gut","suedkorea","dinge","landesbanken","hans","kleine","stand","galerie","eurolaender","einschaetzung","konservativen"
"89","it","russen","kernkraftwerke","manager","politischen","glauben","finanzierung","fordern","erzaehlen","geldpolitik","veranstaltung","griechen","oecd","themen"
"90","startup","neuwahlen","klima","loescher","demokratie","fortschritt","makler","minister","los","marke","galerien","senken","diw","nordrheinwestfalen"
"91","bertelsmann","england","gruenen","marken","nationen","ungleichheit","aktienfonds","fall","gemacht","wert","studierenden","reformen","leicht","wolfgang"
"92","buero","tories","emissionshandel","airlines","obamas","problem","regel","forderungen","stolz","uswirtschaft","duesseldorf","zinserhoehung","preise","wulff"
"93","anbieten","putins","stream","chrysler","konflikt","neue","kauf","ministerium","familien","knapp","thomas","anleihekaeufe","bruttoinlandsprodukts","ruettgers"
"94","aufsichtsrat","monti","iea","fluggesellschaft","saddam","wandel","wohnung","kritisiert","lehrer","markets","berlins","unsicherheit","zahlen","schroeders"
"95","sap","kontinent","mill","steuern","asien","idee","milliarden","bundesagentur","ddr","indizes","meter","notenbankchef","optimismus","parlament"
"96","geraete","stimmen","fukushima","muenchener","islamischen","werte","beispiel","beschlossen","arbeiten","gestiegen","polizei","glaeubiger","sank","buerger"
"97","arbeitet","auslaendische","energietraeger","audi","partei","einzelnen","kosten","rentner","irgendwann","montag","pro","geldmenge","privaten","mueller"
"98","gmbh","korruption","atomkraft","laufenden","verbuendeten","moderne","quadratmeter","behoerden","wusste","vermoegensverwalter","spiel","eurostaaten","vormonat","franz"
"99","fragen","europaeer","fass","marke","afrika","politisch","konditionen","arbeitslosen","draussen","kursen","kunstmarkt","reserve","ausgaben","muesse"
"100","stellen","brown","stromversorgung","monaten","pakistan","mag","grossbanken","staat","maennern","strategen","leipzig","finanzsystem","ausland","pds"
"101","digital","irland","energieagentur","drei","aegypten","mensch","krediten","klage","schoen","kursgewinne","gebaeude","japans","dihk","spdchef"
"102","geht","parteien","kupfer","absatz","truppen","fehler","muenchen","behoerde","buero","china","tuerkei","gefahr","krise","bundespraesident"
"103","weltweit","kreml","teyssen","bilanz","ukraine","bedeutet","gibt","solle","jahren","stanley","hamburgs","vertrauen","instituts","koch"
"104","geschaeftsmodelle","finanzminister","rohoel","prognose","russischen","bundesrepublik","kunde","industrie","publikum","sachs","champions","oekonom","laut","csuchef"
"105","kuenstliche","verfassung","versorgungssicherheit","deutlich","taiwan","aengste","verluste","vorhaben","zwei","konjunktur","hauptstadt","maerkten","experten","waehlen"
"106","gute","abstimmung","fossilen","belegschaft","iranischen","sinne","wohnen","zusaetzliche","alter","hsbc","professoren","investoren","abschwung","roesler"
"107","technischen","mitgliedstaaten","betrieb","rechnet","nation","entwicklung","westlb","foerderung","schriftsteller","york","abgesagt","verschuldung","beschaeftigung","kritik"
"108","gut","nordirland","pflanzen","ebit","kampf","realitaet","zehn","beschaeftigung","arbeitet","stark","sammler","euroland","milliarden","rotgruenen"
"109","umsatz","mrd","produzieren","wettbewerber","japan","sozialer","hohen","haushalt","ersten","usdollar","a","volkswirte","dritten","landtagswahlen"
"110","belegschaft","ministerpraesident","strompreise","erwirtschaftet","russische","antwort","landesbank","krankenkassen","generation","deutsche","studiengaenge","esm","konjunkturellen","abgeordnete"
"111","post","konservative","saudiarabien","produktion","aussenpolitik","art","lebensversicherungen","staatliche","abend","s","ausbildung","wechselkurs","gegenueber","fraktionschef"
"112","betrieb","ankara","china","minus","internationalen","bedeutung","gebuehren","steuer","freund","nachmittag","borussia","waehrungen","durchschnitt","wolle"
"113","schnell","beziehungen","klimawandels","aktionaeren","internationale","umgang","haeuser","vorliegt","mag","stoxx","bundesweit","washington","steigenden","lafontaine"
"114","wirtschaftspruefer","deal","meter","general","john","leute","dresdner","hoehe","heimat","nasdaq","stattfinden","amerikanische","naechsten","gegner"
"115","geschaeftsmodell","umfragen","stahl","wegen","vereinten","eigene","basel","vorschriften","laesst","gestern","barcelona","basispunkte","prozentpunkte","finanzminister"
"116","mittelstaendischen","blair","fahrzeuge","marktfuehrer","waffen","fluechtlinge","verkaufen","iv","tun","anstieg","besuchern","institute","trend","beck"
"117","meist","schottland","produkte","umsatzes","li","strukturen","versicherungswirtschaft","zahlen","gott","steigende","studieren","billionen","branche","sigmar"
"118","branchen","staatspraesident","reaktoren","monsanto","iranische","fuehren","rating","bundeswirtschaftsminister","sitzen","p","spanien","italiens","laufenden","thema"
"119","datenschutz","kiew","jaehrlich","zukaeufe","pekings","wirklichkeit","kreditinstitute","koalitionsvertrag","dinge","steigen","teams","wirtschaftsleistung","lag","koehler"
"120","netzwerk","staaten","anlage","laufende","abkommen","geworden","verkauft","wolfgang","minuten","kursverluste","st","amerikanischen","vierten","reformen"
"121","angebote","gazprom","vattenfall","autoindustrie","demokratischen","oekonomie","mrd","arbeitslosengeld","tochter","lag","zuschauer","italienischen","kurzarbeit","legislaturperiode"
"122","verlage","lateinamerika","kilowattstunde","henkel","israels","zeiten","equity","beschaeftigte","kollegen","asset","reiseveranstalter","italienische","prognostiziert","kandidat"
"123","wissen","abgeordneten","hektar","vorjahreszeitraum","volk","besteht","investmentfonds","richter","gerade","merrill","bewerber","staatsverschuldung","stieg","grosse"
"124","ki","david","windkraft","nettogewinn","auslaendische","sinn","estate","arbeitslose","journalisten","investment","buergermeister","geldpolitische","unsicherheiten","frau"
"125","sat","moskauer","zehn","kuendigte","uspraesidenten","diskussion","einlagen","gesetzlich","steht","zugelegt","vereins","japanische","ausfuhren","ruecktritt"
"126","kleine","einigung","gigawatt","erloese","september","weit","anlage","aenderungen","findet","legte","teilnehmer","of","zulegen","waehlern"
"127","hersteller","barroso","wald","milliarde","strafzoelle","medien","anteil","steuerreform","lieber","monaten","deutschen","wirtschaftswachstum","maschinenbau","vorsitzenden"
"128","rtl","  ","sonne","marktanteil","weisse","mittelschicht","erwirtschaften","pruefen","buecher","lynch","mio","ezbchef","sechs","aussenminister"
"129","arbeit","labour","gentechnik","anteile","anschlaege","all","anlegen","schmidt","lebens","steigenden","angebot","jeanclaude","optimistisch","gesagt"
"130","homeoffice","rumaenien","teurer","steigern","zoelle","erfolg","vermoegensverwaltung","hundt","fernsehen","schwellenlaendern","flaeche","tsipras","laendern","badenwuerttemberg"
"131","konkurrenz","griechenland","gebaut","winterkorn","bushs","reformen","jahre","steuern","fand","fielen","plaetze","zinsschritt","weltkonjunktur","land"
"132","erfolg","medwedjew","produzenten","angaben","reich","oeffentlichkeit","finanzbranche","lohn","kurz","wochen","koelner","finanzpolitik","jahren","guido"
"133","ideen","spanischen","region","kapitalerhoehung","westens","genau","lebensversicherer","bundesverband","klingt","nachrichten","gebaut","schuldenkrise","bundesregierung","generalsekretaer"
"134","service","rom","autofahrer","mitarbeitern","amerikanern","chance","jahr","streit","tage","inflation","premiere","niedrigen","ifoinstitut","innenminister"
"135","produkten","wahl","oekologischen","autohersteller","anschlaegen","ideen","haus","verdi","nacht","finanzmaerkten","kiel","eurokrise","zeigt","reihen"
"136","knowhow","slowakei","schiffe","hiess","chinesischer","fehlt","niedrigen","bundeslaender","deutsch","fonds","arena","kreditvergabe","binnennachfrage","nrw"
"137","roland","brexits","umweltminister","dritten","haus","herausforderung","hoehere","buerger","leuten","gemeinschaftswaehrung","staedte","land","wachstums","regiert"
"138","bietet","parlamentswahlen","energy","metro","bevoelkerung","antworten","ubs","klagen","polizei","stiegen","ort","gesenkt","einkommen","runde"
"139","standort","vereinigte","kraftwerken","continental","hussein","verhalten","verbraucherschuetzer","wirtschaft","bild","talfahrt","werder","japanischen","knapp","niederlage"
"140","qualitaet","nationalen","teuer","verkaufen","hauptstadt","erleben","liquiditaet","antrag","geworden","notiert","ausstellungen","erhoehen","angesichts","christdemokraten"
"141","team","le","energiekonzerne","bosch","bagdad","wettbewerb","papiere","erbschaftsteuer","bruder","bundesanleihe","ag","alan","daten","hessen"
"142","befragten","josé","technologien","boeing","demokratische","form","geldhaus","zeitarbeit","kultur","dz","projekt","schuldenschnitt","belebung","juergen"
"143","konkurrenten","euaustritt","atomausstieg","geplant","kabul","loesen","objekte","hiess","lange","meint","flaechen","preise","duerften","bayerische"
"144","genau","tschechien","atomenergie","angekuendigt","israelischen","vielmehr","erzielen","altmaier","verlag","unten","jahr","sitzung","gewachsen","volkspartei"
"145","plattform","schweiz","winter","sank","polizei","erkennen","verbraucherzentrale","kompromiss","dorf","yen","zahl","lage","positive","regierungschef"
"146","gegruendet","investoren","windparks","groesste","sieg","sozial","versicherung","loesung","welt","positive","stiftung","folgen","sinken","bund"
"147","konzern","sanktionen","eegumlage","groessten","russen","gegenteil","vermoegensverwalter","gesetzes","hoert","rezession","oesterreich","internationalen","gfk","links"
"148","dienstleistungen","italienische","preisen","neun","korruption","laendern","real","recht","begann","handel","olympia","volkswirtschaften","arbeitslosenquote","fluechtlinge"
"149","entwickeln","waehrung","erderwaermung","umsaetze","sicherheit","solidaritaet","beteiligungen","einnahmen","kennen","waehrungen","fach","strukturreformen","bundesamt","huber"
"150","investieren","polnischen","fossile","lag","kalten","geben","langfristig","zahl","erste","investmentbank","abitur","stabilitaet","statistische","sachsen"
"151","beschaeftigten","vertrag","klimapolitik","plus","angriff","grosse","riesterrente","verordnung","studiert","juengsten","branche","niedrig","stagnation","wowereit"
"152","plattformen","unterhaus","opel","kerngeschaeft","yuan","land","gesellschaften","gefordert","sprache","schwankungen","start","null","laufende","liberale"
"153","vertrieb","minister","nordsee","trotz","pekinger","generationen","aktionaere","moeglich","jugend","unternehmensanleihen","fifa","steigen","unsicherheit","vorsitzende"
"154","taetig","zollunion","anteil","ende","republikanischen","funktioniert","anlagen","arbeitnehmern","erlebt","feinunze","arbeiten","bundesbankpraesident","aktuelle","frage"
"155","erfolgreich","nicolas","milch","zweiten","fuehrer","fuehlen","rund","betonte","ort","kletterte","halle","defizit","wachstumsraten","reden"
"156","marketing","unabhaengigkeit","afrika","allianz","irakischen","parteien","postbank","ausgaben","wohnung","schwellenlaender","bewerbung","probleme","september","kurt"
"157","ingenieure","waehrungsfonds","bse","legte","kerry","entwickeln","summe","gebe","faehrt","waehrung","berichtet","stark","iw","krampkarrenbauer"
"158","beschaeftigt","woche","pipeline","holding","bedrohung","oeffentlichen","zins","gelten","dachte","notenbank","buchungen","staatsschulden","unten","fluechtlingspolitik"
"159","eigene","italiener","gefoerdert","handelsblatt","treffen","politischer","anleihe","plaene","geschrieben","tecdax","business","efsf","positiven","volksparteien"
"160","managern","verbleib","windraeder","eads","russlands","diejenigen","geschaeftsfuehrer","warnte","auto","landesbank","schleswigholstein","fedchef","institute","olaf"
"161","erfahrung","westen","produziert","konnte","laender","professor","frankfurter","erklaerte","spricht","management","angaben","spielraum","hohe","guttenberg"
"162","bitkom","silvio","verbrauch","geschaefte","amerikanischer","themen","hoehe","betrieben","moechte","rechnen","reisebueros","pleite","zuversicht","friedrich"
"163","prozesse","mexiko","studie","abgelaufenen","joe","stimmt","angebot","abschaffung","herum","marktteilnehmer","qualitaet","politik","auswirkungen","agenda"
"164","entwickelt","la","golf","kauf","schanghai","erfahrungen","mietendeckel","einkommen","ziemlich","vortag","uldall","hoehere","statistischen","neuwahlen"
"165","springer","warschau","windenergie","konkurrenz","aussenminister","armut","kreditvergabe","ba","wirkt","zentralbank","vertrag","lira","kraeftig","verantwortung"
"166","unternehmensberater","françois","bauen","fuenf","islamisten","natur","fuenf","bundesverfassungsgericht","fotos","quartalszahlen","van","schwellenlaender","zew","sozialdemokratischen"
"167","kirch","osteuropa","diesel","konkurrent","uhr","wirtschaftlichen","raet","bruessel","sah","depot","museen","zins","april","bayerischen"
"168","dienstleister","italienischen","oekostrom","konzerne","konflikte","lassen","meist","dihk","gelernt","erwartungen","cook","donnerstag","drei","anhaenger"
"169","bieten","unsicherheit","meer","erklaerte","millionen","loesungen","alter","entscheidung","machte","positiv","region","fiskalpolitik","schwache","nachfolger"
"170","mckinsey","athen","kapazitaeten","ebitda","diktator","jahrzehnte","aufseher","erhoehung","schrieb","capital","coronavirus","volkswirtschaft","iwf","stimme"
"171","personal","harten","kunden","beteiligung","demonstranten","theorie","depot","steuereinnahmen","gehoert","bewertet","geld","lockerung","wachstumsprognose","konservative"
"172","moeglichkeiten","auslaendischen","automobilindustrie","eon","transatlantischen","wahrheit","ey","vorstoss","leser","zehnjaehrige","reisewarnung","krediten","hohen","schwarzgelb"
"173","handelsblatt","bulgarien","energieversorger","oracle","wall","these","gewinne","sprecherin","morgen","kgv","studiums","kurs","positiv","beust"
"174","fuehrungskraeften","mays","mio","group","globalen","vergangenheit","laut","praxis","spass","stratege","professor","verhindern","handelsblatt","kanzlerkandidat"
"175","innovative","laender","welt","kurs","shanghai","perspektive","fall","beschluss","lernen","edelmetall","museum","chefoekonom","jahreshaelfte","genossen"
"176","zukunft","waehler","handel","zetsche","indonesien","entsteht","wohnimmobilien","csu","stunde","legten","fliegen","vereinigten","gesamtjahr","clement"
"177","technische","vereinigten","kanada","gewinnwarnung","wladimir","verstaendnis","kreditwirtschaft","arbeiten","satz","eurozone","stadien","anstieg","januar","nahles"
"178","krise","istanbul","mais","werk","irans","thema","gerade","mitarbeiter","literatur","hoeher","kostet","prozentpunkt","gewerbe","roettgen"
"179","consulting","politisch","kueste","motors","weltkrieg","letztlich","privatkundengeschaeft","arbeitgebern","traegt","europaeischen","christian","issing","liegt","delegierten"
"180","marken","eugipfel","netzbetreiber","toyota","hillary","funktionieren","experten","steinbrueck","liess","gaben","reise","franken","wegen","streit"
"181","muenchen","amt","projekt","diesel","handelskrieg","modernen","vergangenen","verbaende","geschichten","bewertungen","hafen","lehman","anteil","niedersachsen"
"182","dienste","eumitgliedschaft","nutzung","umbau","scharon","gesellschaften","sparkasse","leistungen","stimme","groessten","dresden","rom","oelpreis","wahlergebnis"
"183","app","polens","rohstoffen","margen","buergerkrieg","sprache","vorstand","pflicht","morgens","usboersen","spielern","kapital","handel","koalitionsverhandlungen"
"184","finden","berlusconis","neue","airline","tuerkei","leisten","emittenten","schaeuble","wollten","gefallen","adidas","erwartet","zurueckgegangen","bayerns"
"185","arbeitsplatz","parlaments","oekologisch","aufsichtsratschef","israelische","erkenntnis","zertifikate","vorgesehen","abends","ausblick","foto","risiko","index","demokratie"
"186","brauchen","rubel","oelpreise","jahres","irakkrieg","gehoert","deutlich","faellen","her","emerging","madrid","sparer","hierzulande","christian"
"187","zeit","maerz","venezuela","verluste","israelis","stellen","aufsicht","geben","hoeren","niveau","bvb","bankensystem","aktuellen","spahn"
"188","lieferanten","polnische","ausstoss","flugzeuge","eskalation","richtige","policen","ii","fahren","korrektur","studierende","tokio","juli","zustimmung"
"189","verdienen","region","stadtwerke","groesster","islam","zweitens","leasing","vorsitzende","schaut","ubs","winter","europaeer","dynamik","peer"
