"","Topic 1: Corporate Culture","Topic 2: EU Conflicts","Topic 3: Energy & Climate Change Mitigation","Topic 4: Companies & Markets","Topic 5: Geopolitics","Topic 6: Society","Topic 7: Financial Markets I","Topic 8: German Politics I","Topic 9: Miscellaneous","Topic 10: Financial Markets II","Topic 11: Leisure & Hospitality","Topic 12: Central banks","Topic 13: German Economy","Topic 14: German Politics II"
"13","startups","premier","pro","jahr","land","leben","investoren","metall","vater","aktie","spieler","euroraum","industrie","kanzler"
"14","digitalen","europaeischen","verbraucher","mill","bush","sozialen","rendite","berlin","heute","aktienmarkt","berliner","draghi","investitionen","afd"
"15","fuehrungskraefte","tuerkei","kohle","siemens","irak","buerger","aktien","unternehmen","erzaehlt","usa","fussball","italien","deutlich","parteien"
"16","branche","frankreich","industrie","vorstandschef","amerika","zukunft","eigenkapital","arbeit","stadt","bank","hochschulen","dollar","konsum","stoiber"
"17","software","putin","klimaschutz","rund","chinesische","staat","immobilie","muesse","mutter","punkte","studium","europaeischen","rezession","waehler"
"18","neue","moskau","preis","analysten","amerikaner","tun","kredite","kommission","spaeter","fed","gaeste","notenbanken","arbeitsmarkt","ministerpraesident"
"19","unternehmens","pfund","kraftwerke","uebernahme","staaten","frage","markt","kommunen","jahre","minus","mannschaft","euro","prognose","wahl"
"20","mittelstaendler","may","rwe","geschaeftsjahr","praesidenten","politischen","altersvorsorge","regelung","buch","papiere","verein","europaeische","erwartet","sozialdemokraten"
"21","gruender","russischen","wasserstoff","konzerns","putin","wissen","vermoegen","rente","junge","rendite","messen","usa","nachfrage","scholz"
"22","arbeiten","europa","produktion","daimler","trumps","bevoelkerung","commerzbank","gewerkschaft","tag","index","kunst","schulden","oekonomen","wahlkampf"
"23","anbieter","russische","opec","volkswagen","regierung","fragen","risiken","gesetzlichen","jungen","aktienmaerkte","reisen","waehrung","weltwirtschaft","seehofer"
"24","produkte","referendum","erdgas","vw","ukraine","marktwirtschaft","mieter","fordert","kind","experten","sport","waehrungsunion","erholung","bundestag"
"25","beispiel","polen","erneuerbare","bayer","xi","beispiel","kapital","clement","schule","zinsen","besucher","rezession","firmen","bundestagswahl"
"26","unternehmer","johnson","landwirtschaft","verkauf","israel","brauchen","mieten","betriebe","zeit","quartal","liga","finanzmaerkte","befragten","opposition"
"27","telekom","landes","anlagen","aktionaere","donald","verantwortung","bafin","duerfen","geschichte","maerkte","hotels","oekonomen","bip","berlin"
"28","amazon","praesident","foerderung","lufthansa","uspraesident","denken","renditen","regelungen","sohn","woche","euro","krise","anstieg","liberalen"
"29","geschaeft","union","bauern","ersten","sanktionen","sicherheit","sparer","bahn","kindern","leitindex","koeln","kredite","kommenden","gruene"
"30","berater","koenigreich","klimawandel","dollar","afghanistan","wissenschaft","institute","vorschlag","macht","wall","touristen","zinssenkung","rechnet","amt"
"31","chef","austritt","ausbau","bmw","demokraten","politische","kaeufer","entwurf","alt","renditen","fans","maerkte","verbraucher","gabriel"
"32","intelligenz","premierminister","liter","konzernchef","republikaner","zeit","frankfurt","verfahren","hause","morgan","hotel","leitzinsen","plus","linken"
"33","markt","italien","kosten","ergebnis","westen","gerade","private","sprecher","uhr","plus","mark","anleihen","vorjahr","merkels"
"34","facebook","berlusconi","deutschland","sap","welt","wohlstand","risiko","gesetzentwurf","job","gewinne","veranstalter","staaten","prognosen","regierung"
"35","familienunternehmen","sarkozy","wasser","operative","amerikanischen","recht","wirecard","betroffenen","sitzt","usnotenbank","klubs","leitzins","rechnen","bayern"
"36","deutschland","ukraine","jahr","thyssenkrupp","new","herr","anleihen","handelsblatt","arbeit","street","bundesliga","wachstum","zahl","politik"
"37","ki","cameron","nachfrage","branche","biden","bildung","finanzkrise","regierung","alten","markt","geschaeftsfuehrer","wirtschaft","monaten","lindner"
"38","management","grossbritanniens","wind","hersteller","soldaten","macht","immobilienfonds","urteil","bisschen","anlegern","universitaeten","waehrungsfonds","gestiegen","gerhard"
"39","mittelstand","insel","cent","konkurrenten","chinesen","geht","deutschen","kosten","gibt","dow","tourismus","regierung","umfrage","soeder"
"40","geschaeftsfuehrer","europaeische","grad","kunden","dollar","system","branche","massnahmen","liebe","freitag","hochschule","europa","erwarten","mehrheit"
"41","informationen","ungarn","energieversorgung","vorjahr","nato","glaube","versicherungen","bundes","konnte","boersianer","universitaet","finanzmaerkten","china","merz"
"42","nutzer","kommission","bau","operativen","russischen","verstehen","banker","bundestag","stunden","staatsanleihen","wm","geld","duerfte","linke"
"43","nutzen","russlands","emissionen","boersengang","russische","richtig","investieren","koalition","kirche","aktienkurse","aussteller","japan","zweiten","umfragen"
"44","technologie","argentinien","oelpreis","basf","hongkong","buch","vermieter","forderung","film","fondsmanager","quadratmeter","finanzminister","stark","westerwelle"
"45","computer","frankreichs","branche","vergangenen","york","angst","allianz","laender","frueher","fiel","hannover","yen","exporte","ministerpraesidenten"
"46","technik","verhandlungen","gruene","boerse","region","arbeit","kredit","mindestlohn","haus","aktienmaerkten","klub","bank","bruttoinlandsprodukt","bundeskanzler"
"47","microsoft","politische","bundesregierung","autos","amerikanische","politiker","investment","deutschland","alte","haendler","veranstaltungen","konjunktur","vergleich","kohl"
"48","gibt","paris","umwelt","zahlen","george","gesellschaftlichen","anbieter","union","beruf","vergangenen","spiele","risiken","minus","stimmen"
"49","innovationen","eustaaten","netz","aufsichtsrat","amerikas","vertrauen","eigentuemer","gesetzgeber","geht","aktienindex","  ","trichet","stimmung","bundeskanzlerin"
"50","apple","eukommission","dollar","unternehmens","volksrepublik","autor","hedgefonds","geplante","gut","titel","flughafen","notenbanker","vergangenen","macron"
"51","technologien","abkommen","gold","porsche","indien","entscheidungen","darlehen","forderte","mensch","notierte","kuenstler","weltwirtschaft","lage","muentefering"
"52","berger","konservativen","hersteller","ag","landes","generation","kfw","gericht","lebt","erwartet","dortmund","inflationsrate","ersten","kanzleramt"
"53","business","franzosen","rohstoffe","vorstand","moskau","rolle","investiert","regeln","kopf","commerzbank","senat","spanien","halbjahr","minister"
"54","gerade","praesidenten","winter","halbjahr","vereinigten","braucht","immobilienmarkt","gesetzliche","gerne","analyst","hoeness","bernanke","wirtschaftsforschung","laschet"
"55","partner","erdogan","bp","fusion","syrien","geschichte","preise","rentenversicherung","ging","mdax","hansestadt","finanzkrise","arbeitslosigkeit","schaeuble"
"56","werbung","mehrheit","gruenen","hauptversammlung","europaeer","kapitalismus","investmentbanking","milliarden","kunst","verlor","urlauber","regierungen","wirtschaftswachstum","fraktion"
"57","netz","brasilien","rund","verlust","barack","darf","ertraege","oeffentlichen","gefuehl","euro","tui","greenspan","wirtschaftsleistung","politischen"
"58","beispielsweise","regierungschef","nord","bank","armee","aufgabe","kaufen","bundesfinanzminister","strasse","jones","bachelor","chefvolkswirt","branchen","gewaehlt"
"59","neuen","theresa","tonne","mitarbeiter","beziehungen","grenzen","jahren","heisst","angst","goldman","gmbh","zinssenkungen","steigen","sonntag"
"60","startup","premierministerin","versorger","dividende","europa","jahrhundert","finanzaufsicht","bundesrat","fragt","erholung","bremen","zentralbanken","institut","steinbrueck"
"61","beratung","franzoesischen","erdoel","air","militaerische","lernen","institut","vorschlaege","bilder","deutlich","muenchner","usnotenbank","preise","parteichef"
"62","cloud","politischen","markt","aktienkurs","westlichen","begriff","geldhaeuser","patienten","erinnert","notenbanken","league","bundesbank","trotz","parteitag"
"63","online","hollande","kohlendioxid","markt","gewalt","gefuehl","privaten","arbeitsplaetze","wissen","kurs","spielen","lagarde","rund","schulz"
"64","industrie","europas","benzin","airbus","arabischen","handeln","geschaeft","kassen","lang","zaehler","absolventen","milliarden","eurozone","horst"
"65","unternehmensberatung","regierungschefs","mengen","autobauer","taiwan","debatte","quadratmeter","umsetzung","essen","maerkten","vereine","duisenberg","niveau","linkspartei"
"66","sap","chirac","megawatt","gesamtjahr","clinton","oekonomischen","bieten","einfuehrung","namen","rund","master","griechischen","jahres","landtag"
"67","konzerne","sozialisten","millionen","sparte","fuehrung","gesellschaftliche","wohnung","koenne","karriere","jp","zwei","waehrungshueter","insgesamt","habeck"
"68","deutschen","spanien","atomkraftwerke","tochter","weissen","kultur","transaktionen","kritisierte","tod","unternehmen","team","preisstabilitaet","gesunken","koalitionspartner"
"69","studie","boris","erde","management","jinping","veraenderungen","beispielsweise","erhalten","maedchen","donnerstag","sommer","griechenlands","punkte","landtagswahl"
"70","kuenstliche","wladimir","kernenergie","kaeser","nordkorea","falsch","lebensversicherung","bdi","all","konjunkturdaten","schueler","griechische","aussichten","bundesregierung"
"71","job","partei","jahren","opel","politische","ordnung","miete","darf","geboren","goldpreis","rund","ezbrat","usa","buendnis"
"72","kommunikation","franzoesische","stream","knapp","westliche","laesst","privatanleger","rechtsunsicherheit","kennt","bundesanleihen","hsv","ezbpraesident","volkswirtschaft","abgeordneten"
"73","deutsche","de","landwirte","uebernahmen","nahen","institutionen","kapitalmarkt","kritik","gesagt","wert","stuttgart","geldpolitischen","folge","wahlen"
"74","haeufig","beitritt","investitionen","abschreibungen","w","integration","finanzierung","eukommission","glueck","verluste","platz","deflation","produktion","edmund"
"75","thema","londoner","autos","stieg","terror","ueberhaupt","geldanlage","wirtschaftsminister","musik","stimmung","urlaub","athen","wirtschaftliche","kandidaten"
"76","siemens","tuerkische","eeg","analyst","militaerischen","interessen","ackermann","vorgaben","geld","dienstag","frankfurt","federal","steigende","politiker"
"77","bereich","wahlen","kohlekraftwerke","finanzvorstand","taliban","jahrhunderts","wertpapiere","geplanten","roman","verloren","stadion","laender","einbruch","wirtschaftsminister"
"78","silicon","tories","stromerzeugung","fahrzeuge","regime","schaffen","anlegern","gutachten","reden","erwarten","uni","mario","konjunkturelle","politische"
"79","maschinen","bruesseler","erwaermung","weltweit","militaer","wissenschaftler","milliarden","arbeitsmarkt","kleine","stieg","drei","portugal","haushalte","steinmeier"
"80","ag","aussenminister","energiepolitik","gm","frieden","weise","makler","ministerium","schueler","bonds","schalke","euros","wachsen","kabinett"
"81","kollegen","iwf","tiere","kosten","kongress","finden","wert","cdu","freunde","duerfte","olympischen","zinserhoehung","einzelhandel","olaf"
"82","arbeitgeber","le","habeck","erwartet","terroristen","gerechtigkeit","verkauf","finanzminister","irgendwann","duerften","nuernberg","liquiditaet","studie","rede"
"83","heute","tuerkischen","lebensmittel","finanzchef","osten","herausforderungen","investments","millionen","erzaehlen","new","bau","eurolaender","staerker","regieren"
"84","digital","binnenmarkt","erneuerbarer","verkauft","partei","forschung","kosten","mrd","draussen","mittwoch","lesen","massnahmen","export","debatte"
"85","produkt","neuwahlen","energietraeger","manager","politischen","dinge","deutsche","hartz","arbeiten","unsicherheit","sponsoren","irland","konsumenten","helmut"
"86","wettbewerb","wirtschaft","fleisch","insgesamt","truppen","glauben","kauf","fall","the","zehnjaehrigen","veranstaltung","senken","erwartungen","rotgruen"
"87","kunde","england","kilometer","marken","russlands","fuehrt","wohnen","minister","wort","oelpreis","duesseldorf","reformen","zahlen","themen"
"88","innovation","madrid","klima","gut","usregierung","probleme","unternehmen","beitraege","gesicht","stand","wohnungen","eurostaaten","einschaetzung","konservativen"
"89","chefs","italiens","atomkraft","produktion","terrorismus","fortschritt","haeuser","fordern","gemacht","marke","semester","notenbankchef","zuwachs","buerger"
"90","valley","opposition","betrieb","wettbewerber","konflikt","oekonomische","einlagen","beschlossen","gern","gestiegen","thomas","erholung","volkswirte","buergermeister"
"91","geschaeftsmodelle","juncker","versorgungssicherheit","marke","wto","ungleichheit","produkte","aerzte","art","geldpolitik","meter","uswirtschaft","leicht","berliner"
"92","mittelstaendische","nordirland","fossilen","steuern","mexiko","politisch","ikb","forderungen","augen","vermoegensverwalter","spiel","unsicherheit","steigenden","nordrheinwestfalen"
"93","media","mitgliedstaaten","energiewirtschaft","teilte","demokratie","problem","krediten","kuendigungsschutz","zwei","knapp","galerien","weidmann","laut","parlament"
"94","vorstand","reformen","shell","gestern","teheran","mag","konditionen","kritisiert","los","zaehlern","borussia","schaeuble","oecd","fischer"
"95","stellen","kontinent","betreiber","laufenden","nationen","neue","portfolio","behoerde","lesen","sachs","schulen","griechen","krise","finanzminister"
"96","it","irland","gigawatt","absatz","verbuendeten","mensch","laufzeit","bundesagentur","schoen","fonds","champions","anleihekaeufe","sank","wolfgang"
"97","gut","russen","produzieren","muenchener","krieges","wandel","landesbanken","behoerden","buero","indizes","leipzig","finanzsystem","instituts","muesse"
"98","fragen","korruption","strompreise","milliarde","internationale","werte","bonitaet","hans","maennern","uswirtschaft","galerie","reserve","diw","kritik"
"99","buero","parteien","fossile","audi","suedkorea","bundesrepublik","grossbanken","zusaetzliche","familien","strategen","polizei","gefahr","milliarden","wulff"
"100","arbeitet","stimmen","kernkraftwerke","drei","japan","fehler","jain","staat","stolz","s","tuerkei","verschuldung","ausgaben","bundespraesident"
"101","geraete","ministerpraesident","stahl","monaten","kim","sinne","hohe","klage","jahren","p","pro","geldmenge","experten","ruettgers"
"102","anbieten","auslaendische","teurer","loescher","asien","art","muenchen","solle","wusste","markets","studierenden","glaeubiger","optimismus","baerbock"
"103","belegschaft","monti","diesel","deutlich","saudiarabien","idee","beispiel","steuer","lehrer","rezession","berlins","oekonom","vormonat","schroeders"
"104","gute","konservative","emissionshandel","aktionaeren","li","antwort","regel","vorliegt","alter","stark","abgesagt","esm","bruttoinlandsprodukts","spdchef"
"105","bertelsmann","finanzminister","weltweit","ebit","pakistan","moderne","zehn","rentner","generation","montag","hauptstadt","maerkten","privaten","wolle"
"106","branchen","abstimmung","kuenast","nettogewinn","waffen","einzelnen","aktienfonds","foerderung","ddr","kursen","barcelona","vertrauen","lag","franz"
"107","gmbh","europaeer","verbrauch","bilanz","aussenpolitik","medien","haus","vorhaben","heimat","inflation","stattfinden","staatsverschuldung","durchschnitt","mueller"
"108","umsatz","brown","windkraft","airlines","islamischen","aengste","gibt","arbeitslosen","publikum","steigende","kunstmarkt","japans","dritten","fraktionschef"
"109","aufsichtsrat","deal","stromversorgung","autoindustrie","internationalen","realitaet","kunde","koalitionsvertrag","ersten","stanley","zuschauer","italienische","naechsten","landtagswahlen"
"110","geschaeftsmodell","putins","kilowattstunde","umsatzes","saddam","umgang","landesbank","beschaeftigte","abend","konjunktur","hamburgs","italienischen","abschwung","csuchef"
"111","geht","kreml","e","chrysler","obamas","sozialer","kreditinstitute","vorschriften","tun","usdollar","bundesweit","italiens","ausland","waehlen"
"112","arbeit","beziehungen","teuer","erwirtschaftet","wladimir","leute","ubs","industrie","schriftsteller","kursgewinne","a","preise","laufenden","pds"
"113","technischen","verfassung","windraeder","belegschaft","afrika","entwicklung","lebensversicherungen","beschaeftigung","arbeitet","stoxx","gebaeude","billionen","gegenueber","abgeordnete"
"114","weltweit","mrd","rohoel","mercedes","nation","sinn","gebuehren","zahlen","welt","nasdaq","sammler","wirtschaftsleistung","dihk","koch"
"115","plattform","einigung","energieagentur","fluggesellschaft","russen","oekonomie","hohen","richter","mag","china","reiseveranstalter","basispunkte","konjunkturellen","thema"
"116","netzwerk","ankara","kupfer","rechnet","westens","bedeutet","verkauft","hoehe","dinge","investment","deutschen","euroland","prozentpunkte","roesler"
"117","homeoffice","schottland","uniper","prognose","aegypten","zeiten","verluste","staatliche","gerade","steigen","spanien","volkswirte","hohen","christian"
"118","team","labour","anlage","minus","pekings","oeffentlichkeit","westlb","krankenkassen","polizei","steigenden","professoren","investoren","beschaeftigung","gegner"
"119","entwickeln","staaten","fukushima","marktfuehrer","putins","antworten","verkaufen","haushalt","sitzen","york","st","zinsschritt","branche","rotgruenen"
"120","investieren","blair","bundesnetzagentur","steigern","kampf","eigene","finanzbranche","bundesverband","minuten","anstieg","studiengaenge","finanzpolitik","prognostiziert","lafontaine"
"121","datenschutz","slowakei","iea","laufende","auslaendische","wirklichkeit","credit","gesetzlich","freund","kursverluste","besuchern","eurokrise","trend","sigmar"
"122","bietet","tschechien","mill","zukaeufe","iranischen","genau","estate","iv","kurz","asset","teams","erhoehen","vierten","ruecktritt"
"123","konkurrenz","gazprom","reaktoren","vorjahreszeitraum","vereinten","diskussion","dresdner","lohn","gott","hsbc","ausbildung","geldpolitische","kurzarbeit","kandidat"
"124","angebote","umfragen","klimawandels","henkel","john","fuehren","jahr","bundeslaender","laesst","nachmittag","branche","waehrungen","unsicherheiten","legislaturperiode"
"125","qualitaet","staatspraesident","preisen","anteile","demokratischen","all","basel","wolfgang","steht","lag","zahl","wechselkurs","stieg","reformen"
"126","kleine","  ","pflanzen","wegen","bevoelkerung","geworden","geldhaus","pruefen","leuten","deutsche","samstag","steigen","ifoinstitut","beck"
"127","schnell","lateinamerika","jaehrlich","erloese","chinesischer","strukturen","versicherungswirtschaft","bundeswirtschaftsminister","tochter","monaten","angaben","institute","angesichts","koehler"
"128","entwickelt","david","fass","konzerne","joe","bedeutung","jahre","verdi","lebens","zugelegt","buergermeister","washington","zulegen","land"
"129","erfolg","nationalen","technologien","monsanto","laender","weit","lebensversicherer","gelten","deutsch","gestern","ort","sitzung","zeigt","bund"
"130","knowhow","abgeordneten","russland","general","angriff","erleben","rating","steuern","journalisten","legte","angebot","amerikanische","sechs","runde"
"131","eigene","kiew","sonne","autohersteller","volk","fluechtlinge","hoehere","aenderungen","fernsehen","dz","studieren","niedrigen","duerften","friedrich"
"132","betrieb","griechenland","teyssen","kuendigte","sicherheit","ideen","mrd","arbeitslose","lange","meint","airlines","amerikanischen","bundesregierung","frau"
"133","mittelstaendischen","rumaenien","produkte","marktanteil","uspraesidenten","erfolg","objekte","gesetzes","lieber","merrill","premiere","of","unsicherheit","aussenminister"
"134","meist","spanischen","gebaut","umsaetze","iranische","gegenteil","verbraucherzentrale","arbeitslosengeld","dorf","schwellenlaendern","koelner","schuldenkrise","optimistisch","vorsitzenden"
"135","wissen","barroso","stadtwerke","mitarbeitern","abkommen","mittelschicht","anteil","klagen","klingt","notiert","teilnehmer","zinserhoehungen","iwf","waehlern"
"136","befragten","moskauer","meter","verkaufen","reich","erkennen","rund","antrag","tage","stiegen","start","wirtschaftswachstum","institute","innenminister"
"137","service","pen","produzenten","kapitalerhoehung","weisse","verhalten","equity","wirtschaft","fand","fielen","museen","jeanclaude","ausfuhren","links"
"138","hersteller","parlamentswahlen","fahrzeuge","abgelaufenen","israels","herausforderung","anlage","steuerreform","geworden","wochen","oesterreich","ezbchef","auswirkungen","gesagt"
"139","wirtschaftspruefer","schweiz","energy","zweiten","strafzoelle","besteht","investmentfonds","zahl","kollegen","juengsten","staedte","japanische","hohe","generalsekretaer"
"140","ideen","wahl","pipeline","continental","anschlaege","chance","verbraucherschuetzer","buerger","findet","bewertungen","bewerber","tsipras","statistische","nrw"
"141","post","medwedjew","netzbetreiber","kerngeschaeft","kalten","sozial","erwirtschaften","hundt","begann","lynch","berichtet","niedrig","laufende","ampel"
"142","erfahrung","euaustritt","energiekonzerne","angekuendigt","zoelle","reformen","anlegen","erklaerte","nacht","nachrichten","vereins","land","einkommen","badenwuerttemberg"
"143","gegruendet","rom","saudiarabien","winterkorn","sieg","geben","wohnimmobilien","streit","bild","finanzmaerkten","pandemie","kreditvergabe","knapp","bundeswehr"
"144","produkten","brexits","schiffe","dritten","amerikanern","vielmehr","niedrigen","schmidt","hoert","bundesanleihe","tage","folgen","maschinenbau","niederlage"
"145","verlage","unterhaus","erderwaermung","neun","hauptstadt","fehlt","vermoegensverwaltung","verordnung","bruder","gemeinschaftswaehrung","mio","hoehere","gewachsen","regiert"
"146","standort","josé","produziert","ende","september","loesen","zins","loesung","studiert","positive","region","null","daten","regierungschef"
"147","rtl","vereinigte","wald","konnte","bushs","wahrheit","liquiditaet","moeglich","auto","talfahrt","kiel","stabilitaet","weltkonjunktur","guido"
"148","beschaeftigten","vertrag","hektar","bosch","haus","themen","hoehe","dihk","kultur","unten","fifa","gesenkt","bundesamt","grosse"
"149","sat","la","kraftwerken","trotz","demokratische","thema","frankfurter","betrieben","dachte","management","restaurants","japanischen","iw","christdemokraten"
"150","plattformen","investoren","gefoerdert","plus","treffen","fuehlen","papiere","altmaier","buecher","waehrungen","ausstellungen","volkswirtschaften","arbeitslosenquote","reihen"
"151","roland","waehrung","waermepumpen","angaben","aussenminister","grosse","laut","hiess","ort","depot","fliegen","lage","wachstums","volkspartei"
"152","finden","minister","anteil","sank","anschlaegen","armut","geschaeftsfuehrer","erbschaftsteuer","erste","bewertet","reise","stark","laendern","liberale"
"153","dienstleistungen","italienische","bauen","groessten","fuehrer","form","versicherung","erhoehung","kennen","schwankungen","plaetze","internationalen","sinken","sachsen"
"154","prozesse","vereinigten","kapazitaeten","geplant","korruption","krisen","aktionaere","recht","jugend","rechnen","gebaut","strukturreformen","april","hessen"
"155","konkurrenten","zollunion","china","lag","schanghai","lassen","real","kompromiss","verlag","waehrung","buchungen","staatsschulden","statistischen","juergen"
"156","bitkom","silvio","autofahrer","hiess","yuan","land","angebot","gebe","geschrieben","unternehmensanleihen","flaeche","schuldenschnitt","aktuelle","vorsitzende"
"157","erfolgreich","polnischen","oekologischen","geschaefte","kabul","oeffentlichen","kreditvergabe","arbeitnehmern","fotos","kgv","hertha","alan","handelsblatt","frage"
"158","taetig","warschau","verbraucht","boeing","hussein","generationen","beteiligungen","bundesverfassungsgericht","wohnung","yen","jahr","zins","inflation","zustimmung"
"159","genau","woche","windparks","ebitda","bedrohung","natur","aufsicht","zeitarbeit","erlebt","investmentbank","arena","inflationsraten","positive","streit"
"160","marketing","nicolas","windenergie","metro","globalen","wettbewerb","summe","praxis","faehrt","positiv","flughaefen","fedchef","wegen","bayerische"
"161","vertrieb","bulgarien","vattenfall","groesste","bagdad","politischer","erzielen","betonte","herum","schwellenlaender","vertrag","prozentpunkt","binnennachfrage","fluechtlinge"
"162","beschaeftigt","italienischen","hohen","group","pekinger","solidaritaet","gesellschaften","vorstoss","morgen","capital","museum","bundesbankpraesident","aktuellen","reden"
"163","mckinsey","italiener","ausstoss","beteiligung","polizei","professor","meist","gefordert","gehoert","feinunze","stiftung","defizit","stagnation","anhaenger"
"164","handelsblatt","verbleib","umweltminister","fuenf","israelischen","loesungen","riesterrente","faellen","sah","kletterte","winter","anstieg","gfk","niedersachsen"
"165","systeme","waehrungsfonds","kanada","telekom","eskalation","funktioniert","vermoegensverwalter","arbeiten","ziemlich","groessten","werder","fiskalpolitik","schwache","verantwortung"
"166","ingenieure","unabhaengigkeit","atomausstieg","konkurrenz","kerry","laendern","privatkundengeschaeft","sprecherin","meter","erwartungen","paris","spielraum","belebung","krampkarrenbauer"
"167","app","françois","region","konkurrent","irakischen","stimmt","suisse","einnahmen","gelernt","notenbank","reisebueros","erwartet","gewerbe","agenda"
"168","konzern","mexiko","ziele","handelsblatt","konflikte","richtige","aufseher","pflicht","sprache","ubs","arbeiten","verhindern","handel","wowereit"
"169","lieferanten","sanktionen","zehn","legte","sowjetunion","theorie","alter","arbeitgebern","spricht","edelmetall","dfb","pleite","gesamtjahr","kurt"
"170","managern","westen","energieversorger","erklaerte","weltkrieg","perspektive","pro","entscheidung","wirkt","quartalszahlen","coronavirus","chefoekonom","wachstumsraten","konservative"
"171","zukunft","polens","klimapolitik","holding","shanghai","jahrzehnte","deutlich","geben","machte","handel","projekt","lira","unten","bayerns"
"172","bieten","unsicherheit","gentechnik","kauf","militaerisch","these","experten","einkommen","fahren","landesbank","ag","efsf","zurueckgegangen","neuwahlen"
"173","gefragt","waehler","nordsee","margen","republikanischen","entwickeln","schweizer","beschluss","lernen","marktteilnehmer","olympia","politik","hoehere","huber"
"174","lernen","harten","menge","zulieferer","demonstranten","parteien","postbank","verbaende","moechte","zehnjaehrige","qualitaet","rom","anteil","sozialdemokratischen"
"175","dienstleister","auslaendischen","energieeffizienz","jahres","amerikanischer","letztlich","anlagen","zustaendigen","morgens","gefallen","staatsanwaltschaft","kurs","wachstumsprognose","stimme"
"176","innovative","laender","atomenergie","allianz","wall","erfahrungen","risikovorsorge","leistungen","spass","niveau","woche","donnerstag","betriebe","demokratie"
"177","consulting","osteuropa","subventionen","werk","diktator","sprache","anleihe","mitarbeiter","schrieb","hoeher","gaesten","probleme","kraeftig","nachfolger"
"178","brauchen","politisch","gaskraftwerke","eads","tuerkei","erkenntnis","neugeschaeft","kraft","abends","tecdax","flaechen","prozentpunkte","jahreshaelfte","fluechtlingspolitik"
"179","angestellten","eugipfel","eegumlage","oracle","transatlantischen","krise","langfristig","warnte","hoeren","vortag","pink","volkswirtschaft","juli","volksparteien"
"180","fuehrungskraeften","athen","waerme","eon","indonesien","modernen","depot","vereinbart","stunde","eurozone","abitur","schwellenlaender","januar","republik"
"181","personal","istanbul","rohstoffen","kurs","eu","vergangenheit","vergangenen","grundsaetzlich","liess","zentralbank","corona","krediten","zuversicht","guttenberg"
"182","unternehmensberater","sieg","milch","chef","vietnam","entsteht","immobilienpreise","ba","wasser","stratege","fach","risiko","drittel","genossen"
"183","suchen","amt","oekostrom","firma","staatsfuehrung","verstaendnis","raet","plaene","geschichten","europaeischen","kostet","teuerung","positiven","bayerischen"
"184","ibm","mays","nutzung","verluste","islamisten","gesellschaften","fuenf","ausgaben","leser","rally","business","lockerung","zew","spahn"
"185","marken","seite","oekologisch","airline","uhr","erklaeren","ey","abschaffung","schaut","dividenden","halle","kapital","september","schwarzgelb"
"186","besten","rubel","opel","nachfrage","millionen","diejenigen","mietendeckel","anfrage","satz","kaufen","spielern","vereinigten","ausfallen","koalitionsverhandlungen"
"187","nachhaltigkeit","koenigreichs","afrika","gewinnwarnung","spannungen","stellen","sparkasse","bruessel","wollten","volatilitaet","oktober","sparer","bundesbank","ampelkoalition"
"188","einsatz","streit","netze","aufsichtsratschef","irans","scheint","verkaeufer","einigung","literatur","legten","bewerbung","bip","jahren","schmidt"
