"","2001-01-01","2001-02-01","2001-03-01","2001-04-01","2001-05-01","2001-06-01","2001-07-01","2001-08-01","2001-09-01","2001-10-01","2001-11-01","2001-12-01","2002-01-01","2002-02-01","2002-03-01","2002-04-01","2002-05-01","2002-06-01","2002-07-01","2002-08-01","2002-09-01","2002-10-01","2002-11-01","2002-12-01","2003-01-01","2003-02-01","2003-03-01","2003-04-01","2003-05-01","2003-06-01","2003-07-01","2003-08-01","2003-09-01","2003-10-01","2003-11-01","2003-12-01","2004-01-01","2004-02-01","2004-03-01","2004-04-01","2004-05-01","2004-06-01","2004-07-01","2004-08-01","2004-09-01","2004-10-01","2004-11-01","2004-12-01","2005-01-01","2005-02-01","2005-03-01","2005-04-01","2005-05-01","2005-06-01","2005-07-01","2005-08-01","2005-09-01","2005-10-01","2005-11-01","2005-12-01","2006-01-01","2006-02-01","2006-03-01","2006-04-01","2006-05-01","2006-06-01","2006-07-01","2006-08-01","2006-09-01","2006-10-01","2006-11-01","2006-12-01","2007-01-01","2007-02-01","2007-03-01","2007-04-01","2007-05-01","2007-06-01","2007-07-01","2007-08-01","2007-09-01","2007-10-01","2007-11-01","2007-12-01","2008-01-01","2008-02-01","2008-03-01","2008-04-01","2008-05-01","2008-06-01","2008-07-01","2008-08-01","2008-09-01","2008-10-01","2008-11-01","2008-12-01","2009-01-01","2009-02-01","2009-03-01","2009-04-01","2009-05-01","2009-06-01","2009-07-01","2009-08-01","2009-09-01","2009-10-01","2009-11-01","2009-12-01","2010-01-01","2010-02-01","2010-03-01","2010-04-01","2010-05-01","2010-06-01","2010-07-01","2010-08-01","2010-09-01","2010-10-01","2010-11-01","2010-12-01","2011-01-01","2011-02-01","2011-03-01","2011-04-01","2011-05-01","2011-06-01","2011-07-01","2011-08-01","2011-09-01","2011-10-01","2011-11-01","2011-12-01","2012-01-01","2012-02-01","2012-03-01","2012-04-01","2012-05-01","2012-06-01","2012-07-01","2012-08-01","2012-09-01","2012-10-01","2012-11-01","2012-12-01","2013-01-01","2013-02-01","2013-03-01","2013-04-01","2013-05-01","2013-06-01","2013-07-01","2013-08-01","2013-09-01","2013-10-01","2013-11-01","2013-12-01","2014-01-01","2014-02-01","2014-03-01","2014-04-01","2014-05-01","2014-06-01","2014-07-01","2014-08-01","2014-09-01","2014-10-01","2014-11-01","2014-12-01","2015-01-01","2015-02-01","2015-03-01","2015-04-01","2015-05-01","2015-06-01","2015-07-01","2015-08-01","2015-09-01","2015-10-01","2015-11-01","2015-12-01","2016-01-01","2016-02-01","2016-03-01","2016-04-01","2016-05-01","2016-06-01","2016-07-01","2016-08-01","2016-09-01","2016-10-01","2016-11-01","2016-12-01","2017-01-01","2017-02-01","2017-03-01","2017-04-01","2017-05-01","2017-06-01","2017-07-01","2017-08-01","2017-09-01","2017-10-01","2017-11-01","2017-12-01","2018-01-01","2018-02-01","2018-03-01","2018-04-01","2018-05-01","2018-06-01","2018-07-01","2018-08-01","2018-09-01","2018-10-01","2018-11-01","2018-12-01","2019-01-01","2019-02-01","2019-03-01","2019-04-01","2019-05-01","2019-06-01","2019-07-01","2019-08-01","2019-09-01","2019-10-01","2019-11-01","2019-12-01","2020-01-01","2020-02-01","2020-03-01","2020-04-01","2020-05-01","2020-06-01","2020-07-01","2020-08-01","2020-09-01","2020-10-01","2020-11-01","2020-12-01","2021-01-01","2021-02-01","2021-03-01","2021-04-01","2021-05-01","2021-06-01","2021-07-01","2021-08-01","2021-09-01","2021-10-01","2021-11-01","2021-12-01","2022-01-01","2022-02-01","2022-03-01"
"8","land","argentinien","tuerkei","tuerkei","kommission","brasilien","lateinamerika","bruesseler","fabius","russland","iwf","de","regierung","fruehwarnung","duhalde","regierung","niederlaendischen","frankreich","landes","land","waehrungsfonds","brasilianischen","erdogan","venezuela","russland","mexiko","erdogan","tuerkei","eumitgliedschaft","regierung","mol","frankreichs","polen","tuerkei","kommission","union","europa","kasjanow","polen","zapatero","griechenland","schweiz","frankreich","bulgarien","russischen","referendum","kommission","moskau","tuerkei","argentinien","premier","verfassung","chirac","blair","moskauer","russischen","polen","juschtschenko","janukowitsch","putin","putin","franzoesischen","russische","premier","bawag","baskenland","kiew","opposition","premier","frankreich","russischen","ukraine","englaender","italien","argentinien","einwanderung","eu","sozialisten","parlament","russische","eu","praesident","hdz","rubel","opposition","erdogan","moskau","tuerkei","russlands","v","premier","russlands","georgien","harper","praesidenten","medwedjew","bruessel","ukraine","oesterreich","russischen","dittmeyer","russlands","beitrittsverhandlungen","auslaendischen","vertrag","premier","eu","frankreich","moskau","griechische","griechische","griechen","clegg","frankreich","bruessel","neuwahlen","fischer","insel","griechenland","frankreich","regierung","russland","baku","italien","frankreich","brandt","russische","zapatero","italien","regierung","premier","clegg","bruessel","monti","europa","paris","tsipras","spaniens","italiens","wilders","land","roeller","briten","bajnai","britischen","russland","bersani","letta","praesident","globovision","parlament","land","regierung","renamo","moskau","demonstranten","regierung","land","krim","russischen","staats","russischen","russlands","schottischen","schottlands","schweizer","sanktionen","ukraine","russischen","putin","britischen","labour","britischen","tuerkische","podemos","volkseinheit","parlament","eu","grossbritanniens","hollande","mehrheit","pfund","britische","britischen","referendum","britischen","referendum","pfund","britischen","binnenmarkt","bruessel","ukraine","britische","eustaaten","britische","brexit","briten","britische","britische","briten","juncker","bruessel","britische","britischen","zoelle","aussenminister","zollunion","london","europaeischen","bruessel","may","grossbritannien","london","bruessel","london","theresa","pfund","parlament","premierministerin","parlament","kershaw","austritt","britische","boris","johnson","britischen","britischen","britische","koenigreich","verhandlungen","britische","oxford","vettel","pfund","cummings","premier","le","britischen","abkommen","deal","london","britischen","clemens","britischen","schottische","polen","loefven","pfund","omtzigt","seite","polens","brexit","london","ungarn","exoplaneten"
"9","pariser","krise","tuerkischen","argentinische","jospin","premier","land","peseta","land","geremek","berlusconis","la","bbva","waehrung","laender","franzosen","bruessel","region","lateinamerika","mrd","krueger","serra","frankreich","regierung","europaeischen","europaeischen","russischen","franzoesische","kroatischen","polnische","de","beitritt","referendum","russische","istanbul","parlamentswahlen","solbes","bruessel","sozialisten","eubeitritt","privatisierungen","berlusconi","yukos","chavez","erdogan","hollande","eczacibasi","russische","laender","russlands","praesident","land","erdogan","regierung","europaeischen","italien","frankreich","tuerkische","russischen","ukraine","gazprom","regierung","franzoesischen","grosser","staaten","regierungschef","parlament","reid","tronchetti","budapest","premier","chávez","putin","putin","falklands","ségolène","praesident","sarkozy","akp","praesident","russland","gordon","schultess","putin","regierung","putin","parlament","eu","kirchner","sarkozy","bp","regierung","russlands","parlament","praesident","putin","russische","moskau","frankreichs","eu","praesident","ungarischen","land","ungarn","kommission","parlament","italien","papakonstantinou","rato","rehn","russland","brown","eu","grossbritannien","verhandlungen","serbien","south","sarkozy","europaeischen","premier","land","libyen","serbien","draghi","regierung","europa","russland","tuerkische","waigel","silvio","silvio","russland","regierung","premierminister","ungarn","ypf","di","bruessel","françois","eu","premier","cameron","premierminister","djukanovic","camerons","mario","briten","land","italien","kroatien","bruessel","italien","alexandra","parlament","georgien","ukrainischen","erdogan","schottland","russlands","parlament","land","frankreich","sedelmayer","schottlands","london","eu","rubel","south","sanktionen","premier","london","sanktionen","grossbritannien","chp","britischen","russland","russland","wahl","austritt","rajoy","putin","london","tuerkei","koenigreich","europaeischen","cameron","austritt","england","regierung","britischen","austritt","britische","binnenmarkt","britischen","austritt","tuerkei","nordirland","premierministerin","stihl","britische","britische","premierministerin","eu","may","koenigreich","briten","grenze","britischen","budapest","briten","pfund","britische","grossbritanniens","may","deal","briten","parlament","verschiebung","briten","bruessel","europaeischen","johnson","pfund","parlament","briten","bruessel","corbyn","briten","pfund","london","britischen","grossbritannien","england","regierung","verhandlungen","netanjahu","grossbritannien","london","handelsabkommen","abkommen","impfstoffe","impfstoffe","briten","schottische","verhandlungen","wechseljahre","montag","economist","briten","impfstoff","kommission","protokoll","hauptstadt","mitgliedstaaten","einigung"
"10","frankreich","moskau","lateinamerika","mertlik","blair","tantan","iwf","bruessel","kvaerner","land","fico","domingo","kommission","chavez","regierung","eu","niederlanden","iwf","dervis","brasiliens","land","silva","solbes","argentinien","land","eukommission","solbes","peso","landes","krone","privatisierung","raffarin","cancun","ungarn","bruessel","region","land","argentinien","russische","verfassung","brasiliens","balcerowicz","russische","staat","mrd","frankreich","niederlande","land","regierung","ukraine","frankreich","rumaenien","europa","euverfassung","praesident","landes","berlusconi","europaeischen","timoschenko","europa","russlands","russischen","regierung","italiens","rio","serbien","eu","franzoesische","pirelli","franzoesischen","europa","putin","schottland","sosa","praesident","europaeischen","europaeischen","juppé","praesident","guels","premier","politische","eu","russische","praesident","tuerkischen","kommunisten","tuerkische","praesident","russische","politischen","land","russischen","landes","putin","moskau","eu","oezkuzuguedenli","ukraine","schweden","irland","uribe","europaeischen","festspiele","italien","ukraine","frankreich","griechische","praesidentin","regierung","chodorkowskij","ungarn","konservativen","bruessel","premier","pdl","erdogan","bruessel","frankreich","europa","madrid","italiens","frankreich","russischen","bruessel","regierung","bruessel","serbien","arthuis","frankreichs","land","frankreich","ungarn","europaeischen","sozialisten","front","frankreich","frankreich","mario","wahl","tuerkei","cahuzac","parlament","sozialisten","referendum","land","monti","grossbritannien","praesidenten","erdogan","russischen","argentinien","putin","abgeordneten","wein","erdogan","praesidenten","regierung","putin","orbán","sanktionen","ukrainischen","russen","sanktionen","referendum","separatisten","rosneft","sanktionen","parlamentswahlen","rubel","gazprom","tuerkei","britische","irans","land","regierung","ukraine","regierung","land","sozialistische","landes","ukraine","referendum","london","britischen","referendum","pfund","austritt","polen","bruessel","referendum","may","britischen","austritt","bruessel","farron","premierministerin","koenigreich","koenigreich","grossbritanniens","premierministerin","theresa","koenigreich","maerz","londoner","europaeischen","insel","maerz","brexit","grossbritanniens","theresa","britischen","referendum","deal","vertrag","pfund","abstimmung","briten","verlaengerung","britische","corbyn","britischen","london","london","oktober","dup","pfund","januar","regierung","briten","koenigreich","bereit","regierung","bruessel","britischen","gantz","london","mondiale","brexit","regierung","frachtraten","grenzkontrollen","impfstoff","blatt","regierung","bruessel","pfund","impfstoffe","johnson","parlament","lesen","regierung","boris","odessa","energiepolitik"
"11","griechischen","europaeischen","iwf","tuerkische","brasilien","staaten","krise","land","tuerkei","krise","spanischen","russland","frankreich","frankreichs","ankara","ungarn","kommission","ecevit","ankara","uruguay","kopenhagen","praesidenten","kommission","giscard","chavez","gaulle","russische","paris","europaeischen","miller","landes","land","dollar","europa","russischen","land","kommission","paulo","spanischen","sarkozy","peso","chavez","eu","regierung","union","aufnahme","frankreich","gazprom","rumaenien","land","europa","russischen","russland","europaeische","frankreich","bbva","griechenland","land","praesident","regierung","regierung","premierminister","prodi","berlusconis","wladimir","franzoesischen","osteuropa","parlament","thaksin","fabius","sistema","opposition","lamy","praesidenten","russischen","pistorio","europaeische","parlament","reformen","argentinien","browns","russischen","harms","praesident","europaeischen","zuma","land","tuerkischen","boris","berlusconi","land","polen","putin","kap","cristina","praesident","brown","land","bern","ratzel","russland","roma","sozialisten","flimm","europaeischen","region","michele","premier","praesident","bruessel","ikea","labour","liberaldemokraten","landes","europaeische","italiens","premier","polen","italien","parlament","europaeischen","zumwinkel","landes","europaeische","landes","paris","moskau","paris","italiens","eu","rom","land","italiens","moskau","rungis","bruessel","nd","parlament","osteuropa","argentinien","politische","europa","frankreich","pdl","premier","eu","britischen","russland","eu","europas","sergej","berlusconis","eu","aires","sowjetrepubliken","putin","praesident","socar","russen","russlands","parlament","hollande","wladimir","russische","england","rubel","wladimir","gazprom","aussenminister","franzosen","britische","konservativen","labour","eu","kosovo","sanktionen","abspaltung","spanische","moskau","pfund","regierung","cameron","london","union","irland","pfund","union","insel","theresa","premierministerin","regierung","britischen","bruessel","briten","koenigreich","britische","britischen","london","pfund","europaeischen","britischen","britische","regierung","koenigreich","kameras","may","bruessel","rover","ceu","eustaaten","mclaren","london","koenigreich","britischen","abkommen","bruessel","bruessel","london","pfund","harten","union","koenigreich","darroch","briten","bruessel","parlament","konservativen","johnsons","vereinigte","zugang","europaeischen","deal","einigung","briten","briten","london","harten","zoelle","britischen","london","impfstoff","bruessel","astra","britische","johnson","premierminister","vereinigten","regierung","bruessel","kerosin","eukommission","macron","polen","johnson","london"
"12","russische","ankara","landes","wirtschaftsminister","cardoso","russischen","praesident","mrd","cavallo","cavallo","russland","wirtschaftsminister","madrid","duhalde","chile","italien","fortuyns","nationalen","land","waehrungsfonds","tietmeyer","brasiliens","frankreichs","tuerken","iwf","land","tuerkischen","franzoesischen","eu","argentinien","erdogan","ungarn","berlusconi","russischen","tuerkische","praesidenten","frankreichs","sao","bruessel","griechischen","tuerkische","brasilien","land","russische","parlament","europaeische","europa","kreml","praesident","investoren","eustaaten","regierung","landes","sarkozy","praesidenten","chávez","prodi","union","kirchner","niederlaender","praesident","dominique","tuerken","franzoesischen","verheugen","spanien","russische","europas","priklopil","polnische","franzoesische","kreml","schottische","chávez","socrates","praesident","sarkozys","premier","eu","kommunisten","russische","italien","parlament","land","russischen","eu","akp","shirakawa","europaeische","ukraine","russland","kaukasus","praesident","irischen","gordon","regierung","morales","frankreich","russland","land","schweiz","zollunion","dreyfus","russlands","polnischen","land","bull","osteuropa","mandelson","premier","merkel","iwf","europaeischen","streitkraefte","sarkozy","premier","parlament","frankreich","franzosen","europaeischen","lissabon","parlament","tuerkei","premier","ungarn","italien","europaeischen","spaniens","russischen","italienische","papademos","bruessel","parlament","opposition","fornero","landes","sozialisten","griechen","paris","bulgarien","waehrung","kiew","kirchner","montis","regierung","europa","franzosen","napolitano","reformen","praesidenten","praesident","de","erklaerte","buenos","frankreich","praesident","maidan","raffinerie","praesident","ukrainischen","renzi","korruption","yukos","russlands","russischen","moscovici","moskau","wladimir","koenigreich","russlands","russische","moskau","london","regierung","putin","ukrainische","rajoy","ukraine","referendum","praesident","brexit","austritt","russlands","bruessel","davutoglu","europaeischen","koenigreich","norwegen","europaeischen","theresa","pfund","regierung","premierministerin","europaeischen","verhandlungen","britischen","insel","pfund","insel","austritt","europaeischen","briten","insel","austritt","britische","theresa","britische","bruessel","george","ungarn","mays","may","premierministerin","pfund","premierministerin","parlament","iag","unterhaus","london","londoner","europaeische","partei","deal","vertrag","deal","britische","england","london","kuenftige","bruessel","londoner","austritt","koenigreich","premierminister","regierung","eukommission","boris","einigung","pfund","netanjahu","datenlage","astrazeneca","britische","dosen","kommission","britische","schweiz","spenden","britischen","geimpft","britische","london","smith","britischen","buffon"
"13","mrd","lira","frankreich","russland","parlament","land","rumaenien","dollar","parlament","wahlen","mexiko","praesident","fruehwarnung","landes","tuerkischen","polnischen","europaeischen","brasilianischen","merloni","real","eu","putin","land","polen","lula","franzoesische","paris","menem","putin","beitritt","regierung","bruessel","bruesseler","verhaftung","frankreich","judajewa","papandreou","tuerkischen","europa","land","parlament","luxemburger","praesident","ferenc","griechen","praesident","istanbul","wladimir","europaeische","schuessel","gref","referendum","tuerkischen","russland","russischen","palocci","landes","gaidamak","zapatero","irland","bruessel","juschtschenko","paris","gazprom","de","ali","timoschenko","bruessel","beobachter","europa","tuerkei","premier","praesident","de","buenos","grossbritannien","franzoesischen","fillon","sarkozy","nikosia","regierung","torys","putin","lee","mombasa","darling","apartheid","politische","argentinien","regierung","kaczynski","eu","anc","russischen","einwanderung","landes","kiew","russischen","barroso","suedafrika","sarkozy","fidesz","russischen","landes","premier","saakaschwili","paz","briten","argentinien","eurozone","eurozone","tories","athen","europa","parlament","parlament","leanca","laender","roma","eurozone","europaeisches","nordafrikanischen","frankreichs","insel","italien","kuehlschrank","eu","jugendarbeitslosigkeit","frankreich","italienischen","griechen","premier","land","putin","land","wilders","wahl","spanien","frankreich","hollande","paris","camerons","grossbritannien","land","europa","silvio","londoner","eu","italienischen","europa","eu","tschechien","flucht","parteien","bruessel","abkommen","moskau","blocher","krimkrise","halbinsel","europaeischen","praesidenten","land","hollande","separatisten","putin","bashneft","pipelines","kreml","land","brexit","ukraine","premier","land","kosovaren","ukrainischen","kataloniens","spanischen","britische","tuerkei","podemos","referendum","europa","stimmen","kosovo","grossbritanniens","insel","referendum","austritt","koenigreich","may","dublin","theresa","kontinent","europaeischen","briten","fleming","mays","grossbritanniens","koenigreich","union","pfund","bruessel","regierung","generation","london","referendum","tuerkei","erdogan","of","ausstieg","pfund","theresa","fairbairn","parlament","deal","koenigreich","grenze","verschiebung","europaeische","british","deal","may","bruessel","premierminister","briten","tories","premierminister","boris","boris","grossbritannien","kommissionspraesidentin","premierminister","jahresende","grossbritannien","pfund","premierminister","fahrmeir","bruessel","premier","bruessel","regierung","dosen","erwachsenen","niederlande","fernández","eukommission","brexit","montag","top","seite","seite","gaspipeline","eukommission","regierung"
"14","thaksin","ecevit","mexiko","mrd","italien","bruessel","slowenien","brasilien","kommission","praesident","land","argentinischen","eukommission","praesidenten","iwf","russland","land","franzosen","waehrungsfonds","landes","praesident","fuerst","iwf","praesident","frankreich","mer","brasilien","russischen","frankreichs","bnp","parlament","krone","tuerkischen","la","michail","russlands","beitritt","praesident","litauische","union","kommunisten","mercosur","ignatjew","orban","bruesseler","barroso","mitgliedstaaten","tuerkischen","osteuropa","bruessel","kiews","frankreich","ungarn","franzosen","bruesseler","tnkbp","ukraine","monti","eu","frankreich","silva","premier","gazprom","de","spanischen","hirsi","viktor","europaeischen","russische","kommunisten","auslaendischen","gazprom","russlands","regierung","europas","blair","nicolas","praesident","kandidaten","land","briten","moskau","opposition","russischen","italien","landes","kroatien","land","gordon","praesident","leterme","berlusconi","russischer","premier","landes","europaeischen","putin","schweizer","polen","ungarn","reichsmark","reinfeldt","parlament","premier","europa","tuerkei","la","bruessel","argentinische","schweizer","dahlgren","europaeischen","griechen","ungarns","landes","ungarische","spanien","auslaendischer","cowen","landes","eindruck","frankreich","rehn","franzosen","berlusconi","griechenland","silvio","madrid","premier","land","pdl","regierung","premier","hollande","konservativen","nicolas","syriza","premier","landes","bruessel","marois","europaparlament","umfragen","orbán","monti","hollande","italien","thatcher","bruessel","tuerkische","alexej","fernández","bruessel","paris","ehemaligen","druck","russischen","kiew","bruessel","regierung","eu","van","rosneft","frankreich","eu","streubomben","chisinau","praesident","russen","britischen","austritt","grossbritannien","russischen","montag","referendum","parlament","regierung","partei","insel","parteien","slowakei","verbleib","verbleib","pfund","koenigreich","bruessel","londoner","londoner","bruessel","parlament","frankreich","referendum","insel","koenigreich","referendum","bruessel","regierung","austritt","regierung","union","barnier","verhandlungen","hammond","freihandelsabkommen","briten","rede","zoelle","insel","ungarischen","brexitverhandlungen","harten","republik","pfund","verhandlungen","koenigreich","koenigreich","harten","premierministerin","parlament","europaeischen","briten","schweiz","briten","premier","austritt","unterhaus","johnsons","pfund","premier","abkommen","zusaetzliche","london","britischen","grenfell","premier","regierung","pfund","wunderlich","insel","insel","regierung","stab","bruessel","eukommission","impfstoff","rumaenien","boris","weselsky","umfrage","steinmeier","schweiz","van","mitgliedstaaten","parlament","britische"
"15","iif","ukraine","europaeischen","mori","staaten","argentinien","solbes","de","trpeski","kvaerner","popular","iwf","praesident","abwertung","brasilien","sozialisten","russland","praesident","ecevit","milliarden","serra","anc","mexikanische","kandidaten","tuerkei","raffarin","eukommission","kirchner","brown","eubeitritt","menatep","forint","ungarn","mrd","land","balkan","europaeischen","brasilien","land","referendum","land","beitritt","ministerrat","sozialisten","paris","beitrittsverhandlungen","investoren","regierung","argentinische","auslaendische","kutschma","chodorkowskij","europaeischen","europas","frankreichs","mrd","villepin","kommission","paris","rat","ukrainischen","russische","premier","russischen","miller","frankreich","moskau","aussetzung","oesterreich","moskau","landes","land","hazell","frankreich","caracas","sarkozy","vertragsrecht","alain","atatuerk","guel","tories","cfius","premier","timoschenko","langguth","sozialisten","politische","dpj","labour","land","partei","westen","medwedjew","zuma","europaeischen","russen","russischen","ungarn","avignon","praesident","land","waheed","ukraine","opposition","russischen","schweiz","schweizer","denkmaeler","barroso","bulgarien","tuerkei","gordon","brown","europaeischen","regierung","borg","landes","putin","bruessel","europaeische","merkel","mittwoch","europa","buerokratie","lega","abgeordneten","regierungschef","korruption","land","europaeischen","parlament","veto","frankreichs","reformprogramm","italien","land","sozialist","samaras","bruessel","niederlande","liberaldemokraten","europaeer","merkel","amt","premierminister","italiener","tuerkei","premier","frankreich","verhandlungen","hollande","eu","ruecktritt","letta","alain","opposition","françois","svp","westen","bruessel","premier","franzoesischen","wirtschaftssanktionen","unabhaengigkeit","land","frankreich","jewtuschenkow","eu","parlament","praesident","russen","partei","putin","istanbul","europa","rico","istanbul","akp","mehrheit","januar","cameron","grossbritanniens","britischen","verbleib","insel","union","grossbritanniens","of","premierministerin","zugang","koenigreich","theresa","union","europa","theresa","austritt","irland","konservativen","tuerkei","regierung","theresa","mays","theresa","insel","premierministerin","bruessel","city","jaguar","regierung","insel","londoner","regierung","maerz","no","mays","premierministerin","london","bruessel","austritt","verlaengerung","parlament","verhandlungen","parlament","austritt","boris","boris","boris","premier","austritt","koenigreich","london","vergleiche","bailey","of","eukommission","briten","regierung","londoner","uk","seiten","woche","dombrovskis","jura","bruessel","vakzin","le","britischen","abkommen","lebensmittel","kommission","johnson","le","covax","leyen","johnson"
"16","bruessel","praesident","tuerkische","russischen","praesident","bartoszewski","tuerkei","zloty","auslaendischer","lateinamerika","kommission","landes","land","bruesseler","verfahren","de","frankreich","brasiliens","tuerkischen","dollar","wahlen","chile","mexikanischen","lula","bruessel","russischen","ankara","europa","crédit","paribas","moskau","monti","investoren","praesident","solbes","duma","verhandlungen","eumitgliedschaft","psoe","zypern","mexikos","frankreich","bruessel","rumaenien","premier","raffarin","land","istanbul","beitritt","moskau","pedro","putins","regierung","praesident","kaliningrad","praesident","de","eukommission","frankreich","de","parlament","europa","franzoesische","moskau","landes","de","italien","russische","prodi","beziehungen","mehrheit","regierung","parlament","prodi","paraguay","labour","tuerkischen","blairs","premier","moskauer","ogk","land","parteien","praesidenten","nairobi","tuerken","oesterreich","erdogan","putins","piraten","polen","praesident","politischen","kanada","wirtschaftsregierung","parlament","europaeischen","madrid","gagarin","bruessel","bundeskanzler","kasachstan","frankreich","nachfolge","polen","auslaendische","regierung","regierung","kommission","union","korruption","athener","parteien","schweden","wto","land","bevoelkerung","zustimmen","iren","berlusconis","union","bruessel","aserbaidschan","griechen","mailand","zeppelin","medwedjew","europaeischen","russische","ukraine","ungarn","briten","regierungschef","niederlande","landes","françois","françois","wahl","tageszeitung","umfragen","spaniens","franzosen","samaras","italienischen","grossbritanniens","sterne","landes","russische","land","sozialisten","navalny","italiens","frankreich","brignoles","kiew","machtkampf","juden","spanischen","berlusconi","cameron","europa","bruessel","putins","schotten","britischen","rumaenien","abkommen","stream","ostukraine","orbán","cameron","brexit","austritt","lira","russischen","tuerkei","politische","poroschenko","euaustritt","moskau","parteien","renzi","austritt","cameron","britische","koenigreich","osborne","union","regierungschefs","austritt","verhandlungen","erdogan","erdogan","brief","binnenmarkt","landes","londonderry","brexitverhandlungen","maerz","bruessel","rede","koenigreich","ottewell","mays","bric","reesmogg","verlassen","land","briten","wirtschaft","premierministerin","harten","cameron","londoner","uebergangsphase","unterhaus","grossbritanniens","theresa","bruessel","austritt","plaene","konservativen","bruessel","deal","parlament","johnsons","londoner","corbyn","union","regierung","abstimmungen","zweimal","ferrari","land","wirtschaftsleistung","boris","abkommen","bruessel","fischer","verhandlungen","koenigreich","amsterdam","kanton","johnson","binnenmarkt","kommission","premierminister","impfdosen","pharmaindustrie","laendern","britischen","karl","montag","regierung","versailles"
"17","venezuela","russischen","krise","jospin","union","berlusconi","kroatien","waehrung","mrd","tuerkei","banco","chirac","moskau","candela","berlusconi","franzoesischen","tuerkei","franzoesische","europaeischen","eu","landes","são","lateinamerika","venezuelas","praesident","bruessel","land","polnische","bruessel","polnischen","putin","russische","tuerkei","chodorkowskis","tuerkischen","miller","estland","russlands","union","parlament","zloty","pellissier","eukommission","medgyessy","griechenland","land","ungarn","europa","bulgarien","europaeischen","ukraine","rehn","gyurcsany","union","juschtschenko","land","praesidenten","parlament","franzoesische","kiew","blair","frankreichs","ukraine","budapest","gazprom","zapatero","region","thaksin","staatsstreich","gazprom","staedten","wahlen","russischen","praesident","europaeischen","russen","europa","gordon","russen","putin","nicolas","linke","konservativen","premier","politiker","pepsico","zuma","rutelli","sozialisten","russlands","praesident","suedossetien","motlanthe","anc","vertrag","frankreich","briten","regierung","rom","sofia","frankreich","tsvangirai","oesterreich","auslaendische","berlusconis","europa","ferrari","ungarn","streit","landes","frankreich","cameron","europa","slowakei","ukraine","osborne","portugal","einigung","knauf","chodorkowskij","frankreich","libyschen","kenny","mitgliedstaaten","zapatero","praesident","landes","europa","russlands","cameron","rajoy","rumaenien","franzoesischen","bruessel","polen","rajoy","land","mario","praesident","landes","europas","minister","waehler","landes","david","binnenmarkt","frankreich","sozialisten","frankreichs","sender","nawalnij","premier","franzosen","premierminister","oestlichen","landes","demonstranten","beitritt","konflikt","putins","reformen","regierungschefs","ukraine","pfund","cameron","poroschenko","vtb","kreml","russische","tonsen","dollar","austritt","moskau","pfund","madrid","abgeordneten","kiew","sothebys","bruessel","russland","london","insel","premier","referendum","land","johnson","europaeischen","abstimmung","verhandlungen","briten","union","austritt","eustaaten","land","grossbritanniens","praesidialsystem","konservativen","verhandlungen","referendum","erdogan","regierung","hammond","eustaaten","binnenmarkt","mays","union","briten","ankara","koenigreich","kontinent","honda","no","brexits","unternehmen","austritt","london","regierung","austritt","grossbritanniens","abkommen","ausstieg","europaeischen","abkommen","osborne","regierung","austritt","may","leyen","londoner","premierminister","premier","mehrheit","boris","beobachter","boris","newcastle","mehrheit","boucheron","eukommission","grossbritanniens","vereinigte","moderna","zeneca","unabhaengigkeit","europaeischen","britischen","australien","bilateralen","hoechste","montag","grossbritannien","boris","parlament","britische","kommission"
