"","Topic 1: Corporate Culture","Topic 2: EU Conflicts","Topic 3: Energy & Climate Change Mitigation","Topic 4: Companies & Markets","Topic 5: Geopolitics","Topic 6: Society","Topic 7: Financial Markets I","Topic 8: German Politics I","Topic 9: Miscellaneous","Topic 10: Financial Markets II","Topic 11: Leisure & Hospitality","Topic 12: Central banks","Topic 13: German Economy","Topic 14: German Politics II"
"15","digitalen","europaeischen","kohle","mill","ukraine","tun","rendite","berlin","erzaehlt","bank","berliner","draghi","investitionen","angela"
"16","intelligenz","tuerkei","produktion","vorstandschef","bush","zukunft","kredite","arbeit","stadt","aktienmarkt","hochschulen","notenbanken","deutlich","parteien"
"17","fuehrungskraefte","putin","eon","rund","irak","buerger","markt","kommunen","mutter","fed","gaeste","europaeischen","arbeitsmarkt","waehler"
"18","branche","pfund","barrel","analysten","amerika","staat","eigenkapital","regelung","spaeter","punkte","studium","dollar","prognose","wahl"
"19","software","moskau","verbraucher","uebernahme","putin","frage","aktien","muesse","jahre","minus","sport","europaeische","erwartet","stoiber"
"20","arbeiten","may","preis","geschaeftsjahr","amerikaner","politischen","vermoegen","rente","junge","rendite","mannschaft","euro","rezession","ministerpraesident"
"21","neue","russischen","rwe","konzerns","staaten","fragen","commerzbank","kommission","tag","papiere","verein","schulden","nachfrage","sozialdemokraten"
"22","beispiel","europa","kraftwerke","vw","trumps","bevoelkerung","altersvorsorge","gewerkschaft","buch","zinsen","kunst","usa","oekonomen","bundestag"
"23","mittelstaendler","polen","erdgas","volkswagen","praesidenten","wissen","mieten","bahn","kind","index","messen","rezession","erholung","wahlkampf"
"24","unternehmens","russische","erneuerbare","bayer","xi","brauchen","kaeufer","fordert","jungen","aktienmaerkte","fans","finanzmaerkte","weltwirtschaft","seehofer"
"25","produkte","referendum","anlagen","daimler","biden","verantwortung","mieter","gesetzlichen","schule","renditen","reisen","waehrung","firmen","merz"
"26","gruender","johnson","foerderung","verkauf","regierung","beispiel","risiken","vorschlag","sohn","experten","besucher","waehrungsunion","befragten","lindner"
"27","anbieter","praesident","deutschland","aktionaere","donald","marktwirtschaft","kapital","duerfen","zeit","quartal","liga","oekonomen","anstieg","bundestagswahl"
"28","unternehmer","premierminister","ausbau","bmw","westen","denken","bafin","regelungen","kindern","leitindex","hotels","zinssenkung","bip","berlin"
"29","berater","landes","opec","ersten","uspraesident","herr","renditen","entwurf","geschichte","maerkte","lesen","leitzinsen","kommenden","opposition"
"30","markt","koenigreich","landwirtschaft","lufthansa","israel","gerade","frankfurt","clement","alt","gewinne","touristen","kredite","rechnet","gruene"
"31","amazon","austritt","kosten","dollar","welt","sicherheit","institute","betriebe","hause","woche","euro","leitzins","verbraucher","liberalen"
"32","geschaeft","union","klimawandel","hersteller","demokraten","politische","sparer","massnahmen","macht","plus","koeln","krise","plus","regierung"
"33","deutschland","italien","bauern","sap","sanktionen","zeit","private","verfahren","uhr","morgan","hotel","maerkte","vorjahr","linken"
"34","chef","berlusconi","liter","konzernchef","republikaner","wohlstand","wirecard","sprecher","job","wall","bundesliga","wirtschaft","rechnen","soeder"
"35","telekom","kommission","emissionen","operative","amerikanischen","recht","anleihen","handelsblatt","sitzt","usnotenbank","klubs","wachstum","zahl","amt"
"36","technologie","sarkozy","wind","basf","nato","macht","risiko","gesetzentwurf","arbeit","markt","veranstalter","anleihen","gestiegen","bundeskanzler"
"37","familienunternehmen","ungarn","cent","ergebnis","russischen","wissenschaft","branche","betroffenen","bisschen","street","mark","staaten","prognosen","bayern"
"38","facebook","europaeische","nachfrage","kunden","afghanistan","geht","finanzkrise","urteil","alten","anlegern","wm","waehrungsfonds","monaten","politik"
"39","management","frankreichs","gruene","thyssenkrupp","soldaten","bildung","immobilienfonds","kosten","gibt","dow","tourismus","europa","umfrage","mehrheit"
"40","mittelstand","ukraine","wasser","konkurrenten","chinesen","buch","banker","bundes","stunden","freitag","spiele","finanzmaerkten","erwarten","linke"
"41","nutzer","cameron","bundesregierung","branche","new","glaube","versicherungen","bundestag","liebe","staatsanleihen","kuenstler","regierung","vergleich","merkels"
"42","microsoft","insel","jahr","vorjahr","russische","verstehen","deutschen","laender","konnte","fondsmanager","geschaeftsfuehrer","japan","minus","habeck"
"43","innovationen","grossbritanniens","bau","boersengang","volksrepublik","richtig","vermieter","regierung","haus","aktienkurse","klub","notenbanker","duerfte","gabriel"
"44","geschaeftsfuehrer","paris","grad","operativen","dollar","angst","investieren","heisst","kirche","boersianer","universitaeten","yen","stark","umfragen"
"45","informationen","argentinien","energieversorgung","autos","indien","system","eigentuemer","regeln","alte","aktienmaerkten","hannover","finanzminister","zweiten","gerhard"
"46","nutzen","russlands","habeck","vergangenen","region","braucht","immobilienmarkt","deutschland","frueher","vergangenen","veranstaltungen","bank","bruttoinlandsprodukt","ministerpraesidenten"
"47","technik","verhandlungen","branche","vorstand","hongkong","gesellschaftlichen","preise","koalition","film","fiel","universitaet","geld","china","westerwelle"
"48","apple","politische","gruenen","boerse","amerikanische","politiker","darlehen","gericht","lebt","aktienindex","hochschule","risiken","lage","stimmen"
"49","kuenstliche","abkommen","umwelt","aufsichtsrat","taiwan","entscheidungen","quadratmeter","geplante","beruf","haendler","flughafen","konjunktur","exporte","kanzleramt"
"50","gibt","eustaaten","netz","zahlen","moskau","vertrauen","kfw","forderung","mensch","titel","aussteller","inflationsrate","stimmung","olaf"
"51","technologien","eukommission","hersteller","unternehmens","landes","arbeit","kredit","gesetzliche","kopf","erwartet","quadratmeter","weltwirtschaft","vergangenen","kohl"
"52","startup","konservativen","oelpreis","porsche","york","generation","anbieter","rentenversicherung","geht","notierte","  ","trichet","ersten","minister"
"53","computer","franzoesischen","investitionen","halbjahr","amerikas","geschichte","allianz","forderte","gut","analyst","dortmund","zinssenkungen","halbjahr","bundeskanzlerin"
"54","berger","mehrheit","winter","ag","george","autor","wohnung","gesetzgeber","ging","commerzbank","hoeness","lagarde","wirtschaftsforschung","macron"
"55","gerade","franzosen","rohstoffe","dividende","europa","gefuehl","investment","union","angst","verlor","league","finanzkrise","arbeitslosigkeit","muentefering"
"56","beispielsweise","praesidenten","tonne","hauptversammlung","europaeer","rolle","hedgefonds","milliarden","gefuehl","mdax","senat","zentralbanken","wirtschaftsleistung","fraktion"
"57","partner","franzoesische","mengen","markt","armee","aufgabe","kaufen","mindestlohn","fragt","goldman","urlauber","spanien","preise","ampel"
"58","business","brasilien","stahl","verlust","beziehungen","grenzen","jahren","oeffentlichen","strasse","jones","spielen","regierungen","wirtschaftswachstum","politischen"
"59","beratung","erdogan","dollar","autobauer","vereinigten","darf","institut","vorschlaege","gerne","notenbanken","team","bernanke","branchen","gewaehlt"
"60","werbung","regierungschef","gold","fusion","westlichen","kapitalismus","finanzaufsicht","umsetzung","lang","deutlich","hansestadt","usnotenbank","steigen","laschet"
"61","cloud","premierministerin","rund","mitarbeiter","militaerische","lernen","investiert","erhalten","kunst","kurs","tui","chefvolkswirt","niveau","schaeuble"
"62","sap","le","bp","bank","jinping","begriff","ertraege","patienten","erinnert","rund","bachelor","greenspan","institut","bundesregierung"
"63","job","spanien","versorger","aktienkurs","syrien","falsch","investmentbanking","bundesfinanzminister","essen","unternehmen","muenchner","waehrungshueter","rund","sonntag"
"64","netz","theresa","markt","air","barack","ueberhaupt","geldhaeuser","arbeitsplaetze","wissen","maerkten","bremen","bundesbank","trotz","parteitag"
"65","neuen","politischen","landwirte","sparte","gewalt","gesellschaftliche","geschaeft","einfuehrung","bilder","erholung","gmbh","preisstabilitaet","gesunken","parteichef"
"66","industrie","boris","kohlendioxid","airbus","westliche","debatte","privaten","geplanten","gesagt","euro","zwei","duisenberg","insgesamt","buendnis"
"67","maschinen","sozialisten","nord","knapp","weissen","jahrhundert","transaktionen","darf","tod","jp","vereine","griechischen","jahres","steinbrueck"
"68","arbeitgeber","hollande","klima","gesamtjahr","fuehrung","laesst","bieten","kritik","geboren","wert","absolventen","milliarden","volkswirtschaft","koalitionspartner"
"69","online","europas","atomkraftwerke","management","arabischen","veraenderungen","miete","kassen","all","zaehler","swift","ezbrat","aussichten","wirtschaftsminister"
"70","unternehmensberatung","regierungschefs","fossilen","tochter","militaerischen","handeln","makler","kritisierte","kennt","goldpreis","sommer","griechenlands","eurozone","landtag"
"71","thema","tories","megawatt","kaeser","nordkorea","ordnung","finanzierung","bundesrat","karriere","bundesanleihen","stuttgart","griechische","punkte","landtagswahl"
"72","bereich","chirac","benzin","opel","militaer","schaffen","beispielsweise","beschlossen","glueck","donnerstag","rund","geldpolitischen","folge","schulz"
"73","produkt","de","jahren","uebernahmen","clinton","oekonomischen","haeuser","vorgaben","maedchen","konjunkturdaten","master","federal","steigende","abgeordneten"
"74","innovation","wahlen","waermepumpen","weltweit","politische","kultur","wert","ministerium","namen","stieg","frankfurt","ezbpraesident","konjunkturelle","linkspartei"
"75","studie","londoner","kernenergie","stieg","partei","institutionen","kauf","gutachten","zwei","verluste","hsv","athen","haushalte","horst"
"76","digital","partei","autos","analyst","nahen","integration","privatanleger","koenne","arbeiten","stimmung","platz","senken","wirtschaftliche","finanzminister"
"77","kollegen","wladimir","erdoel","fahrzeuge","frieden","interessen","kosten","rechtsunsicherheit","geld","dienstag","schueler","zinserhoehung","einbruch","wahlen"
"78","konzerne","beitritt","millionen","abschreibungen","russlands","dinge","milliarden","bdi","draussen","erwarten","schalke","deflation","wachsen","buerger"
"79","silicon","macron","erneuerbarer","marken","regime","weise","wertpapiere","kritisiert","reden","fonds","urlaub","laender","produktion","kandidaten"
"80","haeufig","bruesseler","produzieren","mercedes","kongress","glauben","verkauf","millionen","musik","verloren","stadion","mario","laut","politiker"
"81","kommunikation","tuerkische","erde","verkauft","terror","wissenschaftler","lebensversicherung","eukommission","generation","bonds","drei","portugal","zahlen","regieren"
"82","wettbewerb","neuwahlen","energiepolitik","finanzvorstand","internationale","jahrhunderts","wohnen","wirtschaftsminister","roman","duerften","olympischen","euros","studie","steinmeier"
"83","heute","mitgliedstaaten","energietraeger","manager","li","herausforderungen","ackermann","behoerde","irgendwann","gestiegen","nuernberg","liquiditaet","einzelhandel","politische"
"84","deutschen","england","stromerzeugung","produktion","politischen","probleme","geldanlage","fordern","los","duerfte","polizei","notenbankchef","konsumenten","themen"
"85","deutsche","aussenminister","kohlekraftwerke","kosten","osten","fuehrt","anlegern","minister","gemacht","rezession","uni","eurolaender","usa","rede"
"86","ag","italiens","fleisch","gm","w","problem","kapitalmarkt","arbeitsmarkt","erzaehlen","marke","kultur","uswirtschaft","staerker","debatte"
"87","geschaeftsmodelle","iwf","kilometer","marke","usregierung","politisch","muenchen","haushalt","gesicht","new","meter","massnahmen","leicht","kabinett"
"88","siemens","binnenmarkt","atomkraft","finanzchef","konflikt","forschung","investments","forderungen","kleine","vermoegensverwalter","bau","unsicherheit","erwartungen","edmund"
"89","kunde","wirtschaft","stream","wettbewerber","truppen","mag","krediten","finanzminister","freunde","zehnjaehrigen","galerie","reformen","experten","helmut"
"90","chefs","tuerkischen","betrieb","autoindustrie","taliban","finden","laufzeit","cdu","schueler","unsicherheit","sponsoren","reserve","krise","berliner"
"91","fragen","madrid","eeg","insgesamt","verbuendeten","oekonomische","einlagen","fall","maennern","oelpreis","veranstaltung","eurostaaten","instituts","konservativen"
"92","valley","opposition","gigawatt","milliarde","japan","gerechtigkeit","konditionen","mrd","wort","indizes","spiel","staatsverschuldung","steigenden","muesse"
"93","gut","juncker","tiere","erwartet","terroristen","wandel","deutsche","beitraege","jahren","sachs","galerien","irland","zuwachs","baerbock"
"94","stellen","nordirland","strompreise","gut","wladimir","fortschritt","landesbanken","zusaetzliche","schoen","mittwoch","borussia","erholung","einschaetzung","christian"
"95","team","kontinent","teurer","audi","waffen","art","regel","staat","buero","uswirtschaft","wohnungen","verschuldung","sank","friedrich"
"96","mittelstaendische","russen","versorgungssicherheit","absatz","mexiko","medien","zehn","hartz","augen","stand","leipzig","gefahr","export","parlament"
"97","it","reformen","erwaermung","steuern","suedkorea","ungleichheit","haus","aerzte","stolz","knapp","duesseldorf","weidmann","lag","buergermeister"
"98","buero","konservative","fossile","nettogewinn","krieges","fehler","ikb","foerderung","art","markets","champions","griechen","vormonat","rotgruen"
"99","media","stimmen","subventionen","muenchener","teheran","bundesrepublik","portfolio","steuer","wusste","strategen","thomas","finanzsystem","ausgaben","landtagswahlen"
"100","entwickeln","deal","teuer","laufenden","kim","sinne","grossbanken","vorhaben","gern","steigende","zuschauer","anleihekaeufe","volkswirte","kritik"
"101","belegschaft","parteien","lebensmittel","teilte","nationen","antwort","produkte","klage","lehrer","geldpolitik","tuerkei","schaeuble","oecd","nordrheinwestfalen"
"102","arbeitet","korruption","betreiber","drei","demokratie","werte","jain","behoerden","the","montag","semester","oekonom","diw","fischer"
"103","vorstand","labour","anlage","monaten","putins","mensch","bonitaet","vorliegt","alter","stark","schulen","geldmenge","hohen","wolfgang"
"104","arbeit","irland","energiewirtschaft","gestern","terrorismus","leute","unternehmen","kuendigungsschutz","heimat","kursen","a","maerkten","dritten","bundespraesident"
"105","plattform","ministerpraesident","kilowattstunde","belegschaft","joe","idee","hohe","gelten","abend","s","berlins","glaeubiger","privaten","wolle"
"106","anbieten","einigung","windkraft","umsatzes","russen","realitaet","beispiel","solle","familien","usdollar","abgesagt","sitzung","milliarden","sachsen"
"107","branchen","monti","shell","konzerne","angriff","all","aktienfonds","bundesagentur","ddr","zaehlern","angaben","wirtschaftsleistung","durchschnitt","abgeordnete"
"108","geraete","europaeer","bundesnetzagentur","autohersteller","wto","moderne","landesbank","koalitionsvertrag","tun","p","adidas","esm","ausland","spdchef"
"109","gute","auslaendische","technologien","aktionaeren","aussenpolitik","antworten","verkauft","hans","lesen","inflation","hauptstadt","vertrauen","inflation","waehlern"
"110","investieren","finanzminister","diesel","marktfuehrer","saudiarabien","aengste","gibt","rentner","kurz","steigen","paris","japans","gegenueber","waehlen"
"111","geschaeftsmodell","slowakei","emissionshandel","ebit","asien","zeiten","kreditinstitute","hoehe","ersten","konjunktur","studierenden","preise","bruttoinlandsprodukts","wulff"
"112","entwickelt","abstimmung","kernkraftwerke","bilanz","auslaendische","sinn","ubs","beschaeftigte","sitzen","investment","barcelona","steigen","laufenden","fraktionschef"
"113","weltweit","kreml","windraeder","steigern","westens","erleben","verkaufen","vorschriften","publikum","stanley","stattfinden","zinserhoehungen","naechsten","schroeders"
"114","umsatz","beziehungen","weltweit","umsaetze","afrika","neue","kunde","richter","minuten","stoxx","sammler","zinsschritt","optimismus","ampelkoalition"
"115","erfolg","brown","energy","anteile","internationalen","einzelnen","jahre","bundesverband","gerade","nasdaq","teams","billionen","prozentpunkte","schuldenbremse"
"116","bertelsmann","putins","verbrauch","deutlich","laender","oeffentlichkeit","objekte","erklaerte","polizei","kursgewinne","hamburgs","italiens","konjunkturellen","land"
"117","bietet","verfassung","stromversorgung","rechnet","islamischen","diskussion","hohen","bundeslaender","welt","steigenden","gebaeude","italienische","prognostiziert","csuchef"
"118","prozesse","pen","energieagentur","loescher","nation","sozialer","wohnimmobilien","gesetzlich","arbeitet","asset","pro","italienischen","stieg","ruettgers"
"119","datenschutz","mrd","sonne","chrysler","sicherheit","genau","gebuehren","beschaeftigung","dinge","anstieg","bundesweit","erhoehen","beschaeftigung","pds"
"120","technischen","parlamentswahlen","bauen","erwirtschaftet","pakistan","wirklichkeit","estate","arbeitslosen","schriftsteller","monaten","st","finanzpolitik","ifoinstitut","gegner"
"121","geht","umfragen","preisen","laufende","chinesischer","themen","credit","krankenkassen","tage","kursverluste","seite","basispunkte","zeigt","thema"
"122","beschaeftigten","lateinamerika","reaktoren","prognose","pekings","umgang","lebensversicherungen","pruefen","leuten","york","zahl","eurokrise","abschwung","mueller"
"123","knowhow","staaten","kuenast","vorjahreszeitraum","zoelle","krisen","verluste","zahlen","lieber","china","kunstmarkt","geldpolitische","trend","franz"
"124","homeoffice","david","kupfer","erloese","saddam","eigene","rund","lohn","lebens","lag","airlines","volkswirte","dihk","koch"
"125","eigene","tschechien","produziert","airlines","obamas","entwicklung","jahr","steuern","freund","hsbc","spanien","euroland","unsicherheit","bund"
"126","standort","schottland","gebaut","zukaeufe","iranischen","oekonomie","finanzbranche","staatliche","mag","zugelegt","ort","washington","unsicherheiten","streit"
"127","plattformen","  ","uniper","henkel","vereinten","land","westlb","industrie","fernsehen","legte","samstag","investoren","hohe","roesler"
"128","aufsichtsrat","ankara","rohoel","minus","kampf","bedeutet","geldhaus","aenderungen","tochter","deutsche","staatsanwaltschaft","waehrungen","vierten","kandidat"
"129","konkurrenz","rumaenien","produkte","kuendigte","bevoelkerung","geworden","hoehere","verordnung","laesst","dz","reiseveranstalter","wechselkurs","kurzarbeit","ruecktritt"
"130","netzwerk","blair","produzenten","fluggesellschaft","aegypten","geben","verbraucherzentrale","bundeswirtschaftsminister","gott","kgv","tage","niedrigen","branche","lafontaine"
"131","angebote","nationalen","kapazitaeten","verkaufen","staatsfuehrung","thema","zins","gesetzes","journalisten","nachmittag","premiere","hoehere","daten","bundeswehr"
"132","gegruendet","staatspraesident","stadtwerke","marktanteil","uspraesidenten","ideen","lebensversicherer","antrag","fand","meint","branche","institute","bundesregierung","reformen"
"133","gmbh","gazprom","e","zulieferer","john","fuehlen","dresdner","iv","steht","bewertet","deutschen","amerikanische","einkommen","rotgruenen"
"134","erfahrung","spanischen","gefoerdert","bosch","sieg","strukturen","basel","verdi","hoert","sp","studiengaenge","schuldenkrise","institute","zustimmung"
"135","schnell","kiew","klimawandels","abgelaufenen","weisse","wahrheit","versicherungswirtschaft","wolfgang","lange","bewertungen","start","staatsschulden","duerften","legislaturperiode"
"136","qualitaet","griechenland","waerme","wegen","demokratischen","fuehren","mrd","loesung","findet","gestern","professoren","amerikanischen","angesichts","runde"
"137","wissen","unterhaus","netzbetreiber","monsanto","strafzoelle","weit","pro","buerger","deutsch","stiegen","besuchern","of","iwf","sigmar"
"138","mittelstaendischen","abgeordneten","fass","continental","haus","lassen","rating","klagen","begann","schwellenlaendern","restaurants","niedrig","statistische","links"
"139","systeme","wahl","fukushima","kerngeschaeft","iranische","gegenteil","anteil","moeglich","auto","notiert","dfb","folgen","sechs","hessen"
"140","kleine","rom","jaehrlich","mitarbeitern","reich","erkennen","immobilienpreise","arbeitslose","dorf","wochen","ausbildung","wirtschaftswachstum","zulegen","beck"
"141","service","barroso","ausstoss","geschaefte","volk","bedeutung","verbraucherschuetzer","wirtschaft","geworden","depot","koelner","stark","bundesamt","thueringen"
"142","hersteller","moskauer","schiffe","neun","israels","erfolg","hoehe","arbeitslosengeld","meter","juengsten","museen","jeanclaude","aktuelle","generalsekretaer"
"143","meist","polnischen","gruener","konnte","aussenminister","generationen","laut","steuerreform","bild","fielen","taylor","volkswirtschaften","knapp","liberale"
"144","befragten","la","mill","general","hauptstadt","sozial","liquiditaet","zahl","fotos","management","pandemie","gesenkt","schwache","koehler"
"145","finden","seite","iea","angekuendigt","kalten","mittelschicht","niedrigen","sprecherin","kollegen","nachrichten","menschen","null","sinken","vorsitzenden"
"146","erfolgreich","sunak","klimaziele","zweiten","abkommen","grosse","erwirtschaften","gebe","klingt","merrill","studieren","inflationsraten","iw","innenminister"
"147","betrieb","euaustritt","pflanzen","konkurrenz","demokratische","reden","equity","betrieben","ort","finanzmaerkten","oesterreich","ezbchef","aktuellen","niederlage"
"148","produkten","schweiz","russland","groessten","treffen","stimmt","geschaeftsfuehrer","streit","erlebt","rechnen","arena","prozentpunkt","stagnation","frage"
"149","bieten","medwedjew","erderwaermung","sank","amerikanern","verhalten","anlage","einigung","bruder","groessten","buergermeister","japanische","auswirkungen","volkspartei"
"150","ideen","brexits","meter","group","yuan","vielmehr","investmentfonds","geben","dachte","ubs","angebot","tsipras","laufende","vorsitzende"
"151","mckinsey","italienische","pipeline","kapitalerhoehung","globalen","migration","anlegen","kompromiss","nacht","positive","fliegen","land","optimistisch","regiert"
"152","handelsblatt","vereinigten","windparks","trotz","korruption","herausforderung","versicherung","vorstoss","studiert","bundesanleihe","teilnehmer","lage","ausfuhren","regierungschef"
"153","transformation","vertrag","anteil","dritten","bedrohung","loesen","vermoegensverwaltung","arbeiten","moechte","schwankungen","ausstellungen","defizit","gewachsen","aussenminister"
"154","nachhaltigkeit","vereinigte","gaskraftwerke","elektroautos","anschlaege","fluechtlinge","angebot","hiess","herum","waehrungen","berichtet","stabilitaet","maschinenbau","christdemokraten"
"155","wirtschaftspruefer","josé","hohen","telekom","eu","richtige","real","grundsaetzlich","jugend","yen","stiftung","fedchef","laendern","nrw"
"156","post","warschau","kraftwerken","lag","militaerisch","armut","frankfurter","bundesverfassungsgericht","erste","edelmetall","staedte","japanischen","handelsblatt","gesagt"
"157","kuenstlicher","minister","verbraucht","handelsblatt","eskalation","chance","schweizer","gefordert","geschrieben","erwartungen","fifa","kreditvergabe","weltkonjunktur","demokratie"
"158","verlage","italienischen","oekostrom","beteiligung","kreml","besteht","kreditvergabe","leistungen","gehoert","unten","museum","internationalen","gewerbe","rechten"
"159","zukunft","françois","eu","geplant","shanghai","erklaeren","papiere","hundt","morgen","waehrung","vertrag","zins","wachstums","reihen"
"160","einsatz","waehrung","saudiarabien","plus","fuehrer","natur","aufsicht","heil","kennen","dividenden","vereins","strukturreformen","statistischen","frau"
"161","roland","mexiko","ziele","kauf","amtszeit","loesungen","postbank","erhoehung","verlag","lynch","plaetze","erwartet","zurueckgegangen","neuwahlen"
"162","marketing","investoren","teyssen","fuenf","spannungen","politischer","suisse","recht","faehrt","schwellenlaender","kiel","alan","anteil","agenda"
"163","taetig","leyen","energiekonzerne","groesste","bushs","oeffentlichen","aktionaere","schmidt","schaut","gemeinschaftswaehrung","flughaefen","bundesbankpraesident","arbeitslosenquote","vizekanzler"
"164","gefragt","orbán","menge","winterkorn","israelischen","sehen","eigentumswohnungen","vereinbart","gelernt","positiv","amoc","anstieg","positive","guido"
"165","beschaeftigt","zollunion","fahrzeuge","ende","hamas","professor","summe","schutz","wohnung","unternehmensanleihen","ausstellung","schuldenschnitt","belebung","bayerische"
"166","genau","europaparlament","oekologischen","angaben","tuerkei","erkenntnis","wohnungsmarkt","beschluss","buecher","investmentbank","hertha","teuerung","wachstumsraten","badenwuerttemberg"
"167","dienstleistungen","viktor","solaranlagen","ebitda","verteidigung","fehlt","beteiligungen","erbschaftsteuer","stunde","capital","region","fiskalpolitik","handel","grosse"
"168","bitkom","polens","netze","erklaerte","anschlaegen","gesellschaften","aufseher","entscheidung","fahren","talfahrt","mio","chefoekonom","april","anhaenger"
"169","app","silvio","windenergie","holding","schanghai","reformen","gesellschaften","einnahmen","wasser","quartalszahlen","reise","prozentpunkte","unten","markus"
"170","lernen","amt","elektroautos","boeing","unterstuetzung","funktioniert","meist","fdp","kultur","hoeher","winter","donnerstag","hoehere","konservative"
"171","rtl","waehler","atomausstieg","margen","kabul","jahrzehnte","neugeschaeft","arbeitgebern","sah","zehnjaehrige","bewerber","spielraum","juli","kanzlers"
"172","konkurrenten","bulgarien","klimapolitik","hiess","september","form","deutlich","dihk","morgens","niveau","buchungen","verhindern","ifw","bayerns"
"173","schneller","laender","zehn","legte","kommunistischen","parteien","erzielen","praxis","wollten","gefallen","corona","pleite","betriebe","reden"
"174","brauchen","nicolas","atomenergie","nachfrage","pekinger","veraendern","risikovorsorge","verpflichtet","abends","risiken","olympia","powell","hierzulande","lager"
"175","lieferanten","polnische","nordsee","werk","ukrainischen","stellen","privatkundengeschaeft","verbaende","wirkt","rally","oktober","lira","gesamtjahr","niedersachsen"
"176","anwendungen","waehrungsfonds","energieversorger","metro","hussein","krise","verkaeufer","altmaier","spass","kletterte","madrid","christine","wegen","republik"
"177","vertrieb","unabhaengigkeit","autofahrer","firma","republikanischen","laendern","riesterrente","zustaendigen","ziemlich","marktteilnehmer","sonntag","kurs","drittel","juergen"
"178","sat","verbleib","china","konkurrent","kiew","westen","vergangenen","einkommen","geschichten","feinunze","gebaut","volkswirtschaft","schrumpfen","verantwortung"
"179","fuehrungskraeften","italiener","energieeffizienz","gewinne","konflikte","sprache","alter","ausgaben","hoeren","landesbank","mitarbeiter","politik","gfk","abstimmung"
"180","roboter","westen","region","strategie","bagdad","solidaritaet","gebaeude","betonte","spricht","handel","de","risiko","kraeftig","rechts"
"181","ingenieure","woche","kanada","chef","weltkrieg","verstaendnis","vermoegensverwalter","arbeitnehmern","machte","kursgewinnverhaeltnis","spielern","rom","binnennachfrage","bayerischen"
"182","consulting","politisch","hektar","jahres","polizei","vergangenheit","wohnraum","pflicht","sprache","kaufen","gaesten","lockerung","gestiegenen","nachfolger"
"183","aufgaben","sanktionen","vattenfall","marge","sowjetunion","gut","raet","faellen","lernen","notenbank","werder","efsf","ausfallen","sozialdemokratischen"
"184","konzern","streit","leistung","cashflow","wirtschaft","wettbewerb","sparkasse","anfrage","schrieb","eurozone","coronavirus","schwellenlaender","wachstumsprognose","fluechtlinge"
"185","managern","harten","herstellung","ceo","handel","letztlich","experten","vorsitzende","hand","zentralbank","pink","bip","stiegen","fdpchef"
"186","grosse","istanbul","wald","verluste","meer","forscher","pleite","zeitarbeit","stimme","entwicklung","flaechen","krediten","vorquartal","krampkarrenbauer"
"187","forschung","parlamentswahl","kernkraft","allianz","indiens","these","insgesamt","notwendig","liess","kursziel","flaeche","bruttoinlandsprodukts","positiv","kraft"
"188","personal","of","bedarf","aufsichtsratschef","vietnam","veraenderung","depot","vorgesehen","tuer","stratege","reisebueros","schritt","liegt","stimme"
