"","Topic 1: Corporate Culture","Topic 2: EU Conflicts","Topic 3: Energy & Climate Change Mitigation","Topic 4: Companies & Markets","Topic 5: Geopolitics","Topic 6: Society","Topic 7: Financial Markets I","Topic 8: German Politics I","Topic 9: Miscellaneous","Topic 10: Financial Markets II","Topic 11: Leisure & Hospitality","Topic 12: Central banks","Topic 13: German Economy","Topic 14: German Politics II"
"33","geschaeft","union","bauern","sap","sanktionen","zeit","private","verfahren","macht","woche","bundesliga","krise","vorjahr","linken"
"34","amazon","kommission","liter","konzernchef","republikaner","wohlstand","wirecard","sprecher","job","plus","hotel","wirtschaft","zahl","habeck"
"35","chef","berlusconi","emissionen","kunden","demokraten","macht","anleihen","handelsblatt","sitzt","usnotenbank","klubs","wachstum","rechnen","soeder"
"36","telekom","sarkozy","wind","operative","amerikanischen","recht","risiko","betroffenen","arbeit","markt","veranstalter","staaten","gestiegen","amt"
"37","familienunternehmen","europaeische","gruene","basf","russischen","wissenschaft","branche","gesetzentwurf","bisschen","street","mark","anleihen","prognosen","bundeskanzler"
"38","nutzer","ungarn","nachfrage","ergebnis","afghanistan","geht","immobilienfonds","urteil","alten","anlegern","wm","waehrungsfonds","monaten","mehrheit"
"39","management","frankreichs","cent","thyssenkrupp","soldaten","buch","finanzkrise","kosten","gibt","dow","kuenstler","finanzmaerkten","umfrage","linke"
"40","facebook","paris","bundesregierung","konkurrenten","russische","glaube","banker","bundestag","stunden","freitag","spiele","europa","vergleich","politik"
"41","innovationen","ukraine","habeck","branche","volksrepublik","bildung","versicherungen","bundes","liebe","staatsanleihen","tourismus","notenbanker","erwarten","bayern"
"42","mittelstand","cameron","wasser","vorjahr","chinesen","verstehen","preise","laender","konnte","aktienkurse","klub","regierung","minus","umfragen"
"43","microsoft","grossbritanniens","bau","boersengang","new","richtig","immobilienmarkt","heisst","haus","fondsmanager","geschaeftsfuehrer","japan","duerfte","merkels"
"44","nutzen","insel","grad","autos","dollar","angst","deutschen","regeln","kirche","vergangenen","universitaeten","yen","stark","gabriel"
"45","informationen","argentinien","energieversorgung","vergangenen","taiwan","system","eigentuemer","regierung","lebt","boersianer","veranstaltungen","bank","bruttoinlandsprodukt","gerhard"
"46","geschaeftsfuehrer","verhandlungen","jahr","operativen","indien","braucht","vermieter","deutschland","alte","aktienmaerkten","hannover","finanzminister","zweiten","ministerpraesidenten"
"47","technik","russlands","gruenen","boerse","europa","gesellschaftlichen","darlehen","koalition","frueher","fiel","universitaet","konjunktur","china","stimmen"
"48","kuenstliche","politische","branche","vorstand","moskau","entscheidungen","investieren","geplante","film","aktienindex","hochschule","risiken","lage","olaf"
"49","technologien","abkommen","umwelt","aufsichtsrat","region","politiker","quadratmeter","gericht","beruf","haendler","flughafen","inflationsrate","exporte","westerwelle"
"50","startup","franzoesischen","netz","porsche","amerikanische","vertrauen","kfw","milliarden","kopf","titel","aussteller","geld","stimmung","kanzleramt"
"51","apple","eukommission","hersteller","zahlen","hongkong","geschichte","kredit","gesetzliche","mensch","erwartet","quadratmeter","weltwirtschaft","vergangenen","kohl"
"52","gibt","eustaaten","oelpreis","unternehmens","landes","arbeit","wohnung","forderung","fragt","analyst","  ","zinssenkungen","ersten","ampel"
"53","computer","konservativen","investitionen","halbjahr","amerikas","generation","anbieter","union","gut","notierte","league","lagarde","halbjahr","minister"
"54","gerade","franzosen","rohstoffe","dividende","york","gefuehl","allianz","rentenversicherung","geht","commerzbank","dortmund","trichet","wirtschaftsforschung","bundeskanzlerin"
"55","berger","mehrheit","stahl","ag","europaeer","autor","investment","gesetzgeber","angst","verlor","hoeness","finanzkrise","arbeitslosigkeit","fraktion"
"56","beispielsweise","praesidenten","winter","autobauer","armee","rolle","hedgefonds","forderte","strasse","goldman","urlauber","zentralbanken","wirtschaftsleistung","macron"
"57","sap","franzoesische","mengen","markt","george","grenzen","kaufen","oeffentlichen","ging","mdax","senat","spanien","preise","muentefering"
"58","partner","brasilien","tonne","hauptversammlung","beziehungen","aufgabe","jahren","umsetzung","gefuehl","deutlich","team","regierungen","wirtschaftswachstum","politischen"
"59","beratung","le","dollar","verlust","militaerische","darf","institut","vorschlaege","gerne","kurs","spielen","usnotenbank","branchen","gewaehlt"
"60","cloud","regierungschef","gold","fusion","jinping","lernen","finanzaufsicht","erhalten","lang","unternehmen","hansestadt","bernanke","institut","laschet"
"61","business","erdogan","waermepumpen","mitarbeiter","vereinigten","falsch","ertraege","mindestlohn","essen","jones","tui","chefvolkswirt","steigen","schaeuble"
"62","job","premierministerin","rund","aktienkurs","westlichen","ueberhaupt","geldhaeuser","patienten","wissen","notenbanken","bachelor","bundesbank","niveau","bundesregierung"
"63","werbung","spanien","kohlendioxid","bank","syrien","kapitalismus","investmentbanking","bundesfinanzminister","kunst","rund","muenchner","waehrungshueter","rund","sonntag"
"64","maschinen","politischen","markt","sparte","barack","begriff","investiert","geplanten","erinnert","maerkten","bremen","greenspan","gesunken","parteitag"
"65","neuen","theresa","bp","air","weissen","laesst","geschaeft","arbeitsplaetze","geboren","wert","gmbh","preisstabilitaet","trotz","buendnis"
"66","produkt","macron","klima","airbus","militaerischen","gesellschaftliche","miete","einfuehrung","gesagt","erholung","swift","duisenberg","insgesamt","parteichef"
"67","netz","sozialisten","versorger","knapp","westliche","debatte","transaktionen","darf","bilder","euro","zwei","griechischen","volkswirtschaft","koalitionspartner"
"68","innovation","boris","atomkraftwerke","management","fuehrung","ordnung","privaten","kritik","glueck","jp","vereine","milliarden","aussichten","wirtschaftsminister"
"69","arbeitgeber","europas","fossilen","gesamtjahr","gewalt","jahrhundert","bieten","kassen","all","goldpreis","sommer","ezbrat","jahres","landtagswahl"
"70","industrie","hollande","landwirte","tochter","arabischen","veraenderungen","haeuser","beschlossen","kennt","zaehler","absolventen","griechenlands","folge","steinbrueck"
"71","thema","regierungschefs","nord","weltweit","russlands","handeln","finanzierung","kritisierte","namen","fonds","stuttgart","geldpolitischen","punkte","abgeordneten"
"72","bereich","de","megawatt","uebernahmen","militaer","schaffen","makler","vorgaben","tod","stieg","master","griechische","eurozone","landtag"
"73","online","tories","benzin","kaeser","nordkorea","institutionen","beispielsweise","bundesrat","maedchen","bundesanleihen","frankfurt","federal","steigende","finanzminister"
"74","unternehmensberatung","chirac","kernenergie","opel","politische","integration","wohnen","gutachten","karriere","verluste","rund","senken","konjunkturelle","friedrich"
"75","studie","wahlen","jahren","stieg","clinton","oekonomischen","wert","ministerium","zwei","donnerstag","hsv","ezbpraesident","wirtschaftliche","linkspartei"
"76","digital","londoner","autos","marken","partei","kultur","verkauf","koenne","arbeiten","konjunkturdaten","platz","athen","haushalte","schulz"
"77","wettbewerb","partei","produzieren","mercedes","frieden","dinge","kauf","kritisiert","erzaehlen","stimmung","schueler","zinserhoehung","laut","horst"
"78","kollegen","wladimir","erdoel","fahrzeuge","regime","interessen","kosten","rechtsunsicherheit","draussen","erwarten","urlaub","laender","einbruch","wahlen"
"79","konzerne","beitritt","erneuerbarer","abschreibungen","nahen","glauben","privatanleger","millionen","irgendwann","dienstag","schalke","deflation","wachsen","buerger"
"80","silicon","bruesseler","millionen","analyst","zoelle","probleme","wertpapiere","bdi","los","bonds","stadion","portugal","zahlen","steinmeier"
"81","haeufig","mitgliedstaaten","energietraeger","verkauft","kongress","herausforderungen","milliarden","fordern","freunde","gestiegen","polizei","mario","produktion","regieren"
"82","kommunikation","neuwahlen","erde","manager","internationale","weise","lebensversicherung","haushalt","reden","verloren","olympischen","euros","studie","politiker"
"83","heute","tuerkische","energiepolitik","finanzvorstand","verbuendeten","problem","muenchen","wirtschaftsminister","geld","duerften","kultur","liquiditaet","konsumenten","kandidaten"
"84","deutschen","england","stromerzeugung","autoindustrie","li","politisch","ackermann","eukommission","musik","duerfte","nuernberg","notenbankchef","leicht","politische"
"85","deutsche","aussenminister","atomkraft","produktion","mexiko","wissenschaftler","geldanlage","behoerde","generation","vermoegensverwalter","drei","uswirtschaft","staerker","themen"
"86","ag","italiens","kohlekraftwerke","wettbewerber","konflikt","fuehrt","anlegern","forderungen","roman","rezession","uni","eurolaender","einzelhandel","debatte"
"87","geschaeftsmodelle","iwf","strompreise","marke","usregierung","mag","kapitalmarkt","staat","gemacht","marke","meter","unsicherheit","instituts","rede"
"88","kunde","wirtschaft","kilometer","kosten","truppen","jahrhunderts","konditionen","minister","kleine","sachs","galerie","reserve","experten","kabinett"
"89","fragen","binnenmarkt","fleisch","finanzchef","terror","medien","krediten","arbeitsmarkt","schueler","uswirtschaft","bau","massnahmen","krise","edmund"
"90","chefs","tuerkischen","gigawatt","insgesamt","wladimir","forschung","investments","finanzminister","gesicht","zehnjaehrigen","veranstaltung","reformen","zuwachs","berliner"
"91","valley","madrid","betrieb","gm","politischen","finden","laufzeit","cdu","schoen","new","sponsoren","staatsverschuldung","erwartungen","helmut"
"92","siemens","opposition","stream","milliarde","osten","art","einlagen","zusaetzliche","maennern","indizes","spiel","eurostaaten","usa","parlament"
"93","gut","juncker","eeg","audi","w","oekonomische","haus","beitraege","jahren","knapp","champions","verschuldung","steigenden","christian"
"94","entwickeln","nordirland","erwaermung","gut","suedkorea","wandel","regel","fall","buero","unsicherheit","galerien","irland","lag","baerbock"
"95","stellen","konservative","teurer","erwartet","japan","gerechtigkeit","zehn","mrd","wort","oelpreis","borussia","erholung","einschaetzung","muesse"
"96","team","kontinent","versorgungssicherheit","absatz","taliban","fortschritt","landesbanken","foerderung","stolz","stand","duesseldorf","gefahr","sank","konservativen"
"97","it","deal","subventionen","nettogewinn","waffen","fehler","deutsche","vorhaben","wusste","mittwoch","leipzig","weidmann","export","buergermeister"
"98","buero","russen","fossile","muenchener","krieges","ungleichheit","ikb","hartz","augen","markets","wohnungen","anleihekaeufe","ausgaben","schuldenbremse"
"99","mittelstaendische","reformen","tiere","steuern","putins","sinne","grossbanken","aerzte","familien","strategen","a","finanzsystem","oecd","rotgruen"
"100","media","stimmen","teuer","teilte","terroristen","antwort","portfolio","steuer","lehrer","steigende","thomas","griechen","volkswirte","landtagswahlen"
"101","arbeitet","parteien","betreiber","monaten","joe","leute","produkte","behoerden","gern","montag","semester","schaeuble","vormonat","kritik"
"102","belegschaft","korruption","anlage","autohersteller","nationen","bundesrepublik","jain","vorliegt","art","stark","zuschauer","oekonom","hohen","wolle"
"103","arbeit","labour","windkraft","laufenden","demokratie","idee","hohe","klage","heimat","kursen","tuerkei","maerkten","diw","bundespraesident"
"104","investieren","irland","lebensmittel","drei","kim","werte","unternehmen","gelten","alter","geldpolitik","schulen","sitzung","dritten","wolfgang"
"105","vorstand","ministerpraesident","kilowattstunde","konzerne","russen","all","bonitaet","solle","abend","usdollar","berlins","geldmenge","privaten","fischer"
"106","geraete","einigung","technologien","belegschaft","teheran","mensch","landesbank","kuendigungsschutz","sitzen","steigen","abgesagt","glaeubiger","inflation","nordrheinwestfalen"
"107","plattform","monti","energiewirtschaft","umsatzes","angriff","realitaet","verkauft","koalitionsvertrag","the","s","angaben","wirtschaftsleistung","durchschnitt","sachsen"
"108","anbieten","europaeer","bundesnetzagentur","gestern","terrorismus","antworten","beispiel","bundesagentur","tun","inflation","paris","preise","milliarden","abgeordnete"
"109","geschaeftsmodell","slowakei","shell","aktionaeren","sicherheit","moderne","aktienfonds","rentner","ddr","zaehlern","barcelona","zinserhoehungen","gegenueber","ampelkoalition"
"110","gute","finanzminister","energy","umsaetze","laender","genau","gibt","hoehe","kurz","konjunktur","hauptstadt","japans","ausland","waehlen"
"111","branchen","pen","diesel","marktfuehrer","aussenpolitik","land","wohnimmobilien","vorschriften","ersten","p","adidas","steigen","bruttoinlandsprodukts","waehlern"
"112","entwickelt","abstimmung","kernkraftwerke","steigern","wto","aengste","kreditinstitute","hans","lesen","investment","airlines","esm","prozentpunkte","csuchef"
"113","weltweit","auslaendische","windraeder","deutlich","saudiarabien","erleben","verkaufen","beschaeftigte","minuten","nasdaq","stattfinden","billionen","zeigt","spdchef"
"114","umsatz","kreml","emissionshandel","ebit","auslaendische","zeiten","jahre","gesetzlich","publikum","stoxx","studierenden","vertrauen","laufenden","fraktionschef"
"115","erfolg","beziehungen","weltweit","bilanz","asien","sinn","kunde","richter","tage","stanley","sammler","zinsschritt","naechsten","land"
"116","prozesse","brown","verbrauch","anteile","westens","oeffentlichkeit","ubs","erklaerte","polizei","kursgewinne","teams","erhoehen","stieg","wulff"
"117","bietet","verfassung","bauen","henkel","internationalen","themen","estate","bundesverband","arbeitet","sp","spanien","italienische","ifoinstitut","schroeders"
"118","eigene","putins","energieagentur","rechnet","afrika","sozialer","objekte","krankenkassen","gerade","asset","st","italiens","prognostiziert","ruettgers"
"119","datenschutz","mrd","stromversorgung","verkaufen","chinesischer","diskussion","gebuehren","bundeslaender","dinge","steigenden","hamburgs","eurokrise","optimismus","gegner"
"120","plattformen","parlamentswahlen","sonne","loescher","pekings","krisen","hohen","pruefen","welt","monaten","seite","italienischen","trend","thema"
"121","bertelsmann","umfragen","preisen","laufende","islamischen","wirklichkeit","credit","beschaeftigung","schriftsteller","anstieg","zahl","finanzpolitik","konjunkturellen","pds"
"122","geht","staaten","produziert","erwirtschaftet","nation","einzelnen","rund","aenderungen","meter","kursverluste","bundesweit","basispunkte","unsicherheit","bund"
"123","technischen","lateinamerika","produzenten","kuendigte","pakistan","neue","verluste","arbeitslosen","leuten","lag","gebaeude","geldpolitische","beschaeftigung","streit"
"124","knowhow","tschechien","gebaut","vorjahreszeitraum","uspraesidenten","ideen","finanzbranche","lohn","lieber","york","pro","washington","hohe","franz"
"125","beschaeftigten","rumaenien","uniper","chrysler","staatsfuehrung","geben","jahr","zahlen","freund","china","ort","volkswirte","vierten","mueller"
"126","standort","david","produkte","erloese","vereinten","thema","lebensversicherungen","steuern","tochter","kgv","kunstmarkt","euroland","abschwung","bundeswehr"
"127","konkurrenz","  ","reaktoren","prognose","obamas","umgang","westlb","staatliche","fernsehen","hsbc","staatsanwaltschaft","investoren","daten","ruecktritt"
"128","homeoffice","schottland","kupfer","zukaeufe","iranischen","eigene","geldhaus","industrie","lebens","zugelegt","samstag","hoehere","dihk","kandidat"
"129","gegruendet","ankara","kuenast","minus","bevoelkerung","bedeutet","hoehere","verordnung","fand","bewertet","reiseveranstalter","wechselkurs","unsicherheiten","koch"
"130","systeme","spanischen","kapazitaeten","airlines","saddam","fuehlen","verbraucherzentrale","gesetzes","hoert","bewertungen","tage","waehrungen","institute","lafontaine"
"131","angebote","blair","rohoel","marktanteil","kampf","geworden","zins","bundeswirtschaftsminister","laesst","dz","deutschen","staatsschulden","branche","zustimmung"
"132","netzwerk","staatspraesident","waerme","zulieferer","aegypten","migration","pro","antrag","gott","deutsche","taylor","niedrigen","bundesregierung","roesler"
"133","aufsichtsrat","nationalen","gefoerdert","fluggesellschaft","weisse","entwicklung","lebensversicherer","loesung","mag","meint","start","institute","einkommen","reformen"
"134","erfahrung","gazprom","gaskraftwerke","continental","strafzoelle","oekonomie","basel","verdi","steht","nachmittag","branche","of","kurzarbeit","legislaturperiode"
"135","gmbh","polnischen","klimawandels","bosch","john","wahrheit","dresdner","iv","lange","legte","premiere","schuldenkrise","duerften","rotgruenen"
"136","qualitaet","griechenland","stadtwerke","abgelaufenen","haus","lassen","immobilienpreise","buerger","deutsch","depot","studiengaenge","amerikanische","zulegen","thueringen"
"137","wissen","kiew","gruener","geschaefte","sieg","erkennen","versicherungswirtschaft","moeglich","findet","stiegen","professoren","amerikanischen","angesichts","runde"
"138","schnell","rom","ausstoss","monsanto","eu","weit","mrd","klagen","journalisten","schwellenlaendern","restaurants","gesenkt","statistische","links"
"139","mittelstaendischen","la","e","wegen","amtszeit","strukturen","rating","wolfgang","dorf","gestern","besuchern","niedrig","iwf","frage"
"140","kleine","unterhaus","klimaziele","elektroautos","aussenminister","generationen","anteil","arbeitslose","auto","notiert","dfb","wirtschaftswachstum","sechs","generalsekretaer"
"141","finden","abgeordneten","jaehrlich","kerngeschaeft","demokratischen","gegenteil","hoehe","wirtschaft","begann","wochen","menschen","folgen","bundesamt","liberale"
"142","service","leyen","netzbetreiber","konkurrenz","volk","reden","laut","arbeitslosengeld","geworden","juengsten","koelner","stark","stagnation","sigmar"
"143","bieten","wahl","schiffe","konnte","iranische","fuehren","geschaeftsfuehrer","gebe","fotos","ubs","hertha","volkswirtschaften","iw","volkspartei"
"144","befragten","barroso","fass","neun","reich","grosse","liquiditaet","zahl","ort","management","ausbildung","inflationsraten","sinken","hessen"
"145","nachhaltigkeit","moskauer","windparks","groessten","kalten","erfolg","verbraucherschuetzer","sprecherin","klingt","groessten","pandemie","prozentpunkt","aktuellen","vorsitzenden"
"146","erfolgreich","seite","fukushima","mitarbeitern","israels","bedeutung","niedrigen","arbeiten","bild","fielen","fliegen","fedchef","schwache","vorsitzende"
"147","handelsblatt","italienische","eu","angekuendigt","treffen","sozial","real","grundsaetzlich","bruder","rechnen","museen","jeanclaude","knapp","beck"
"148","hersteller","warschau","hohen","group","globalen","stimmt","angebot","einigung","kollegen","nachrichten","oesterreich","defizit","aktuelle","rechten"
"149","kuenstlicher","schweiz","mill","general","hauptstadt","mittelschicht","erwirtschaften","hiess","erlebt","edelmetall","studieren","null","maschinenbau","niederlage"
"150","meist","sunak","erderwaermung","zweiten","abkommen","vielmehr","equity","steuerreform","moechte","finanzmaerkten","staedte","lage","auswirkungen","koehler"
"151","betrieb","euaustritt","iea","sank","bedrohung","verhalten","schweizer","betrieben","dachte","merrill","buergermeister","japanische","ifw","innenminister"
"152","produkten","brexits","pflanzen","trotz","demokratische","loesen","anlage","leistungen","studiert","positive","arena","ezbchef","laufende","regiert"
"153","transformation","medwedjew","ziele","kapitalerhoehung","militaerisch","erklaeren","versicherung","geben","herum","schwankungen","berichtet","stabilitaet","gewachsen","demokratie"
"154","ideen","vereinigten","pipeline","handelsblatt","verteidigung","herausforderung","investmentfonds","schutz","nacht","erwartungen","ausstellungen","tsipras","optimistisch","regierungschef"
"155","zukunft","vereinigte","elektroautos","lag","amerikanern","sehen","eigentumswohnungen","vorstoss","schaut","dividenden","vertrag","japanischen","gewerbe","christdemokraten"
"156","einsatz","vertrag","oekostrom","telekom","yuan","chance","anlegen","streit","jugend","waehrungen","museum","erwartet","ausfuhren","aussenminister"
"157","mckinsey","polens","meter","geplant","korruption","richtige","vermoegensverwaltung","kompromiss","geschrieben","waehrung","teilnehmer","strukturreformen","handelsblatt","gesagt"
"158","gefragt","josé","anteil","kauf","eskalation","loesungen","frankfurter","gefordert","faehrt","bundesanleihe","fifa","kreditvergabe","anteil","neuwahlen"
"159","taetig","orbán","russland","dritten","kreml","funktioniert","kreditvergabe","heil","erste","yen","stiftung","zins","laendern","nrw"
"160","wirtschaftspruefer","françois","solaranlagen","groesste","anschlaege","armut","wohnungsmarkt","bundesverfassungsgericht","morgen","unten","angebot","land","wachstums","vizekanzler"
"161","forschung","italienischen","kraftwerken","beteiligung","shanghai","natur","vonovia","einnahmen","gehoert","unternehmensanleihen","madrid","internationalen","zurueckgegangen","kanzlers"
"162","roland","mexiko","energiekonzerne","plus","unterstuetzung","fluechtlinge","aufsicht","ausgaben","kennen","hoeher","flughaefen","anstieg","positive","agenda"
"163","marketing","minister","verbraucht","ende","fuehrer","oeffentlichen","papiere","hundt","wasser","capital","vereins","bundesbankpraesident","arbeitslosenquote","abstimmung"
"164","roboter","waehrung","menge","fuenf","spannungen","parteien","suisse","schmidt","gelernt","schwellenlaender","kiel","powell","statistischen","markus"
"165","post","viktor","saudiarabien","boeing","ukrainischen","erkenntnis","postbank","vereinbart","verlag","positiv","plaetze","donnerstag","weltkonjunktur","reihen"
"166","verlage","europaparlament","teyssen","erklaerte","tuerkei","politischer","deutlich","erhoehung","wohnung","gemeinschaftswaehrung","amoc","alan","belebung","frau"
"167","beschaeftigt","waehler","netze","angaben","bushs","besteht","verkaeufer","entscheidung","fahren","lynch","ausstellung","fiskalpolitik","hierzulande","rechts"
"168","bitkom","amt","klimapolitik","nachfrage","kiew","gesellschaften","aktionaere","recht","stunde","investmentbank","werder","prozentpunkte","handel","guido"
"169","app","investoren","oekologischen","winterkorn","israelischen","stellen","summe","fdp","abends","risiken","oktober","chefoekonom","betriebe","grosse"
"170","genau","laender","fahrzeuge","werk","hamas","veraendern","meist","beschluss","buecher","rally","buchungen","teuerung","wachstumsraten","badenwuerttemberg"
"171","dienstleistungen","zollunion","windenergie","ebitda","handelskrieg","gut","neugeschaeft","praxis","sah","quartalszahlen","mio","schuldenschnitt","unten","bayerische"
"172","brauchen","polnische","atomausstieg","margen","kommunistischen","professor","gebaeude","zustaendigen","morgens","talfahrt","region","spielraum","hoehere","konservative"
"173","aufgaben","silvio","zehn","holding","wirtschaft","fehlt","risikovorsorge","einkommen","hoeren","gefallen","reise","verhindern","april","anhaenger"
"174","lernen","nicolas","transformation","hiess","republikanischen","jahrzehnte","vergangenen","arbeitgebern","kultur","zehnjaehrige","winter","christine","drittel","cducsu"
"175","schneller","bulgarien","atomenergie","firma","meer","reformen","aufseher","verpflichtet","geschichten","niveau","corona","lockerung","juli","reden"
"176","lieferanten","waehrungsfonds","china","legte","hussein","laendern","beteiligungen","erbschaftsteuer","spass","feinunze","mitarbeiter","pleite","schrumpfen","bayerns"
"177","rtl","streit","energieversorger","konkurrent","anschlaegen","westen","gesellschaften","dihk","wirkt","kletterte","bewerber","politik","gesamtjahr","schmidt"
"178","anwendungen","verbleib","nordsee","metro","transatlantischen","form","wohnraum","anfrage","sprache","kaufen","olympia","lira","wegen","republik"
"179","konkurrenten","westen","herstellung","gewinne","schanghai","vergangenheit","privatkundengeschaeft","betonte","wollten","marktteilnehmer","sonntag","risiko","vorquartal","lager"
"180","fuehrungskraeften","woche","autofahrer","strategie","pekinger","krise","insolvenz","verbaende","spricht","kursgewinnverhaeltnis","woche","volkswirtschaft","private","verantwortung"
"181","ingenieure","parlamentswahl","leistung","chef","sowjetunion","veraenderung","erzielen","altmaier","ziemlich","landesbank","de","kurs","gestiegenen","niedersachsen"
"182","vertrieb","unabhaengigkeit","energieeffizienz","marge","handel","verstaendnis","alter","vorsitzende","machte","handel","gebaut","rom","kraeftig","bayerischen"
"183","sat","politisch","rohstoffen","werke","kabul","sprache","raet","pflicht","lernen","entwicklung","gaesten","bip","gfk","kanzlerkandidat"
"184","personal","politiker","kernkraft","jahres","september","erstens","pleite","arbeitnehmern","liess","notenbank","spielern","efsf","bundesbank","nachfolger"
"185","grosse","italiener","bedarf","ceo","weltkrieg","letztlich","riesterrente","vorgesehen","hand","msci","passagiere","schwellenlaender","stiegen","stimme"
"186","bewerber","spaniens","vattenfall","cashflow","indiens","forscher","wohnungsbau","notwendig","schrieb","eurozone","pink","bruttoinlandsprodukts","wachstumsprognose","wahlergebnis"
"187","consulting","istanbul","region","verluste","konflikte","solidaritaet","gewerbeimmobilien","faellen","stimme","zentralbank","coronavirus","schritt","positiv","juergen"
"188","potenzial","of","hektar","zehn","bagdad","wahrnehmung","vermoegensverwalter","hauptgeschaeftsfuehrer","tuer","korrektur","flaechen","krediten","ausfallen","kraft"
