"","Topic 1: Corporate Culture","Topic 2: EU Conflicts","Topic 3: Energy & Climate Change Mitigation","Topic 4: Companies & Markets","Topic 5: Geopolitics","Topic 6: Society","Topic 7: Financial Markets I","Topic 8: German Politics I","Topic 9: Miscellaneous","Topic 10: Financial Markets II","Topic 11: Leisure & Hospitality","Topic 12: Central banks","Topic 13: German Economy","Topic 14: German Politics II"
"55","netz","praesidenten","winter","fusion","vereinigten","braucht","preise","milliarden","gefuehl","mdax","hansestadt","regierungen","arbeitslosigkeit","schaeuble"
"56","partner","brasilien","rund","hauptversammlung","europaeer","kapitalismus","ertraege","rentenversicherung","kunst","verlor","urlauber","finanzkrise","wirtschaftswachstum","politischen"
"57","werbung","mehrheit","nord","verlust","barack","darf","kaufen","bundesfinanzminister","kopf","euro","bachelor","greenspan","wirtschaftsleistung","fraktion"
"58","beispielsweise","theresa","versorger","bank","armee","grenzen","immobilienmarkt","oeffentlichen","angst","jones","tui","zinssenkungen","branchen","gewaehlt"
"59","neuen","regierungschef","tonne","mitarbeiter","beziehungen","aufgabe","jahren","bundesrat","strasse","erholung","gmbh","chefvolkswirt","steigen","sonntag"
"60","beratung","premierministerin","gruenen","dividende","europa","jahrhundert","finanzaufsicht","heisst","fragt","deutlich","bremen","usnotenbank","institut","steinbrueck"
"61","online","franzoesischen","erdoel","air","militaerische","begriff","institut","vorschlaege","bilder","kurs","muenchner","bundesbank","trotz","parteichef"
"62","startup","politischen","kohlendioxid","airbus","westlichen","lernen","privaten","patienten","wissen","goldman","spielen","milliarden","preise","parteitag"
"63","industrie","hollande","benzin","aktienkurs","arabischen","handeln","geldhaeuser","kassen","erinnert","zaehler","league","zentralbanken","eurozone","schulz"
"64","cloud","europas","mengen","markt","gewalt","gefuehl","geschaeft","arbeitsplaetze","lang","notenbanken","absolventen","duisenberg","rund","horst"
"65","unternehmensberatung","regierungschefs","markt","autobauer","clinton","oekonomischen","bieten","koenne","essen","rund","vereine","griechischen","niveau","linkspartei"
"66","konzerne","chirac","megawatt","gesamtjahr","fuehrung","debatte","beispielsweise","einfuehrung","namen","maerkten","master","lagarde","jahres","landtag"
"67","sap","sozialisten","millionen","sparte","weissen","kultur","lebensversicherung","umsetzung","tod","jp","zwei","waehrungshueter","insgesamt","landtagswahl"
"68","deutschen","boris","erde","tochter","taiwan","gesellschaftliche","privatanleger","kritisierte","karriere","unternehmen","schueler","preisstabilitaet","gesunken","koalitionspartner"
"69","deutsche","spanien","jahren","kaeser","nordkorea","veraenderungen","transaktionen","erhalten","maedchen","donnerstag","team","griechenlands","punkte","bundesregierung"
"70","kommunikation","wladimir","kernenergie","management","jinping","ordnung","kapitalmarkt","bdi","geboren","konjunkturdaten","sommer","griechische","aussichten","buendnis"
"71","studie","partei","atomkraftwerke","opel","politische","laesst","quadratmeter","darf","glueck","goldpreis","rund","ezbpraesident","usa","wahlen"
"72","job","franzoesische","stream","knapp","nahen","falsch","geldanlage","eukommission","all","bundesanleihen","stuttgart","ezbrat","folge","abgeordneten"
"73","siemens","de","autos","uebernahmen","w","institutionen","wertpapiere","wirtschaftsminister","kennt","wert","hsv","geldpolitischen","volkswirtschaft","edmund"
"74","haeufig","beitritt","landwirte","abschreibungen","westliche","integration","ackermann","gutachten","roman","verluste","platz","deflation","produktion","habeck"
"75","thema","londoner","investitionen","stieg","terror","ueberhaupt","anlegern","arbeitsmarkt","musik","stimmung","urlaub","athen","wirtschaftliche","kandidaten"
"76","ag","tuerkische","eeg","analyst","taliban","jahrhunderts","finanzierung","rechtsunsicherheit","gesagt","dienstag","frankfurt","federal","steigende","politiker"
"77","bereich","tories","kohlekraftwerke","finanzvorstand","militaerischen","interessen","miete","geplanten","reden","verloren","stadion","laender","konjunkturelle","politische"
"78","silicon","bruesseler","erwaermung","fahrzeuge","frieden","schaffen","wohnung","kritik","geld","erwarten","uni","portugal","einbruch","wirtschaftsminister"
"79","kollegen","wahlen","stromerzeugung","weltweit","regime","wissenschaftler","milliarden","vorgaben","schueler","stieg","olympischen","mario","haushalte","steinmeier"
"80","maschinen","aussenminister","energiepolitik","gm","militaer","finden","wert","finanzminister","kleine","bonds","schalke","euros","export","kabinett"
"81","heute","iwf","tiere","erwartet","kongress","weise","investments","ministerium","freunde","duerfte","drei","liquiditaet","einzelhandel","rede"
"82","arbeitgeber","tuerkischen","lebensmittel","kosten","terroristen","gerechtigkeit","verkauf","cdu","gern","duerften","bau","zinserhoehung","studie","rotgruen"
"83","kuenstliche","binnenmarkt","fleisch","finanzchef","osten","forschung","makler","mrd","gesicht","new","nuernberg","eurolaender","wachsen","regieren"
"84","produkt","le","kilometer","verkauft","politischen","herausforderungen","deutsche","hartz","the","mittwoch","sponsoren","massnahmen","staerker","helmut"
"85","kunde","england","energietraeger","manager","partei","dinge","kosten","millionen","irgendwann","unsicherheit","veranstaltung","irland","erwartungen","debatte"
"86","digital","madrid","erneuerbarer","insgesamt","truppen","fuehrt","unternehmen","fall","erzaehlen","zehnjaehrigen","wohnungen","senken","konsumenten","themen"
"87","wettbewerb","wirtschaft","atomkraft","marken","terrorismus","probleme","produkte","minister","draussen","oelpreis","duesseldorf","reformen","einschaetzung","konservativen"
"88","innovation","neuwahlen","habeck","gut","usregierung","glauben","ikb","beitraege","arbeiten","stand","lesen","eurostaaten","zahlen","buergermeister"
"89","chefs","opposition","klima","wettbewerber","mexiko","fortschritt","kauf","fordern","wort","marke","semester","erholung","volkswirte","olaf"
"90","valley","italiens","versorgungssicherheit","produktion","russlands","oekonomische","haeuser","aerzte","gemacht","knapp","thomas","notenbankchef","zuwachs","berliner"
"91","geschaeftsmodelle","juncker","energiewirtschaft","steuern","konflikt","ungleichheit","laufzeit","kuendigungsschutz","art","geldpolitik","meter","unsicherheit","leicht","buerger"
"92","mittelstaendische","nordirland","betreiber","gestern","wto","politisch","krediten","forderungen","los","gestiegen","galerien","uswirtschaft","steigenden","fischer"
"93","vorstand","reformen","shell","marke","demokratie","problem","portfolio","beschlossen","maennern","vermoegensverwalter","schulen","weidmann","oecd","nordrheinwestfalen"
"94","media","mitgliedstaaten","betrieb","teilte","teheran","mag","bonitaet","kritisiert","lesen","zaehlern","spiel","schaeuble","laut","parlament"
"95","stellen","kontinent","fossilen","laufenden","nationen","neue","landesbanken","bundesagentur","augen","indizes","borussia","griechen","krise","wolfgang"
"96","gut","irland","produzieren","absatz","verbuendeten","werte","konditionen","behoerde","zwei","uswirtschaft","champions","anleihekaeufe","sank","finanzminister"
"97","it","russen","gigawatt","muenchener","krieges","wandel","jain","hans","familien","s","leipzig","reserve","ausgaben","muesse"
"98","fragen","korruption","strompreise","milliarde","kim","mensch","einlagen","behoerden","wusste","sachs","galerie","finanzsystem","milliarden","kritik"
"99","buero","parteien","kernkraftwerke","audi","suedkorea","bundesrepublik","wohnen","klage","stolz","strategen","polizei","gefahr","instituts","wulff"
"100","geraete","stimmen","stahl","drei","internationale","fehler","hohe","zusaetzliche","buero","p","tuerkei","geldmenge","diw","bundespraesident"
"101","arbeitet","auslaendische","fossile","monaten","japan","idee","grossbanken","staat","schoen","markets","studierenden","verschuldung","optimismus","ruettgers"
"102","anbieten","monti","diesel","loescher","asien","art","regel","solle","lehrer","fonds","pro","glaeubiger","vormonat","schroeders"
"103","belegschaft","ministerpraesident","weltweit","deutlich","saudiarabien","sinne","beispiel","rentner","alter","montag","berlins","oekonom","experten","spdchef"
"104","gute","finanzminister","kuenast","aktionaeren","pakistan","moderne","aktienfonds","steuer","jahren","kursen","abgesagt","esm","bruttoinlandsprodukts","baerbock"
"105","bertelsmann","konservative","emissionshandel","bilanz","waffen","einzelnen","muenchen","vorliegt","generation","stark","barcelona","maerkten","privaten","mueller"
"106","gmbh","abstimmung","windkraft","nettogewinn","aussenpolitik","antwort","zehn","foerderung","ddr","rezession","hauptstadt","vertrauen","lag","franz"
"107","branchen","brown","stromversorgung","ebit","islamischen","aengste","gibt","arbeitslosen","heimat","inflation","stattfinden","staatsverschuldung","dritten","wolle"
"108","umsatz","europaeer","verbrauch","airlines","internationalen","medien","landesbank","vorhaben","publikum","steigende","kunstmarkt","japans","naechsten","pds"
"109","aufsichtsrat","deal","teurer","chrysler","li","realitaet","kunde","industrie","abend","konjunktur","zuschauer","italienischen","ausland","waehlen"
"110","geht","putins","kilowattstunde","autoindustrie","saddam","sozialer","kreditinstitute","koalitionsvertrag","ersten","usdollar","hamburgs","italienische","durchschnitt","csuchef"
"111","geschaeftsmodell","kreml","e","erwirtschaftet","obamas","umgang","haus","beschaeftigung","tun","stanley","bundesweit","italiens","abschwung","koch"
"112","weltweit","beziehungen","rohoel","belegschaft","afrika","bedeutet","gebuehren","beschaeftigte","schriftsteller","kursgewinne","gebaeude","preise","laufenden","fraktionschef"
"113","arbeit","verfassung","teuer","umsatzes","nation","entwicklung","ubs","vorschriften","arbeitet","nasdaq","a","billionen","gegenueber","abgeordnete"
"114","technischen","mrd","windraeder","fluggesellschaft","russen","leute","lebensversicherungen","zahlen","mag","stoxx","sammler","euroland","dihk","landtagswahlen"
"115","plattform","einigung","uniper","rechnet","wladimir","sinn","hohen","staatliche","welt","china","reiseveranstalter","wirtschaftsleistung","prozentpunkte","roesler"
"116","netzwerk","ankara","kupfer","prognose","westens","oekonomie","verluste","richter","gerade","investment","professoren","basispunkte","konjunkturellen","thema"
"117","homeoffice","schottland","energieagentur","mercedes","aegypten","eigene","westlb","hoehe","freund","steigen","spanien","volkswirte","beschaeftigung","gegner"
"118","entwickeln","labour","fukushima","minus","kampf","zeiten","finanzbranche","krankenkassen","dinge","york","studiengaenge","investoren","branche","rotgruenen"
"119","team","staaten","iea","marktfuehrer","iranischen","fuehren","verkauft","haushalt","sitzen","steigenden","besuchern","zinsschritt","hohen","lafontaine"
"120","datenschutz","blair","mill","steigern","auslaendische","wirklichkeit","verkaufen","lohn","polizei","anstieg","ausbildung","finanzpolitik","vierten","sigmar"
"121","investieren","slowakei","anlage","laufende","pekings","genau","dresdner","iv","minuten","kursverluste","st","eurokrise","trend","kandidat"
"122","angebote","gazprom","bundesnetzagentur","henkel","putins","oeffentlichkeit","estate","bundesverband","gott","hsbc","teams","waehrungen","kurzarbeit","ruecktritt"
"123","konkurrenz","tschechien","reaktoren","zukaeufe","vereinten","diskussion","jahr","gesetzlich","laesst","asset","deutschen","geldpolitische","prognostiziert","christian"
"124","schnell","umfragen","preisen","vorjahreszeitraum","john","all","basel","wolfgang","kurz","nachmittag","branche","wechselkurs","unsicherheiten","beck"
"125","bietet","staatspraesident","fass","anteile","demokratischen","geworden","lebensversicherer","bundeslaender","leuten","lag","zahl","erhoehen","stieg","legislaturperiode"
"126","betrieb","  ","jaehrlich","wegen","bevoelkerung","weit","geldhaus","bundeswirtschaftsminister","tochter","deutsche","ort","institute","ifoinstitut","reformen"
"127","erfolg","david","klimawandels","erloese","chinesischer","strukturen","versicherungswirtschaft","verdi","steht","monaten","buergermeister","steigen","angesichts","koehler"
"128","kleine","lateinamerika","pflanzen","monsanto","volk","bedeutung","rating","pruefen","fernsehen","gestern","angebot","washington","zulegen","runde"
"129","qualitaet","kiew","russland","general","iranische","antworten","credit","steuern","lebens","zugelegt","angaben","sitzung","zeigt","land"
"130","mittelstaendischen","nationalen","teyssen","konzerne","joe","fluechtlinge","jahre","arbeitslose","deutsch","legte","studieren","amerikanische","sechs","frau"
"131","knowhow","abgeordneten","produkte","kuendigte","uspraesidenten","ideen","mrd","gelten","lieber","dz","samstag","amerikanischen","bundesregierung","bund"
"132","entwickelt","griechenland","sonne","marktanteil","sicherheit","erfolg","hoehere","aenderungen","journalisten","meint","airlines","of","duerften","aussenminister"
"133","wissen","moskauer","meter","autohersteller","laender","erleben","anteil","arbeitslosengeld","lange","merrill","premiere","niedrigen","ausfuhren","waehlern"
"134","meist","barroso","produzenten","umsaetze","abkommen","gegenteil","objekte","klagen","tage","schwellenlaendern","koelner","schuldenkrise","iwf","vorsitzenden"
"135","hersteller","rumaenien","technologien","mitarbeitern","angriff","herausforderung","equity","steuerreform","dorf","notiert","teilnehmer","wirtschaftswachstum","optimistisch","innenminister"
"136","eigene","spanischen","fahrzeuge","verkaufen","reich","mittelschicht","investmentfonds","gesetzes","kollegen","stiegen","staedte","jeanclaude","unsicherheit","links"
"137","wirtschaftspruefer","parlamentswahlen","stadtwerke","abgelaufenen","israels","verhalten","anlage","wirtschaft","klingt","fielen","oesterreich","ezbchef","auswirkungen","badenwuerttemberg"
"138","befragten","schweiz","gebaut","continental","strafzoelle","erkennen","verbraucherzentrale","zahl","fand","wochen","start","japanische","laufende","generalsekretaer"
"139","post","wahl","netzbetreiber","zweiten","weisse","chance","rund","antrag","geworden","juengsten","bewerber","tsipras","statistische","gesagt"
"140","service","medwedjew","energiekonzerne","kapitalerhoehung","anschlaege","besteht","anlegen","buerger","nacht","lynch","vereins","land","knapp","nrw"
"141","produkten","pen","pipeline","winterkorn","zoelle","reformen","erwirtschaften","hundt","findet","nachrichten","mio","niedrig","institute","guido"
"142","gegruendet","brexits","energy","dritten","kalten","fehlt","niedrigen","schmidt","begann","finanzmaerkten","pandemie","zinserhoehungen","einkommen","regierungschef"
"143","ideen","rom","saudiarabien","angekuendigt","amerikanern","geben","wohnimmobilien","streit","bild","bundesanleihe","berichtet","kreditvergabe","maschinenbau","grosse"
"144","verlage","euaustritt","erderwaermung","neun","september","loesen","zins","verordnung","bruder","bewertungen","restaurants","folgen","hohe","regiert"
"145","erfahrung","unterhaus","wald","kerngeschaeft","sieg","vielmehr","vermoegensverwaltung","erklaerte","hoert","gemeinschaftswaehrung","fifa","gesenkt","weltkonjunktur","bundeswehr"
"146","standort","vereinigte","hektar","bosch","hauptstadt","sozial","verbraucherschuetzer","loesung","kultur","talfahrt","reise","null","bundesamt","niederlage"
"147","rtl","josé","produziert","geplant","bushs","themen","liquiditaet","moeglich","buecher","unten","ausstellungen","japanischen","iw","reihen"
"148","sat","vertrag","kraftwerken","ende","haus","wahrheit","papiere","dihk","auto","positive","region","hoehere","gewachsen","friedrich"
"149","roland","la","gefoerdert","plus","demokratische","form","frankfurter","altmaier","studiert","waehrungen","kiel","lage","arbeitslosenquote","christdemokraten"
"150","plattformen","investoren","schiffe","angaben","treffen","thema","hoehe","hiess","erste","management","tage","volkswirtschaften","daten","juergen"
"151","beschaeftigten","minister","china","metro","anschlaegen","armut","laut","recht","dachte","depot","plaetze","stabilitaet","wachstums","sachsen"
"152","dienstleistungen","waehrung","autofahrer","groessten","korruption","wettbewerb","aktionaere","betrieben","kennen","schwankungen","fliegen","internationalen","laendern","volkspartei"
"153","finden","italienische","windparks","sank","aussenminister","oeffentlichen","angebot","erbschaftsteuer","verlag","bewertet","gebaut","stark","sinken","liberale"
"154","konkurrenten","vereinigten","verbraucht","konnte","fuehrer","land","real","erhoehung","ort","waehrung","museen","strukturreformen","statistischen","vorsitzende"
"155","taetig","zollunion","bauen","trotz","schanghai","natur","versicherung","arbeitnehmern","geschrieben","rechnen","buchungen","staatsschulden","april","frage"
"156","erfolgreich","silvio","anteil","lag","yuan","fuehlen","kreditvergabe","gebe","jugend","unternehmensanleihen","flaeche","schuldenschnitt","binnennachfrage","hessen"
"157","genau","warschau","vattenfall","hiess","kabul","politischer","beteiligungen","kompromiss","wohnung","yen","arena","alan","positive","bayerische"
"158","prozesse","polnischen","kapazitaeten","boeing","hussein","generationen","geschaeftsfuehrer","zeitarbeit","erlebt","kgv","flughaefen","zins","handelsblatt","fluechtlinge"
"159","bitkom","woche","oekologischen","ebitda","bedrohung","solidaritaet","erzielen","vorstoss","fotos","positiv","jahr","prozentpunkt","aktuelle","reden"
"160","vertrieb","nicolas","umweltminister","geschaefte","bagdad","lassen","gesellschaften","gefordert","faehrt","investmentbank","winter","fedchef","wegen","anhaenger"
"161","marketing","verbleib","ausstoss","beteiligung","pekinger","grosse","summe","betonte","herum","schwellenlaender","arbeiten","bundesbankpraesident","gfk","niedersachsen"
"162","beschaeftigt","italienischen","kanada","groesste","polizei","krisen","riesterrente","bundesverfassungsgericht","ziemlich","feinunze","museum","inflationsraten","stagnation","zustimmung"
"163","ingenieure","italiener","windenergie","fuenf","globalen","funktioniert","vermoegensverwalter","praxis","gehoert","capital","stiftung","defizit","belebung","krampkarrenbauer"
"164","handelsblatt","mexiko","atomausstieg","group","israelischen","professor","aufsicht","faellen","morgen","erwartungen","reisebueros","anstieg","aktuellen","verantwortung"
"165","mckinsey","unabhaengigkeit","hohen","legte","irakischen","laendern","meist","arbeiten","sah","kletterte","werder","fiskalpolitik","inflation","agenda"
"166","konzern","bulgarien","zehn","telekom","kerry","stimmt","aufseher","einnahmen","gelernt","quartalszahlen","projekt","spielraum","schwache","streit"
"167","app","waehrungsfonds","region","erklaerte","eskalation","perspektive","alter","sprecherin","spricht","notenbank","vertrag","erwartet","wachstumsraten","wowereit"
"168","managern","françois","energieversorger","konkurrenz","konflikte","jahrzehnte","privatkundengeschaeft","arbeitgebern","sprache","groessten","coronavirus","pleite","unten","kurt"
"169","systeme","sanktionen","gentechnik","konkurrent","sowjetunion","loesungen","postbank","beschluss","machte","edelmetall","ag","verhindern","handel","huber"
"170","lieferanten","westen","nordsee","handelsblatt","weltkrieg","richtige","experten","pflicht","wirkt","handel","dfb","lira","gewerbe","neuwahlen"
"171","zukunft","unsicherheit","klimapolitik","holding","shanghai","parteien","anlagen","einkommen","meter","landesbank","olympia","efsf","gesamtjahr","fluechtlingspolitik"
"172","dienstleister","polens","menge","kauf","demonstranten","entwickeln","deutlich","entscheidung","lernen","ubs","paris","chefoekonom","wachstumsprognose","sozialdemokratischen"
"173","innovative","auslaendischen","ziele","margen","republikanischen","theorie","schweizer","geben","moechte","marktteilnehmer","qualitaet","rom","hoehere","nachfolger"
"174","bieten","harten","atomenergie","zulieferer","amerikanischer","these","pro","mitarbeiter","spass","zehnjaehrige","flaechen","donnerstag","kraeftig","stimme"
"175","gefragt","politisch","gaskraftwerke","jahres","militaerisch","erfahrungen","langfristig","warnte","fahren","gefallen","gaesten","kurs","zurueckgegangen","konservative"
"176","consulting","osteuropa","eegumlage","allianz","wall","letztlich","anleihe","verbaende","schrieb","niveau","woche","politik","jahreshaelfte","volksparteien"
"177","lernen","waehler","milch","eads","diktator","modernen","depot","ba","abends","tecdax","pink","probleme","anteil","bayerns"
"178","brauchen","laender","energieeffizienz","oracle","indonesien","krise","immobilienpreise","plaene","hoeren","hoeher","abitur","prozentpunkte","januar","guttenberg"
"179","personal","eugipfel","oekostrom","werk","transatlantischen","erkenntnis","vergangenen","vereinbart","leser","vortag","corona","schwellenlaender","positiven","bayerischen"
"180","angestellten","athen","nutzung","eon","islamisten","vergangenheit","suisse","leistungen","morgens","eurozone","hertha","volkswirtschaft","zew","republik"
"181","fuehrungskraeften","sieg","subventionen","kurs","vietnam","sprache","risikovorsorge","abschaffung","stunde","zentralbank","fach","krediten","september","genossen"
"182","unternehmensberater","istanbul","rohstoffen","chef","tuerkei","entsteht","ey","ausgaben","satz","stratege","kostet","risiko","juli","ampel"
"183","ibm","mays","afrika","verluste","eu","gesellschaften","raet","kraft","liess","europaeischen","staatsanwaltschaft","lockerung","zuversicht","schwarzgelb"
"184","suchen","amt","opel","airline","uhr","diejenigen","mietendeckel","zustaendigen","geschichten","dividenden","business","vereinigten","betriebe","demokratie"
"185","nachhaltigkeit","rubel","oekologisch","aufsichtsratschef","irans","verstaendnis","fuenf","bruessel","schaut","rally","halle","kapital","drittel","spahn"
"186","besten","koenigreichs","waerme","gewinnwarnung","millionen","wirtschaftlichen","sparkasse","grundsaetzlich","wollten","kaufen","oktober","sparer","jahren","koalitionsverhandlungen"
"187","muenchen","eumitgliedschaft","netze","groesster","handelskrieg","scheint","kreditwirtschaft","vorgesehen","wasser","legten","spielern","teuerung","bundesbank","roettgen"
"188","marken","streit","energiebranche","nachfrage","proteste","erklaeren","neugeschaeft","ii","literatur","volatilitaet","bewerbung","bankensystem","positiv","beust"
